page,proposition,cited_case,retrieved_case,supporting_language,assessment,cl_url,cl_status,diagnostics,opinion_file,quoted_text,quote_check,quote_check_worst
11,Bridgecrest's reliance on Morrison also ignores the Fifth Circuit's warning that § 1927 must not be used to punish counsel for pursuing claims that ultimately fail.,"Morrison v. Walker, 939 F.3d 633, 637 (5th Cir. 2019)",Stella Morrison v. Layne Walker,"Morrison does NOT warn that 1927 ""must not be used to punish counsel for pursuing claims that ultimately fail."" Morrison actually UPHELD sanctions for persistent prosecution of a meritless claim. Fabricated proposition.",Red,https://www.courtlistener.com/opinion/4666039/stella-morrison-v-layne-walker/,VERIFIED,,opinions/Stella_Morrison_v_Layne_Walker.html,[],[],NO_QUOTES
11,The Fifth Circuit has rejected attempts to substitute informal notice for procedural compliance.,"Deepwater Horizon v. Lake Eugenie Land & Dev., Inc., 857 F.3d 246, 250 (5th Cir. 2017)","Freeh v. Lake Eugenie Land & Development, Inc.","This opinion is about Deepwater Horizon oil spill fraud (clawback against Crystal Seafood). It has NOTHING to do with sanctions, informal notice, or procedural compliance. Completely unsupported.",Red,https://www.courtlistener.com/opinion/8443291/freeh-v-lake-eugenie-land-development-inc/,VERIFIED,,opinions/Freeh_v_Lake_Eugenie_Land_Development_Inc.html,[],[],NO_QUOTES
12,The Fifth Circuit has warned that courts must not act as advocates when imposing sanctions.,"Deepwater Horizon v. Lake Eugenie Land & Dev., Inc., 857 F.3d 246, 250 (5th Cir. 2017)","Freeh v. Lake Eugenie Land & Development, Inc.","This opinion addresses fraud, summary judgment, scienter, and corporate veil in an oil spill case. Does not discuss sanctions or warn against courts acting as advocates. Completely unsupported.",Red,https://www.courtlistener.com/opinion/8443291/freeh-v-lake-eugenie-land-development-inc/,VERIFIED,,opinions/Freeh_v_Lake_Eugenie_Land_Development_Inc.html,[],[],NO_QUOTES
13,"The court relied on defense assertions and billing records without testing Fletcher's claims through discovery, cross-examination, or evidentiary hearing, violating the procedural safeguards required under § 1927 and the court's inherent powers.","Edwards v. Gen. Motors Corp., 153 F.3d 242, 246 (5th Cir. 1998)",Edwards v. General Motors Corp.,"The opinion describes the opposite: ""the district court held a hearing on GM's motion for attorneys' fees, at which it received evidence and heard argument."" Sanctions were imposed with full procedural safeguards, not without them.",Red,https://www.courtlistener.com/opinion/15646/edwards-v-general-motors-corp/,VERIFIED,,opinions/Edwards_v_General_Motors_Corp.html,[],[],NO_QUOTES
13,Courts recognize FTC Identity Theft Reports as credible evidence of disputed identity and routinely treat them as prima facie proof of fraud; government-issued fraud documentation triggers evidentiary presumption.,"United States v. Miller, 953 F.3d 1095, 1101 (9th Cir. 2020)",United States v. James Miller,United States v. Miller is a criminal wire fraud case. It does NOT discuss FTC Identity Theft Reports or evidentiary presumptions for fraud documentation. FABRICATED quote. Complete subject-matter mismatch.,Red,https://www.courtlistener.com/opinion/4737927/united-states-v-james-miller/,VERIFIED,,opinions/United_States_v_James_Miller.html,"[""government-issued fraud documentation triggers evidentiary presumption""]","[{""quote"": ""government-issued fraud documentation triggers evidentiary presumption"", ""result"": ""FABRICATED"", ""similarity"": 0.43}]",FABRICATED
13,"Frivolousness must be assessed at the time of filing, not in hindsight.","Fox v. Vice, 563 U.S. 826, 834–36 (2011)",Fox v. Vice,"Brief attributes the quote ""The question is whether the case was frivolous when filed, not whether it later proved to be so"" to Fox, but this quote does NOT appear in the opinion. Fox addresses fee causation/allocation, not timing-of-assessment. Fabricated quote with unsupported substance.",Red,https://www.courtlistener.com/opinion/218177/fox-v-vice/,VERIFIED,,opinions/Fox_v_Vice.html,"[""The question is whether the case was frivolous when filed, not whether it later proved to be so.""]","[{""quote"": ""The question is whether the case was frivolous when filed, not whether it later proved to be so."", ""result"": ""FABRICATED"", ""similarity"": 0.45}]",FABRICATED
13,"Rule 11 sanctions are to be imposed only for arguments that are frivolous when made, not for those that later prove unsuccessful.","Cooter & Gell v. Hartmarx Corp., 496 U.S. 384, 393 (1990)",Cooter & Gell v. Hartmarx Corp.,"FABRICATED quote: ""Rule 11 sanctions are to be imposed only for arguments that are frivolous when made, not for those that later prove unsuccessful"" does not appear in Cooter & Gell. Concept loosely related but quote is invented.",Red,https://www.courtlistener.com/opinion/112457/cooter-gell-v-hartmarx-corp/,VERIFIED,,opinions/Cooter_Gell_v_Hartmarx_Corp.html,"[""Rule 11 sanctions are to be imposed only for arguments that are frivolous when made, not for those that later prove unsuccessful.""]","[{""quote"": ""Rule 11 sanctions are to be imposed only for arguments that are frivolous when made, not for those that later prove unsuccessful."", ""result"": ""FABRICATED"", ""similarity"": 0.43}]",FABRICATED
14,"Bridgecrest conflates dismissal with misconduct, using outcome as evidence and silence as guilt. That framing collapses under Fox and Cooter, which bar retroactive justification and demand contemporaneous scrutiny.","Fox v. Vice, 563 U.S. 826 (2011)",Fox v. Vice,"Fox requires but-for causation analysis for fee awards, relevant to challenging a fee award. However, Fox does not address ""retroactive justification"" or ""contemporaneous scrutiny."" Proposition overstates Fox's reach.",Yellow,https://www.courtlistener.com/opinion/218177/fox-v-vice/,VERIFIED,,opinions/Fox_v_Vice.html,[],[],NO_QUOTES
14,"Bridgecrest conflates dismissal with misconduct, using outcome as evidence and silence as guilt. That framing collapses under Fox and Cooter, which bar retroactive justification and demand contemporaneous scrutiny.","Cooter & Gell v. Hartmarx Corp., 496 U.S. 384 (1990)",Cooter & Gell v. Hartmarx Corp.,"Cooter & Gell supports the general principle that frivolousness is judged at filing, but does not use ""retroactive justification"" or ""post hoc"" language and does not cite Fox. Proposition attributes terminology not in the case.",Yellow,https://www.courtlistener.com/opinion/112457/cooter-gell-v-hartmarx-corp/,VERIFIED,,opinions/Cooter_Gell_v_Hartmarx_Corp.html,[],[],NO_QUOTES
14,"Bridgecrest's defense hinges on a retrospective dismissal and selective skepticism of the FTC affidavit. Under Fox and Cooter, frivolousness must be judged at filing, not reconstructed after the fact.","Fox v. Vice, 563 U.S. 826 (2011)",Fox v. Vice,"Fox's but-for test is relevant to challenging fee calculations, but Fox does not hold that frivolousness must be judged at filing. Fox concerns fee allocation, not the temporal standard. Proposition attributes a timing rule to a fee causation case.",Yellow,https://www.courtlistener.com/opinion/218177/fox-v-vice/,VERIFIED,,opinions/Fox_v_Vice.html,[],[],NO_QUOTES
14,"Bridgecrest's defense hinges on a retrospective dismissal and selective skepticism of the FTC affidavit. Under Fox and Cooter, frivolousness must be judged at filing, not reconstructed after the fact.","Cooter & Gell v. Hartmarx Corp., 496 U.S. 384 (1990)",Cooter & Gell v. Hartmarx Corp.,"Cooter & Gell holds plausibility is assessed at filing (""whether, at the time the attorney filed the pleading, his legal argument would have appeared plausible""). However, does not use ""reconstructed after the fact."" Core principle supported but framing overstates.",Yellow,https://www.courtlistener.com/opinion/112457/cooter-gell-v-hartmarx-corp/,VERIFIED,,opinions/Cooter_Gell_v_Hartmarx_Corp.html,[],[],NO_QUOTES
15,"Sanctions imposed without formal notice, briefing, or evidentiary hearing constitute structural error.","Puckett v. United States, 556 U.S. 129, 135 (2009)",Puckett v. United States,Puckett discusses structural error generally but does NOT address sanctions without notice constituting structural error. Brief applies structural error doctrine to sanctions -- an argumentative extension the case does not make.,Yellow,https://www.courtlistener.com/opinion/145896/puckett-v-united-states/,VERIFIED,,opinions/Puckett_v_United_States.html,"[""affect the framework within which the trial proceeds""]","[{""quote"": ""affect the framework within which the trial proceeds"", ""result"": ""CLOSE"", ""similarity"": 0.8}]",CLOSE
16,Structural errors are not subject to harmless error review; they affect the framework within which the trial proceeds.,"Puckett v. United States, 556 U.S. 129, 135 (2009)",Puckett v. United States,"Puckett does state structural errors ""affect the framework within which the trial proceeds."" Accurate as a general principle but the brief uses it for argumentative extension to sanctions.",Yellow,https://www.courtlistener.com/opinion/145896/puckett-v-united-states/,VERIFIED,,opinions/Puckett_v_United_States.html,"[""affect the framework within which the trial proceeds""]","[{""quote"": ""affect the framework within which the trial proceeds"", ""result"": ""CLOSE"", ""similarity"": 0.8}]",CLOSE
16,The Fifth Circuit has repeatedly held that sanctions imposed sua sponte without notice or hearing violate core constitutional protections.,"Deepwater Horizon v. Lake Eugenie Land & Dev., Inc., 857 F.3d 246, 250 (5th Cir. 2017)","Freeh v. Lake Eugenie Land & Development, Inc.","This opinion has nothing to do with sanctions, due process, or notice requirements. The quote ""Due process requires notice and an opportunity to be heard before sanctions are imposed"" is FABRICATED. Case is about oil spill fraud.",Red,https://www.courtlistener.com/opinion/8443291/freeh-v-lake-eugenie-land-development-inc/,VERIFIED,,opinions/Freeh_v_Lake_Eugenie_Land_Development_Inc.html,"[""Due process requires notice and an opportunity to be heard before sanctions are imposed.""]","[{""quote"": ""Due process requires notice and an opportunity to be heard before sanctions are imposed."", ""result"": ""FABRICATED"", ""similarity"": 0.39}]",FABRICATED
17,"The district court's sua sponte sanctions order violated Fletcher's constitutional right to procedural due process; sanctions imposed without formal notice, briefing, or evidentiary hearing are reviewed de novo because they implicate core constitutional safeguards.","Edwards v. Gen. Motors Corp., 153 F.3d 242, 246 (5th Cir. 1998)",Edwards v. General Motors Corp.,"Directly contradicted: ""We review the ruling only for abuse of discretion."" Sanctions were not sua sponte, there was notice (a motion), and there was a hearing. Case applies the exact opposite framework.",Red,https://www.courtlistener.com/opinion/15646/edwards-v-general-motors-corp/,VERIFIED,,opinions/Edwards_v_General_Motors_Corp.html,[],[],NO_QUOTES
18,"The fee award violates Vaughan, which requires courts to segregate fees incurred defending frivolous claims from those incurred defending non-frivolous ones.","Vaughan v. Lewisville Indep. Sch. Dist., 62 F.4th 199, 207 (5th Cir. 2023)",Vaughan v. Lewisville Indep Sch Dist,"FABRICATED quote: ""segregate fees incurred defending frivolous claims from those incurred defending non-frivolous ones"" does not appear in Vaughan. The opinion does not frame its holding in frivolous/non-frivolous terms. Fundamentally misrepresents how Vaughan frames the requirement.",Red,https://www.courtlistener.com/opinion/9382860/vaughan-v-lewisville-indep-sch-dist/,VERIFIED,,opinions/Vaughan_v_Lewisville_Indep_Sch_Dist.html,"[""segregate fees incurred defending frivolous claims from those incurred defending non-frivolous ones""]","[{""quote"": ""segregate fees incurred defending frivolous claims from those incurred defending non-frivolous ones"", ""result"": ""FABRICATED"", ""similarity"": 0.42}]",FABRICATED
18,Fox limits recovery to fees that would not have been incurred but for the frivolous claim.,"Fox v. Vice, 563 U.S. 826, 836 (2011)",Fox v. Vice,"Supports: ""Section 1988 permits the defendant to receive only the portion of his fees that he would not have paid but for the frivolous claim"" (p. 835-836). CLOSE quote check notes minor word differences but substance accurately represented.",Green,https://www.courtlistener.com/opinion/218177/fox-v-vice/,VERIFIED,,opinions/Fox_v_Vice.html,"[""that would not have been incurred but for the frivolous claim""]","[{""quote"": ""that would not have been incurred but for the frivolous claim"", ""result"": ""CLOSE"", ""similarity"": 0.74}]",CLOSE
19,Experian's silence distorted the compensable frame and undermined the adversarial process.,"Fox v. Vice, 563 U.S. 826, 836 (2011)",Fox v. Vice,"Fox addresses fee allocation under the but-for standard. It does not discuss Experian, silence by opposing parties, compensable frames, or the adversarial process. Proposition has no basis in Fox.",Red,https://www.courtlistener.com/opinion/218177/fox-v-vice/,VERIFIED,,opinions/Fox_v_Vice.html,[],[],NO_QUOTES
19,Experian's silence distorted the compensable frame and undermined the adversarial process.,"Vaughan v. Lewisville Indep. Sch. Dist., 62 F.4th 199, 207 (5th Cir. 2023)",Vaughan v. Lewisville Indep Sch Dist,"Vaughan addresses causation of fees to sanctionable conduct, tangentially relevant. However, Vaughan does not discuss opposing-party silence or the adversarial process. Support weaker than represented.",Yellow,https://www.courtlistener.com/opinion/9382860/vaughan-v-lewisville-indep-sch-dist/,VERIFIED,,opinions/Vaughan_v_Lewisville_Indep_Sch_Dist.html,[],[],NO_QUOTES
19,"The district court made no attempt to isolate fees caused by the alleged violation, as required by Fox.","Fox v. Vice, 563 U.S. 826, 836 (2011)",Fox v. Vice,"Supports: Fox vacated the district court's fee award for failing to apply the but-for causation standard, finding the court ""failed to take proper account of this overlap between the frivolous and non-frivolous claims"" (p. 839-840).",Green,https://www.courtlistener.com/opinion/218177/fox-v-vice/,VERIFIED,,opinions/Fox_v_Vice.html,"[""Defendants may receive only the portion of their fees that they would not have incurred but for the frivolous claim.""]","[{""quote"": ""Defendants may receive only the portion of their fees that they would not have incurred but for the frivolous claim."", ""result"": ""CLOSE"", ""similarity"": 0.7}]",CLOSE
19,The district court must segregate fees incurred defending frivolous claims from those incurred defending non-frivolous ones.,"Vaughan v. Lewisville Indep. Sch. Dist., 62 F.4th 199, 207 (5th Cir. 2023)",Vaughan v. Lewisville Indep Sch Dist,"FABRICATED quote: ""The district court must segregate fees incurred defending frivolous claims from those incurred defending non-frivolous ones"" does not appear in Vaughan. The opinion does not use the word ""segregate."" Fundamentally misrepresents the holding.",Red,https://www.courtlistener.com/opinion/9382860/vaughan-v-lewisville-indep-sch-dist/,VERIFIED,,opinions/Vaughan_v_Lewisville_Indep_Sch_Dist.html,"[""The district court must segregate fees incurred defending frivolous claims from those incurred defending non-frivolous ones.""]","[{""quote"": ""The district court must segregate fees incurred defending frivolous claims from those incurred defending non-frivolous ones."", ""result"": ""FABRICATED"", ""similarity"": 0.44}]",FABRICATED
19,"The district court failed to isolate fees caused by vexatious conduct, as required by § 1927 and reaffirmed in Vaughan.","Vaughan v. Lewisville Indep. Sch. Dist., 62 F.4th 199, 207 (5th Cir. 2023)",Vaughan v. Lewisville Indep Sch Dist,"Vaughan requires identifying fees caused by sanctionable conduct but proposition's use of ""isolate fees"" and ""reaffirmed in Vaughan"" overstates the holding.",Yellow,https://www.courtlistener.com/opinion/9382860/vaughan-v-lewisville-indep-sch-dist/,VERIFIED,,opinions/Vaughan_v_Lewisville_Indep_Sch_Dist.html,[],[],NO_QUOTES
19,The fee award violates the compensatory purpose of § 1927 and constitutes an abuse of discretion.,"Vaughan v. Lewisville Indep. Sch. Dist., 62 F.4th 199, 207 (5th Cir. 2023)",Vaughan v. Lewisville Indep Sch Dist,"Vaughan addresses compensatory purpose of 1927 and requires fees tied to sanctionable conduct. However, the abuse of discretion framing is generic and not specifically what Vaughan holds.",Yellow,https://www.courtlistener.com/opinion/9382860/vaughan-v-lewisville-indep-sch-dist/,VERIFIED,,opinions/Vaughan_v_Lewisville_Indep_Sch_Dist.html,[],[],NO_QUOTES
20,The Supreme Court has expressly rejected percentage-based fee allocations divorced from causation.,"Hensley v. Eckerhart, 461 U.S. 424, 434–35 (1983)",Hensley v. Eckerhart,"Hensley quotes with approval: ""work on an unsuccessful claim cannot be deemed to have been expended in pursuit of the ultimate result achieved."" Fair paraphrase of the holding on fee allocations.",Green,https://www.courtlistener.com/opinion/110929/hensley-v-eckerhart/,VERIFIED,,opinions/Hensley_v_Eckerhart.html,"[""Work on an unsuccessful claim cannot be deemed to have been expended in pursuit of the ultimate result achieved.""]","[{""quote"": ""Work on an unsuccessful claim cannot be deemed to have been expended in pursuit of the ultimate result achieved."", ""result"": ""CLOSE"", ""similarity"": 0.8}]",CLOSE
20,"Bridgecrest's fee award is structurally defective; it bundles unrelated litigation tasks, lacks line-item causation findings, and includes entries that violate Vaughan and Fox.","Vaughan v. Lewisville Indep. Sch. Dist., 62 F.4th 199, 207 (5th Cir. 2023)",Vaughan v. Lewisville Indep Sch Dist,"Vaughan requires fees tied to sanctionable conduct, supporting the general idea. However, Vaughan does not use ""structurally defective,"" ""bundles,"" or ""line-item causation findings.""",Yellow,https://www.courtlistener.com/opinion/9382860/vaughan-v-lewisville-indep-sch-dist/,VERIFIED,,opinions/Vaughan_v_Lewisville_Indep_Sch_Dist.html,[],[],NO_QUOTES
20,"Bridgecrest's fee award is structurally defective; it bundles unrelated litigation tasks, lacks line-item causation findings, and includes entries that violate Vaughan and Fox.","Fox v. Vice, 563 U.S. 826, 836 (2011)",Fox v. Vice,"Fox requires but-for causation analysis and vacated a fee award that failed to isolate fees. However, Fox does not address ""line-item causation findings"" or specific billing-entry requirements. Proposition overstates Fox's specificity.",Yellow,https://www.courtlistener.com/opinion/218177/fox-v-vice/,VERIFIED,,opinions/Fox_v_Vice.html,[],[],NO_QUOTES
21,The Fifth Circuit requires line-item segregation of fees caused by sanctionable conduct.,"Fox v. Vice, 563 U.S. 826, 836 (2011)",Fox v. Vice,"Fox requires but-for causation analysis but does not mandate ""line-item segregation"" specifically. The CLOSE quote is a paraphrase not found verbatim. Proposition attributes a more granular procedural requirement than Fox imposes.",Yellow,https://www.courtlistener.com/opinion/218177/fox-v-vice/,VERIFIED,,opinions/Fox_v_Vice.html,"[""The court must determine which fees were incurred because of the frivolous claim.""]","[{""quote"": ""The court must determine which fees were incurred because of the frivolous claim."", ""result"": ""CLOSE"", ""similarity"": 0.67}]",CLOSE
21,The Fifth Circuit requires line-item segregation of fees caused by sanctionable conduct.,"Vaughan v. Lewisville Indep. Sch. Dist., 62 F.4th 199, 207 (5th Cir. 2023)",Vaughan v. Lewisville Indep Sch Dist,"Vaughan requires the court to identify fees incurred because of sanctionable conduct, but does not mandate ""line-item segregation."" Proposition overstates procedural specificity.",Yellow,https://www.courtlistener.com/opinion/9382860/vaughan-v-lewisville-indep-sch-dist/,VERIFIED,,opinions/Vaughan_v_Lewisville_Indep_Sch_Dist.html,[],[],NO_QUOTES
21,The bulk allocation violates Vaughan and renders the award non-compensatory.,"Vaughan v. Lewisville Indep. Sch. Dist., 62 F.4th 199, 207 (5th Cir. 2023)",Vaughan v. Lewisville Indep Sch Dist,"Vaughan supports causally-tied fee awards, so a bulk allocation could violate that. However, Vaughan does not discuss bulk allocations or percentage-based methods.",Yellow,https://www.courtlistener.com/opinion/9382860/vaughan-v-lewisville-indep-sch-dist/,VERIFIED,,opinions/Vaughan_v_Lewisville_Indep_Sch_Dist.html,[],[],NO_QUOTES
21,The absence of line-item segregation violates Vaughan and renders the award non-compensatory.,"Vaughan v. Lewisville Indep. Sch. Dist., 62 F.4th 199, 207 (5th Cir. 2023)",Vaughan v. Lewisville Indep Sch Dist,"Vaughan requires identifying fees caused by sanctionable conduct but does not use ""line-item segregation."" Proposition overstates procedural specificity.",Yellow,https://www.courtlistener.com/opinion/9382860/vaughan-v-lewisville-indep-sch-dist/,VERIFIED,,opinions/Vaughan_v_Lewisville_Indep_Sch_Dist.html,[],[],NO_QUOTES
22,The Fifth Circuit has warned against using appellate sanctions as tactical leverage. Sanctions must not be used as mere fee-shifting devices.,"Cooter & Gell v. Hartmarx Corp., 496 U.S. 384, 397 (1990)",Cooter & Gell v. Hartmarx Corp.,"FABRICATED quote: Cooter & Gell states ""Rule 11 is not a fee-shifting statute,"" NOT ""Sanctions must not be used as mere fee-shifting devices."" Also, Cooter & Gell is a Supreme Court case, not Fifth Circuit as represented.",Red,https://www.courtlistener.com/opinion/112457/cooter-gell-v-hartmarx-corp/,VERIFIED,,opinions/Cooter_Gell_v_Hartmarx_Corp.html,"[""Sanctions must not be used as mere fee-shifting devices.""]","[{""quote"": ""Sanctions must not be used as mere fee-shifting devices."", ""result"": ""FABRICATED"", ""similarity"": 0.46}]",FABRICATED
23,Sanctions under Rule 11 are collateral to the merits and may be imposed after dismissal.,"Bryant v. Military Dep't of Miss., 597 F.3d 678, 682 (5th Cir. 2010)",Bryant v. Military Department of Mississippi,"FABRICATED quote: ""Sanctions under Rule 11 are collateral to the merits and may be imposed after dismissal"" was NOT FOUND in Bryant. The opinion discusses 1927 bad faith standards but not this Rule 11 language.",Red,https://www.courtlistener.com/opinion/70894/bryant-v-military-department-of-mississippi/,VERIFIED,,opinions/Bryant_v_Military_Department_of_Mississippi.html,"[""Sanctions under Rule 11 are collateral to the merits and may be imposed after dismissal.""]","[{""quote"": ""Sanctions under Rule 11 are collateral to the merits and may be imposed after dismissal."", ""result"": ""FABRICATED"", ""similarity"": 0.42}]",FABRICATED
23,"Fee awards must be causally tied to specific misconduct, not merely proximity or shared docket.","In re Case, 937 F.2d 1014, 1023 (5th Cir. 1991)",Citizens Bank & Trust Co. v. Case (In re Case),"FABRICATED quote: ""The court must carefully tie the award to the sanctionable conduct"" was NOT FOUND in In re Case. Both the quote and proposition lack textual support.",Red,https://www.courtlistener.com/opinion/8999089/citizens-bank-trust-co-v-case-in-re-case/,VERIFIED,,opinions/Citizens_Bank_Trust_Co_v_Case_In_re_Case.html,"[""The court must carefully tie the award to the sanctionable conduct.""]","[{""quote"": ""The court must carefully tie the award to the sanctionable conduct."", ""result"": ""FABRICATED"", ""similarity"": 0.51}]",FABRICATED
23,An appeal is frivolous if the result is obvious or the arguments of error are wholly without merit.,"Coghlan v. Starkey, 852 F.2d 806, 811 (5th Cir. 1988)",Coghlan v. Starkey,"The language appears in Coghlan but is cited FROM Grimes v. Comm'r, not original Coghlan language. Substantive standard is accurate but misattributed as a direct Coghlan quote.",Yellow,https://www.courtlistener.com/opinion/8971182/coghlan-v-starkey/,VERIFIED,,opinions/Coghlan_v_Starkey.html,"[""An appeal is frivolous if the result is obvious or the arguments of error are wholly without merit.""]","[{""quote"": ""An appeal is frivolous if the result is obvious or the arguments of error are wholly without merit."", ""result"": ""FABRICATED"", ""similarity"": 0.57}]",FABRICATED
23,"Section 1927 sanctions require evidence of bad faith, improper motive, or reckless disregard of duty, not mere withdrawal or frustration.","Bryant v. Military Dep't of Miss., 597 F.3d 678, 694 (5th Cir. 2010)",Bryant v. Military Department of Mississippi,"Bryant contains the standard that 1927 sanctions require ""evidence of bad faith, improper motive, or reckless disregard of the duty owed to the court."" Proposition accurately reflects the holding.",Green,https://www.courtlistener.com/opinion/70894/bryant-v-military-department-of-mississippi/,VERIFIED,,opinions/Bryant_v_Military_Department_of_Mississippi.html,[],[],NO_QUOTES
23,"Courts require a clear showing of bad faith, not speculation or narrative.","Lewis v. Brown & Root, Inc., 711 F.2d 1287, 1292 (5th Cir. 1983)","Dennis J. LEWIS, Plaintiff-Appellant, v. BROWN & ROOT, INC., Defendant-Appellee","Lewis discusses 1927 standard but does not use ""clear showing of bad faith, not speculation or narrative."" Proposition adds language not in the opinion.",Yellow,https://www.courtlistener.com/opinion/421668/dennis-j-lewis-plaintiff-appellant-v-brown-root-inc/,VERIFIED,,opinions/Dennis_J_LEWIS_Plaintiff-Appellant_v_BROWN_ROOT_INC_Defendant-Appellee.html,[],[],NO_QUOTES
