claim_id,page,proposition,cited_for,cited_case,retrieved_case,supporting_language,assessment,cl_url,cl_status,diagnostics,opinion_file,syllabus,quoted_text,quote_check,quote_check_worst,brief_sentence,quote_floor,crosscheck_flags,triage_track,prescreen_hint,support,finding_analysis,assessed_by,badge_label,brief_block,opinion_block
kettering-mtd-11,3,A complaint must contain sufficient factual matter to state a claim to relief that is plausible on its face.,,"Bell Atl. Corp. v. Twombly, 550 U.S. 544, 570 (2007)",Bell Atlantic Corp. v. Twombly,,Green,https://www.courtlistener.com/opinion/145730/bell-atlantic-corp-v-twombly/,VERIFIED,,opinions/Bell_Atlantic_Corp_v_Twombly.html,,[],[],NO_QUOTES,"A complaint must contain sufficient factual matter to state a claim to relief that is plausible on its face. Ashcroft v. Iqbal, 556 U.S. 662, 678 (2009) (internal quotation marks omitted); Bell Atl. Corp. v. Twombly, 550 U.S. 544, 570 (2007).",,,fast,,supported,"Twombly is the source of the ""plausible on its face"" pleading standard the brief invokes, and the cited pincite is exact: at page 570 the Court holds that it requires ""only enough facts to state a claim to relief that is plausible on its face,"" adding that ""[b]ecause the plaintiffs here have not nudged their claims across the line from conceivable to plausible, their complaint must be dismissed."" The brief's ""sufficient factual matter"" phrasing tracks the companion Iqbal formulation it cites alongside Twombly, but the substantive proposition is squarely supported by Twombly at the page cited.",opus/assess-v2,Supported,"A complaint must contain sufficient factual matter to state a claim to relief that is plausible on its face. Ashcroft v. Iqbal, 556 U.S. 662, 678 (2009) (internal quotation marks omitted); Bell Atl. Corp. v. Twombly, 550 U.S. 544, 570 (2007).",
kettering-mtd-12,3,Courts disregard legal conclusions couched as factual allegations.,,"Ashcroft v. Iqbal, 556 U.S. 662, 678 (2009)",Ashcroft v. Iqbal,,Green,https://www.courtlistener.com/opinion/145875/ashcroft-v-iqbal/,VERIFIED,,opinions/Ashcroft_v_Iqbal.html,,[],[],NO_QUOTES,"Courts disregard legal conclusions couched as factual allegations. Iqbal, 556 U.S. at 678.",,,fast,,supported,"At page 678, Iqbal holds that the assumption of truth does not extend to legal conclusions and that a court is ""not bound to accept as true a legal conclusion couched as a factual allegation,"" which directly supports the brief's proposition that courts disregard legal conclusions couched as factual allegations.",opus/assess-v2,Supported,"Courts disregard legal conclusions couched as factual allegations. Iqbal, 556 U.S. at 678.","the tenet that a court must accept as true all of the allegations contained in a complaint is inapplicable to legal conclusions. Threadbare recitals of the elements of a cause of action, supported by mere conclusory statements, do not suffice."
kettering-mtd-13,3,Ohio courts have repeatedly held there is no stand-alone civil cause of action for extortion.,,"Simpson v. Voiture Nationale La Société des Quarante Hommes et Huit Chevaux, 2021-Ohio-2131, ¶¶ 13-15 (2d Dist.)",Simpson v. Voiture Nationale La Societe Des Quarante Hommes,,Green,https://www.courtlistener.com/opinion/4894979/simpson-v-voiture-nationale-la-societe-des-quarante-hommes/,VERIFIED,,opinions/Simpson_v_Voiture_Nationale_La_Societe_Des_Quarante_Hommes.html,"The trial court granted judgment on the pleadings and dismissed with prejudice several causes of action asserted in appellant's complaint one cause of action was dismissed without prejudice. As to the causes of action dismissed with prejudice, the trial court did not err by granting judgment on the pleadings in favor of appellees. As to the cause of action dismissed without prejudice, this court is without jurisdiction to consider this portion of appellant's appeal. Judgment affirmed.",[],[],NO_QUOTES,"Ohio courts have repeatedly held there is no stand-alone civil cause of action for extortion. Simpson, 2021-Ohio-2131, ¶¶ 13-15; Angelini, 2012-Ohio-2136, ¶ 6; Heskett, 2006-Ohio-6900, ¶ 26.",,,fast,,supported,"Simpson supports the proposition. At ¶ 25 the court holds that R.C. 2905.11 (extortion) is a criminal statute that creates no private cause of action and affirms dismissal with prejudice, relying on both Angelini and Heskett — the opinion itself stacking prior authority, which bears out the brief's “repeatedly held” framing (the “stand-alone” phrasing also tracks the trial court's language quoted at ¶ 5). As with the parallel citation, the relevant holding is at ¶ 25, not the cited ¶¶ 13-15, which concern the defamation claim.",opus/assess-v2,Supported,"Ohio courts have repeatedly held there is no stand-alone civil cause of action for extortion. Simpson, 2021-Ohio-2131, ¶¶ 13-15; Angelini, 2012-Ohio-2136, ¶ 6; Heskett, 2006-Ohio-6900, ¶ 26.","R.C. 2905.11 and R.C. 2905.12 are criminal statutes prohibiting extortion and coercion, respectively. [...] The trial court also cited First Fed. Bank of Ohio v. Angelini [...] 2012-Ohio-2136, ¶ 6, which states, “Ohio law does not recognize a civil action for extortion[,]” [...] Based upon the cited cases, we agree with the trial court’s decision to dismiss these claims with prejudice."
kettering-mtd-14,3,Ohio courts have repeatedly held there is no stand-alone civil cause of action for extortion.,,"First Fed. Bank of Ohio v. Angelini, 2012-Ohio-2136, ¶ 6 (3d Dist.)",First Fed. Bank of Ohio v. Angelini,,Green,https://www.courtlistener.com/opinion/2696528/first-fed-bank-of-ohio-v-angelini/,VERIFIED,,opinions/First_Fed_Bank_of_Ohio_v_Angelini.html,,[],[],NO_QUOTES,"Ohio courts have repeatedly held there is no stand-alone civil cause of action for extortion. Simpson, 2021-Ohio-2131, ¶¶ 13-15; Angelini, 2012-Ohio-2136, ¶ 6; Heskett, 2006-Ohio-6900, ¶ 26.",,,fast,,supported,"Angelini supports the proposition that Ohio recognizes no stand-alone civil cause of action for extortion: the court flatly states that “Ohio law does not recognize a civil action for extortion” and affirms sanctions because the extortion counterclaim “was based upon a legal nullity.” The brief pincites ¶ 6, but the extortion holding is at ¶ 14; ¶ 6 concerns the jury verdict and mistrial, not extortion.",opus/assess-v2,Supported,"Ohio courts have repeatedly held there is no stand-alone civil cause of action for extortion. Simpson, 2021-Ohio-2131, ¶¶ 13-15; Angelini, 2012-Ohio-2136, ¶ 6; Heskett, 2006-Ohio-6900, ¶ 26.","Simply put, Ohio law does not recognize a civil action for extortion. Thus, the counterclaim was based upon a legal nullity."
kettering-mtd-15,3,Ohio courts have repeatedly held there is no stand-alone civil cause of action for extortion.,,"Heskett v. Van Horn Title Agency, Inc., 2006-Ohio-6900, ¶ 26 (10th Dist.)","Heskett v. Van Horn Title Agency, Unpublished Decision (12-26-2006)",,Yellow,https://www.courtlistener.com/opinion/3941929/heskett-v-van-horn-title-agency-unpublished-decision-12-26-2006/,VERIFIED,,opinions/Heskett_v_Van_Horn_Title_Agency_Unpublished_Decision_12-26-2006.html,,[],[],NO_QUOTES,"Ohio courts have repeatedly held there is no stand-alone civil cause of action for extortion. Simpson, 2021-Ohio-2131, ¶¶ 13-15; Angelini, 2012-Ohio-2136, ¶ 6; Heskett, 2006-Ohio-6900, ¶ 26.",,,fast,,partial,"The brief cites Heskett ¶ 26 for the proposition that Ohio courts have ""repeatedly held"" there is no stand-alone civil cause of action for extortion, but ¶ 26 addresses coercion, not extortion, and the opinion never uses the word ""extortion."" The court's actual statement is a single, somewhat tentative observation that it is ""not aware of 'coercion' as a cognizable civil cause of action,"" cross-referencing the criminal coercion statute (R.C. 2905.12) — not a repeated or settled holding about extortion.

Because coercion and extortion are closely related offenses in the same statutory chapter, Heskett lends analogous support to the general principle, but it does not establish an extortion-specific rule and is one intermediate-appellate aside rather than evidence of courts ""repeatedly"" so holding. The support is therefore partial.",opus/assess-v2,Overstated -- case partially supports,"Ohio courts have repeatedly held there is no stand-alone civil cause of action for extortion. Simpson, 2021-Ohio-2131, ¶¶ 13-15; Angelini, 2012-Ohio-2136, ¶ 6; Heskett, 2006-Ohio-6900, ¶ 26.","Neither are we aware of ""coercion"" as a cognizable civil cause of action. Cf. R.C. 2905.12 (defining the crime of ""coercion,"" a misdemeanor of the second degree)."
kettering-mtd-16,3,Communications made in or reasonably related to judicial proceedings are absolutely privileged.,,"Hecht v. Levin, 66 Ohio St. 3d 458, 460-61, 613 N.E.2d 585 (1993)",Hecht v. Levin,,Green,https://www.courtlistener.com/opinion/10680926/hecht-v-levin/,VERIFIED,,opinions/Hecht_v_Levin.html,"Torts—Defamation—Attorneys at law—Complaint filed with grievance committee of local bar association is part of a judicial proceeding—Statement made in course of attorney disciplinary proceeding enjoys an absolute privilege against a civil action based thereon, when—R.C. 2305.28 does not apply to attorney disciplinary proceedings.",[],[],NO_QUOTES,"To the extent Kettering reframes its grievance as defamation or abuse-of-process, communications made in or reasonably related to judicial proceedings are absolutely privileged. Hecht v. Levin, 66 Ohio St. 3d 458, 460-61, 613 N.E.2d 585 (1993); Surace v. Wilier, 25 Ohio St. 3d 229, 232-33, 495 N.E.2d 939 (1986).",,,fast,,supported,"Hecht v. Levin directly supports this proposition. The court held that ""[a] statement made in a judicial proceeding enjoys an absolute privilege against a defamation action as long as the allegedly defamatory statement is reasonably related to the proceeding in which it appears"" (¶7), and its syllabus and holding restate that a statement enjoys absolute privilege ""as long as the statement bears some reasonable relation to the proceeding"" (¶22). The brief's formulation — communications made in or reasonably related to judicial proceedings are absolutely privileged — tracks the holding faithfully, including the reasonable-relation qualifier.",opus/assess-v2,Supported,"To the extent Kettering reframes its grievance as defamation or abuse-of-process, communications made in or reasonably related to judicial proceedings are absolutely privileged. Hecht v. Levin, 66 Ohio St. 3d 458, 460-61, 613 N.E.2d 585 (1993) [...]",
kettering-mtd-17,3,Communications made in or reasonably related to judicial proceedings are absolutely privileged.,,"Surace v. Wilier, 25 Ohio St. 3d 229, 232-33, 495 N.E.2d 939 (1986)",Surace v. Wuliger,,Green,https://www.courtlistener.com/opinion/6868174/surace-v-wuliger/,VERIFIED,,opinions/Surace_v_Wuliger.html,,[],[],NO_QUOTES,"To the extent Kettering reframes its grievance as defamation or abuse-of-process, communications made in or reasonably related to judicial proceedings are absolutely privileged. Hecht v. Levin, 66 Ohio St. 3d 458, 460-61, 613 N.E.2d 585 (1993); Surace v. Wilier, 25 Ohio St. 3d 229, 232-33, 495 N.E.2d 939 (1986).",,,fast,,supported,"Surace v. Wuliger directly supports the proposition. The opinion adopts and applies the doctrine of absolute privilege in judicial proceedings, holding that a defamatory statement made in a pleading is absolutely privileged where it ""bears some reasonable relation to the judicial proceeding in which it appears."" The brief's formulation -- that communications made in or reasonably related to judicial proceedings are absolutely privileged -- tracks the opinion's ""reasonable relation"" standard, and the pincite (232-33) falls squarely within the court's analysis adopting that rule.",opus/assess-v2,Supported,"To the extent Kettering reframes its grievance as defamation or abuse-of-process, communications made in or reasonably related to judicial proceedings are absolutely privileged. [...] Surace v. Wilier, 25 Ohio St. 3d 229, 232-33, 495 N.E.2d 939 (1986).","Thus, we hold that as a matter of public policy, under the doctrine of absolute privilege in a judicial proceeding, a claim alleging that a defamatory statement was made in a written pleading does not state a cause of action where the allegedly defamatory statement bears some reasonable relation to the judicial proceeding in which it appears."
kettering-mtd-18,4,A wrongful threat to file false criminal charges constitutes extortion (the wrongful-threat element of civil extortion).,threat to file false criminal charges constituted extortion,"State v. Carter, 72 Ohio App.3d 553 (2d Dist. 1991)","Stull v. Combustion Engineering, Inc.",,,https://www.courtlistener.com/opinion/3935804/stull-v-combustion-engineering-inc/,WRONG_CASE,no party-overlap across cluster/docket/opinion sources,,,[],[],NO_QUOTES,"Wrongful Threat — an unlawful threat unrelated to any valid legal claim. State v. Carter, 72 Ohio App.3d 553 (2d Dist. 1991) – threat to file false criminal charges constituted extortion.",,,,,,,,,,
kettering-mtd-19,4,The intent element of extortion is satisfied only where threats are unrelated to lawful rights.,intent element satisfied only where threats are unrelated to lawful rights,"State v. Milam, 2022-Ohio-3965 (10th Dist.)",State v. Eddy,,,https://www.courtlistener.com/opinion/8509675/state-v-eddy/,WRONG_CASE,no party-overlap across cluster/docket/opinion sources,,"The State has the burden of proof where the affirmative defense of self-defense is properly raised. To carry this burden, the State need only disprove one element of self-defense. Evaluations of the amount of force used by the accused can be relevant in determining whether self-defense through non-deadly force is applicable in a case.",[],[],NO_QUOTES,"Intent to Obtain Value or Coerce — purpose to obtain money, property, or concessions through improper means. State v. Milam, 2022-Ohio-3965 (10th Dist.) – intent element satisfied only where threats are unrelated to lawful rights.",,,,,,,,,,
kettering-mtd-20,4,Demands made without a good-faith basis are unprotected (the no-legitimate-claim element of extortion).,,"Kenty v. Transamerica Premium Ins. Co., 72 Ohio St.3d 415, 419 (1995)",Kenty v. Transamerica Premium Ins. Co.,,Red,https://www.courtlistener.com/opinion/10683282/kenty-v-transamerica-premium-ins-co/,VERIFIED,,opinions/Kenty_v_Transamerica_Premium_Ins_Co.html,Torts—Tort of interference with a contractual relationship recognized in Ohio—Proof necessary to recover for claim of intentional interference with a contract.,[],[],NO_QUOTES,"No Legitimate Claim or Privilege — demands made without a good-faith basis are unprotected. Kenty v. Transamerica Premium Ins. Co., 72 Ohio St.3d 415, 419 (1995).",,,fast,,unsupported,"Kenty v. Transamerica Premium Ins. Co. is an Ohio Supreme Court tort case about whether the tort of tortious interference with a contractual relationship is recognized in Ohio (the court holds that it is) and the elements required to prove that tort and civil conspiracy. It does not address extortion, the ""no legitimate claim or privilege"" element, or whether demands made without a good-faith basis are protected or unprotected.

The opinion does list ""lack of justification"" as the fourth element of tortious interference with a contract, but that is a distinct doctrine concerning a third party's interference with an existing contract; it says nothing about the legitimacy of a claimant's own demands and supplies no support for the brief's extortion proposition.",opus/assess-v2,Case on unrelated subject,"No Legitimate Claim or Privilege — demands made without a good-faith basis are unprotected. Kenty v. Transamerica Premium Ins. Co., 72 Ohio St.3d 415, 419 (1995).",
kettering-mtd-21,4,Mere hard bargaining is not extortion where claims are legitimate and the conduct threatened is lawful (the damages element of extortion).,,"United States v. Pendergraft, 297 F.3d 1198, 1205 (11th Cir. 2002)",United States v. James Scott Pendergraft,,Yellow,https://www.courtlistener.com/opinion/75917/united-states-v-james-scott-pendergraft/,VERIFIED,,opinions/United_States_v_James_Scott_Pendergraft.html,,"[""hard bargaining,""]","[{""quote"": ""hard bargaining,"", ""result"": ""FABRICATED"", ""similarity"": 0.55, ""matched_passage"": ""The charges against Pendergraft and Spielvogel arose out of their threat to seek damages in a lawsuit agains""}]",FABRICATED,"Mere “hard bargaining,” even when the consequences are severe, is not extortion where claims are legitimate and conduct threatened is lawful. See United States v. Pendergraft, 297 F.3d 1198, 1205 (11th Cir. 2002).",Yellow,,full,,partial,"Pendergraft does support the underlying Hobbs Act principle the brief invokes: to be extortion, conduct must be ""wrongful,"" which requires both a wrongful objective (no lawful claim to the money sought) and a wrongful means, and the court holds that resorting to lawful process — there, a threat to litigate — is not inherently wrongful. To that extent the proposition that pursuing legitimate claims through lawful conduct is not extortion is fairly drawn from the opinion.

The brief overstates in two ways. First, the quoted phrase ""hard bargaining,"" appears nowhere in the opinion; Pendergraft frames its analysis around threats to litigate, not commercial ""hard bargaining,"" so the quotation marks misattribute language the court never used. Second, the holding is expressly narrow — the court limits it to a ""threat to file litigation against Marion County, even if made in bad faith and supported by false affidavits"" — so citing it for a broad, general ""hard bargaining is not extortion"" rule extends the case beyond what it decided.",opus/assess-v2,Overstated -- case partially supports,"Mere “hard bargaining,” even when the consequences are severe, is not extortion where claims are legitimate and conduct threatened is lawful. See United States v. Pendergraft, 297 F.3d 1198, 1205 (11th Cir. 2002).","To show a wrongful objective, the Government must show that Pendergraft and Spielvogel had no lawful claim to the money they sought. ... A threat to litigate, by itself, is not necessarily ""wrongful"" within the meaning of the Hobbs Act."
kettering-mtd-22,5,Informing a party that you will report their misconduct to appropriate authorities if corrective action is not taken does not constitute an unlawful threat.,,"United States v. Jackson, 180 F.3d 55, 70 (2d Cir. 1999)","United States v. Autumn Jackson, Boris Sabas, Also Known as Boris Shmulevich, and Jose Medina, Also Known as Yosi Medina",,Yellow,https://www.courtlistener.com/opinion/764769/united-states-v-autumn-jackson-boris-sabas-also-known-as-boris/,VERIFIED,,opinions/United_States_v_Autumn_Jackson_Boris_Sabas_Also_Known_as_Boris_Shmulevich_and_Jose_Medina_Also_Known_as_Yosi_Medina.html,,"[""Informing a party that you will report their misconduct to appropriate authorities if corrective action is not taken does not constitute an unlawful threat.""]","[{""quote"": ""Informing a party that you will report their misconduct to appropriate authorities if corrective action is not taken does not constitute an unlawful threat."", ""result"": ""FABRICATED"", ""similarity"": 0.39}]",FABRICATED,"“Informing a party that you will report their misconduct to appropriate authorities if corrective action is not taken does not constitute an unlawful threat.” United States v. Jackson, 180 F.3d 55, 70 (2d Cir. 1999). Thus, advising Kettering of Ms. Collier's statutory obligations cannot constitute extortion.",Yellow,,full,,partial,"The quoted sentence does not appear anywhere in Jackson; it is a fabricated quotation, not the court's language. Substantively, the case partially supports the underlying idea. Jackson does say that not every threat to make a reputation-damaging disclosure is wrongful, and it offers illustrations — threatening to complain to a consumer protection agency or bring suit — that resemble the brief's ""report misconduct to authorities"" scenario.

But the brief overstates by presenting this as a categorical rule. Jackson's holding is the opposite of categorical: a threat to reputation is lawful only where the threatener has, or reasonably believes she has, a ""plausible claim of right"" to the money sought and the threat bears a ""nexus"" to that claim; where it does not, the threat is ""inherently wrongful"" and violates § 875(d). The brief drops that claim-of-right qualification, which is the heart of the decision.",opus/assess-v2,Overstated -- case partially supports,"“Informing a party that you will report their misconduct to appropriate authorities if corrective action is not taken does not constitute an unlawful threat.” United States v. Jackson, 180 F.3d 55, 70 (2d Cir. 1999). Thus, advising Kettering of Ms. Collier's statutory obligations cannot constitute extortion.","[N]ot all threats to engage in speech that will have the effect of damaging another person’s reputation, even if a forbearance from speaking is conditioned on the payment of money, are wrongful. For example, the purchaser of an allegedly defective product may threaten to complain to a consumer protection agency or to bring suit in a public forum if the manufacturer does not make good on its warranty.... We doubt that Congress intended § 875(d) to criminalize acts such as these."
kettering-mtd-23,5,Seeking a monetary settlement tied directly to legal claims does not become extortion merely because regulatory reporting is also contemplated.,,"Flatley v. Mauro, 39 Cal.4th 299, 331 (2006)",Flatley v. Mauro,,Red,https://www.courtlistener.com/opinion/2600567/flatley-v-mauro/,VERIFIED,,opinions/Flatley_v_Mauro.html,,"[""Seeking a monetary settlement tied directly to legal claims does not become extortion merely because regulatory reporting is also contemplated.""]","[{""quote"": ""Seeking a monetary settlement tied directly to legal claims does not become extortion merely because regulatory reporting is also contemplated."", ""result"": ""FABRICATED"", ""similarity"": 0.4}]",FABRICATED,"“Seeking a monetary settlement tied directly to legal claims does not become extortion merely because regulatory reporting is also contemplated.” — Flatley v. Mauro, 39 Cal.4th 299, 331 (2006).",Yellow,,full,,,"Flatley held the opposite: a monetary settlement demand coupled with threats to report misconduct to authorities and publicize allegations constituted criminal extortion as a matter of law, and the quoted language is fabricated.",claude-opus-4-8/assess-v1,,,
kettering-mtd-24,6,"Where claims are based on enforceable legal rights, settlement demands are privileged.",,"Kenty v. Transamerica Premium Ins. Co., 72 Ohio St.3d 415, 419 (1995)",Kenty v. Transamerica Premium Ins. Co.,,Red,https://www.courtlistener.com/opinion/10683282/kenty-v-transamerica-premium-ins-co/,VERIFIED,,opinions/Kenty_v_Transamerica_Premium_Ins_Co.html,Torts—Tort of interference with a contractual relationship recognized in Ohio—Proof necessary to recover for claim of intentional interference with a contract.,"[""Where claims are based on enforceable legal rights, settlement demands are privileged.""]","[{""quote"": ""Where claims are based on enforceable legal rights, settlement demands are privileged."", ""result"": ""FABRICATED"", ""similarity"": 0.38}]",FABRICATED,"“Where claims are based on enforceable legal rights, settlement demands are privileged.” — Kenty, 72 Ohio St.3d at 419.",Yellow,,full,,unsupported,"Kenty v. Transamerica Premium Ins. Co. is an Ohio Supreme Court tort case about whether tortious interference with a contractual relationship is recognized in Ohio and the elements of that tort and of civil conspiracy. It does not address settlement demands, the privilege attaching to demands based on enforceable legal rights, or extortion.

The sentence offered as a direct quotation — ""Where claims are based on enforceable legal rights, settlement demands are privileged"" — appears nowhere in the opinion; it is fabricated. Neither the quoted language nor the principle it states is found in or supported by this decision.",opus/assess-v2,Case on unrelated subject,"“Where claims are based on enforceable legal rights, settlement demands are privileged.” — Kenty, 72 Ohio St.3d at 419.",
kettering-mtd-25,6,Advising a party of possible consequences from lawful reporting cannot form the basis of an extortion claim.,,"United States v. Pendergraft, 297 F.3d 1198, 1205 (11th Cir. 2002)",United States v. James Scott Pendergraft,,Red,https://www.courtlistener.com/opinion/75917/united-states-v-james-scott-pendergraft/,VERIFIED,,opinions/United_States_v_James_Scott_Pendergraft.html,,"[""Advising of possible consequences from lawful reporting cannot form the basis of an extortion claim.""]","[{""quote"": ""Advising of possible consequences from lawful reporting cannot form the basis of an extortion claim."", ""result"": ""FABRICATED"", ""similarity"": 0.42, ""matched_passage"": ""7 . The State of Florida provides extra security for this right by forbidding state officials or state entities from suing citizens for malicious prosecution. See Cate v. Oldham, 450 So.2d 224, 225-26 (Fla.1984).""}]",FABRICATED,"“Advising of possible consequences from lawful reporting cannot form the basis of an extortion claim.” — United States v. Pendergraft, 297 F.3d at 1205.",Yellow,,full,,unsupported,"United States v. Pendergraft is a Hobbs Act criminal-extortion case about whether a threat to file a lawsuit against a county government — even one made in bad faith and backed by false affidavits — is ""wrongful."" It does not address advising a party of the possible consequences of lawful reporting.

The sentence the brief places in quotation marks appears nowhere in the opinion, and neither does the principle it states. The opinion never discusses ""reporting"" or ""advising of consequences""; its reasoning is confined to threats to litigate. The brief thus attributes a specific, verbatim-quoted rule to a case that does not contain it. While both concern what is not extortion, the reporting principle is a distinct doctrine the court did not reach, and the case's own narrow holding (quoted above) shows it was deciding only the litigation-threat question.",opus/assess-v2,Not supported by cited case,"“Advising of possible consequences from lawful reporting cannot form the basis of an extortion claim.” — United States v. Pendergraft, 297 F.3d at 1205.","Nevertheless, our holding is a narrow one. We hold that Pendergraft and Spielvogel's threat to file litigation against Marion County, even if made in bad faith and supported by false affidavits, was not ""wrongful"" within the meaning of the Hobbs Act."
kettering-mtd-26,7,Ohio's public policy protections shield reporting of misconduct to regulators and sponsors as protected conduct.,,"Kulch v. Structural Fibers, Inc., 78 Ohio St.3d 134, 150 (1997)","Kulch v. Structural Fibers, Inc.",,Yellow,https://www.courtlistener.com/opinion/10683856/kulch-v-structural-fibers-inc/,VERIFIED,,opinions/Kulch_v_Structural_Fibers_Inc.html,"Employment relations—At-will employee discharged or disciplined for filing complaint with OSHA is entitled to maintain common-law tort action against employer for wrongful discharge/discipline in violation of public policy—R.C. 4113.52, construed.",[],[],NO_QUOTES,"Reporting misconduct to regulators and sponsors is protected conduct: Whistleblower Protection Act, 5 U.S.C. § 2302; False Claims Act retaliation provisions, 31 U.S.C. § 3730(h); Ohio's public policy protections (Kulch v. Structural Fibers, Inc., 78 Ohio St.3d 134, 150 (1997)).",,,fast,,partial,"Kulch supports the ""regulators"" half of this proposition. The Ohio Supreme Court held that an at-will employee discharged for reporting workplace-safety violations to OSHA may maintain a common-law tort action for wrongful discharge in violation of Ohio public policy, recognizing a Greeley-based public-policy exception to employment-at-will. To that extent, the case does stand for the idea that reporting misconduct to a government regulator is protected conduct under Ohio law.

The overstatement is twofold. First, Kulch's protection is anchored in reporting to a public regulatory agency (OSHA) about workplace safety and in Ohio's Whistleblower Statute, R.C. 4113.52; the opinion never addresses reporting to private ""sponsors,"" so the brief extends the holding beyond what the case decided by folding sponsors into it. Second, the case's reach is narrower than the brief's generalized ""reporting of misconduct"" framing -- it is confined to safety/whistleblower reporting to regulators. The proposition is therefore accurate as to regulators but unsupported as to sponsors.",opus/assess-v2,Overstated -- case partially supports,"Reporting misconduct to regulators and sponsors is protected conduct: [...] Ohio's public policy protections (Kulch v. Structural Fibers, Inc., 78 Ohio St.3d 134, 150 (1997)).",Retaliation against employees who file OSHA complaints concerning unsafe or unhealthy conditions in the workplace is an absolute affront to Ohio's public policy favoring workplace safety. Such retaliation clearly contravenes the public policy of this state.
kettering-mtd-27,7,Courts consistently hold that truthful disclosure of misconduct does not constitute extortion.,,"Flatley v. Mauro, 39 Cal.4th 299, 330 (2006)",Flatley v. Mauro,,Red,https://www.courtlistener.com/opinion/2600567/flatley-v-mauro/,VERIFIED,,opinions/Flatley_v_Mauro.html,,[],[],NO_QUOTES,"Courts consistently hold that truthful disclosure of misconduct does not constitute extortion. Flatley, 39 Cal.4th at 330; Jackson, 180 F.3d at 70.",,,fast,,,"Flatley holds the opposite of the proposition: it found that Mauro's threats to expose/report Flatley's alleged misconduct unless paid constituted criminal extortion as a matter of law, and that such threats are extortionate even when the victim actually committed the crime or indiscretion.",claude-opus-4-8/assess-v1,,,
kettering-mtd-28,7,Courts consistently hold that truthful disclosure of misconduct does not constitute extortion.,,"United States v. Jackson, 180 F.3d 55, 70 (2d Cir. 1999)","United States v. Autumn Jackson, Boris Sabas, Also Known as Boris Shmulevich, and Jose Medina, Also Known as Yosi Medina",,Red,https://www.courtlistener.com/opinion/764769/united-states-v-autumn-jackson-boris-sabas-also-known-as-boris/,VERIFIED,,opinions/United_States_v_Autumn_Jackson_Boris_Sabas_Also_Known_as_Boris_Shmulevich_and_Jose_Medina_Also_Known_as_Yosi_Medina.html,,[],[],NO_QUOTES,"Courts consistently hold that truthful disclosure of misconduct does not constitute extortion. Flatley, 39 Cal.4th at 330; Jackson, 180 F.3d at 70.",,,fast,,unsupported,"Jackson holds the opposite of the proposition. The brief cites it for the rule that truthful disclosure of misconduct does not constitute extortion, but the Second Circuit states the established principle that truth is not a defense: ""when a threat is made to injure the reputation of another, the truth of the damaging allegations underlying the threat is not a defense to a charge of extortion under § 875(d)."" Discussing Pignatelli, the court reinforces this — a person is free to publish true facts (at the risk of a libel suit), but is ""not free to threaten to injure their reputations ... in order to settle his claim,"" and it ""made no difference"" whether the threatener's underlying assertion was correct.

Jackson thus distinguishes lawful from unlawful threats by reference to a plausible claim of right and nexus — not by whether the disclosed information is true. Citing it for the categorical proposition that truthful disclosure cannot be extortion misattributes a holding to the case that contradicts what it actually decided.",opus/assess-v2,Inverts the holding,"Courts consistently hold that truthful disclosure of misconduct does not constitute extortion. Flatley, 39 Cal.4th at 330; Jackson, 180 F.3d at 70.","[W]hen a threat is made to injure the reputation of another, the truth of the damaging allegations underlying the threat is not a defense to a charge of extortion under § 875(d)."
kettering-mtd-29,8,A complaint that identifies only broad categories of information does not satisfy the trade-secret particularity requirement.,,"Office Depot, Inc. v. Impact Off. Prods., LLC, 821 F. Supp. 2d 912, 919-23 (N.D. Ohio 2011)","Office Depot, Inc. v. Impact Office Products, LLC",,Red,https://www.courtlistener.com/opinion/8710614/office-depot-inc-v-impact-office-products-llc/,VERIFIED,,opinions/Office_Depot_Inc_v_Impact_Office_Products_LLC.html,,"[""clinical data"", ""research processes""]","[{""quote"": ""clinical data"", ""result"": ""FABRICATED"", ""similarity"": 0.56, ""matched_passage"": ""(Id.) Further, Plaintiff requires all sales employees, including sales managers, to execute a written Employee Agreement providing for the protection and c""}, {""quote"": ""research processes"", ""result"": ""FABRICATED"", ""similarity"": 0.53, ""matched_passage"": ""The court believes that this partial preemption approach provides clearer guid *921 anee for courts applying the Allied \u201csame facts\u201d standard to""}]",FABRICATED,"The Complaint identifies only broad categories of information “clinical data” and “research processes”, which do not satisfy the particularity requirement. Office Depot, 821 F. Supp. 2d at 919-23.",Yellow,,full,,unsupported,"Office Depot, Inc. v. Impact Office Products, LLC is a Rule 12(b)(6) motion-to-dismiss decision about whether Office Depot's common-law claims were preempted by the Ohio Uniform Trade Secrets Act. It does not address the trade-secret particularity pleading requirement, nor whether identifying only broad categories of information defeats such a requirement -- the decision turns entirely on OUTSA preemption.

The quoted phrases ""clinical data"" and ""research processes"" do not appear anywhere in this opinion; they are the Kettering complaint's own terms, not language from the cited case.",opus/assess-v2,Case on unrelated subject,"The Complaint identifies only broad categories of information “clinical data” and “research processes”, which do not satisfy the particularity requirement. Office Depot, 821 F. Supp. 2d at 919-23.",
kettering-mtd-30,8,A trade-secret plaintiff must plead reasonable measures to maintain secrecy.,,"In re Protech Indus., 51 F.4th 714, 720-22 (6th Cir. 2022)",,,,,NOT_FOUND,,,,[],[],NO_QUOTES,"The Complaint also fails to plead reasonable measures to maintain secrecy. In re Protech, 51 F.4th at 720-22.",,,,,,,,,,
