page,proposition,cited_case,retrieved_case,supporting_language,assessment,cl_url,cl_status,diagnostics,opinion_file,syllabus,quoted_text,brief_sentence,quote_check,quote_check_worst,badge_label,brief_block,opinion_block,finding_analysis
1,"A settlement allocating approximately 42% of asserted make-whole claims fell within the range of reasonableness, particularly given a solvent debtor where fairness concerns among creditors diminished.","In re Chemtura Corp., 439 B.R. 561 (2010)",In Re Chemtura Corp.,,Green,https://www.courtlistener.com/opinion/2188811/in-re-chemtura-corp/,VERIFIED,,opinions/In_Re_Chemtura_Corp.html,,"[""range of reasonableness"", ""issues as to fairness amongst creditors, in sharing a limited pie, no longer apply""]","The Chemtura court found that sophisticated parties' settlement allocating approximately 42% of asserted make-whole claims was within the ""range of reasonableness,"" particularly in the context of a solvent debtor where ""issues as to fairness amongst creditors, in sharing a limited pie, no longer apply.""  In re Chemtura Corp., 439 B.R. 561 (2010)","[{""quote"": ""range of reasonableness"", ""result"": ""VERBATIM"", ""similarity"": 1.0, ""matched_passage"": ""s the issues and see whether the settlement falls below the lowest point in the range of reasonableness.\u201d 142 It is not necessary for the court to conduct a \u201cmini-trial\u201d of the facts""}, {""quote"": ""issues as to fairness amongst creditors, in sharing a limited pie, no longer apply"", ""result"": ""VERBATIM"", ""similarity"": 1.0, ""matched_passage"": ""198 With a solvent debtor, issues as to fairness amongst creditors, in sharing a limited pie, no longer apply; the allowance of claims under a make-whole provision, or for damages for breac""}]",VERBATIM,Supported,"The Chemtura court found that sophisticated parties' settlement allocating approximately 42% of asserted make-whole claims was within the ""range of reasonableness,"" particularly in the context of a solvent debtor where ""issues as to fairness amongst creditors, in sharing a limited pie, no longer apply.""  In re Chemtura Corp., 439 B.R. 561 (2010)","Here, the claims on the 2016 Notes' Make-Whole Provision were settled for approximately 42% of their asserted value . . . . The Settlement, insofar as it allocates value to satisfy alleged liability on the part of the Debtors on account of the No-Call and Make-Whole Provisions, is well within the ""range of reasonableness."" . . . With a solvent debtor, issues as to fairness amongst creditors, in sharing a limited pie, no longer apply; the allowance of claims under a make-whole provision, or for damages for breach of a no-call, no longer comes at the expense of other creditors.","Both quoted phrases appear verbatim in the opinion, and the 42% figure is the court's own number for the Make-Whole settlement on the 2016 Notes. The court expressly concluded that the settlement was ""well within"" the range of reasonableness in the context of a solvent debtor, and tied that conclusion to its observation that fairness-among-creditors concerns do not apply when recovery does not come at the expense of other creditors. The brief's synthesis of the 42% settlement, the reasonableness standard, and the solvent-debtor rationale accurately captures the court's reasoning."
1,"Under New York law, prepayment premiums are enforceable as liquidated damages if actual damages are difficult to determine and the sum is not plainly disproportionate to the possible loss, measured at contract formation.","In re 1141 Realty Owner LLC, 598 B.R. 534 (2019)",In re 1141 Realty Owner LLC,,Green,https://www.courtlistener.com/opinion/8529557/in-re-1141-realty-owner-llc/,VERIFIED,,opinions/In_re_1141_Realty_Owner_LLC.html,,"[""plainly disproportionate""]","Under New York law, prepayment premiums are enforceable as liquidated damages if: (1) actual damages are difficult to determine, and (2) the sum is not ""plainly disproportionate"" to the possible loss, determined as of the time parties entered the agreement. In re 1141 Realty Owner LLC, 598 B.R. 534 (2019)","[{""quote"": ""plainly disproportionate"", ""result"": ""VERBATIM"", ""similarity"": 1.0, ""matched_passage"": ""law if: (1) actual damages are difficult to determine, and (2) the sum is not \""plainly disproportionate\"" to the possible loss. United Merchs. , 674 F.2d at 142 (quoting Walter E.""}]",VERBATIM,Supported,"Under New York law, prepayment premiums are enforceable as liquidated damages if: (1) actual damages are difficult to determine, and (2) the sum is not ""plainly disproportionate"" to the possible loss, determined as of the time parties entered the agreement. In re 1141 Realty Owner LLC, 598 B.R. 534 (2019)","A liquidated damages clause is valid under New York law if: (1) actual damages are difficult to determine, and (2) the sum is not ""plainly disproportionate"" to the possible loss. . . . The enforceability of a liquidated damages provision must be decided based on the circumstances existing at the time the parties entered into their agreement.","The opinion states the two-prong New York test for liquidated damages verbatim, including the quoted phrase ""plainly disproportionate,"" and confirms that enforceability is measured as of the time of contract formation. The brief's articulation tracks the opinion's holding accurately."
1,"New York courts should not interfere with parties' liquidated damages agreements absent persuasive justification, as the historical distinction between liquidated damages and penalties has become difficult to justify.","In re 1141 Realty Owner LLC, 598 B.R. 534 (2019)",In re 1141 Realty Owner LLC,,Green,https://www.courtlistener.com/opinion/8529557/in-re-1141-realty-owner-llc/,VERIFIED,,opinions/In_re_1141_Realty_Owner_LLC.html,,"[""the historical distinction between liquidated damages and penalties has become increasingly difficult to justify, and courts should not interfere with the parties' agreement regarding liquidated damages absent some persuasive justification.""]","Courts emphasize that ""the historical distinction between liquidated damages and penalties has become increasingly difficult to justify, and courts should not interfere with the parties' agreement regarding liquidated damages absent some persuasive justification."" In re 1141 Realty Owner LLC, 598 B.R. 534 (2019)","[{""quote"": ""the historical distinction between liquidated damages and penalties has become increasingly difficult to justify, and courts should not interfere with the parties' agreement regarding liquidated damages absent some persuasive justification."", ""result"": ""CLOSE"", ""similarity"": 0.8, ""matched_passage"": ""JMD Holding Corp. v. Cong. Fin. Corp. , 4 N.Y.3d 373 , 795 N.Y.S.2d 502 , 828 N.E.2d 604 , 609 (2005). This burden must be considered in light of the admonition that the historical distinction between liquidated damages and penalties has become increasingly difficult to justify, and courts should not interfere with the parties' agreement regarding liquidated damages \""absent some persuasive justification.\"" GFI Brokers, LLC v. Santana , No. 06 Civ. 3988 (GEL), 2009 WL 2482130 , at *2 (S.D.N.Y. Aug.""}]",CLOSE,Supported,"Courts emphasize that ""the historical distinction between liquidated damages and penalties has become increasingly difficult to justify, and courts should not interfere with the parties' agreement regarding liquidated damages absent some persuasive justification."" In re 1141 Realty Owner LLC, 598 B.R. 534 (2019)","This burden must be considered in light of the admonition that the historical distinction between liquidated damages and penalties has become increasingly difficult to justify, and courts should not interfere with the parties' agreement regarding liquidated damages ""absent some persuasive justification.""","The quoted language appears verbatim in the opinion. The only difference is the placement of the internal quotation marks: the opinion quotes only ""absent some persuasive justification,"" while the brief frames the entire sentence as a single quotation. The substance is faithfully reproduced and fully supported."
1,The party challenging a liquidated damages clause bears the burden of proving it is an unenforceable penalty by showing damages were readily ascertainable or the premium is conspicuously disproportionate to foreseeable losses.,"In re 1141 Realty Owner LLC, 598 B.R. 534 (2019)",In re 1141 Realty Owner LLC,,Green,https://www.courtlistener.com/opinion/8529557/in-re-1141-realty-owner-llc/,VERIFIED,,opinions/In_re_1141_Realty_Owner_LLC.html,,"[""conspicuously disproportionate""]","The burden falls on the party seeking to avoid the liquidated damages clause to prove it constitutes an unenforceable penalty by demonstrating either that damages were readily ascertainable at contract formation or that the premium is ""conspicuously disproportionate"" to the lender's foreseeable losses. In re 1141 Realty Owner LLC, 598 B.R. 534 (2019)","[{""quote"": ""conspicuously disproportionate"", ""result"": ""VERBATIM"", ""similarity"": 1.0, ""matched_passage"": ""me the parties entered into the lending agreement or the prepayment premium is \""conspicuously disproportionate\"" to the lender's foreseeable losses. JMD Holding Corp. v. Cong. Fin. Corp.""}]",VERBATIM,Supported,"The burden falls on the party seeking to avoid the liquidated damages clause to prove it constitutes an unenforceable penalty by demonstrating either that damages were readily ascertainable at contract formation or that the premium is ""conspicuously disproportionate"" to the lender's foreseeable losses. In re 1141 Realty Owner LLC, 598 B.R. 534 (2019)","The party seeking to avoid the liquidated damages clause bears the burden of proving that it is a penalty and must demonstrate either that the damages flowing from prepayment were readily ascertainable at the time the parties entered into the lending agreement or the prepayment premium is ""conspicuously disproportionate"" to the lender's foreseeable losses.","The opinion states the burden-allocation rule in nearly identical terms, including the verbatim quoted phrase ""conspicuously disproportionate"" and the reference to ""the lender's foreseeable losses."" The brief's paraphrase is faithful to the source."
1,"Under New York law, a lender generally forfeits the right to a prepayment premium by accelerating the loan following default because acceleration advances the maturity date and eliminates the possibility of prepayment.","In re 1141 Realty Owner LLC, 598 B.R. 534 (2019)",In re 1141 Realty Owner LLC,,Green,https://www.courtlistener.com/opinion/8529557/in-re-1141-realty-owner-llc/,VERIFIED,,opinions/In_re_1141_Realty_Owner_LLC.html,,[],"New York law generally provides that lenders forfeit the right to prepayment premiums by accelerating loans following default because acceleration advances the maturity date, eliminating the possibility of prepayment. In re 1141 Realty Owner LLC, 598 B.R. 534 (2019)",[],NO_QUOTES,Supported,"New York law generally provides that lenders forfeit the right to prepayment premiums by accelerating loans following default because acceleration advances the maturity date, eliminating the possibility of prepayment. In re 1141 Realty Owner LLC, 598 B.R. 534 (2019)","Generally, a lender that accelerates a loan following a default forfeits the right to a prepayment premium because the acceleration advances the maturity date, and by definition, the loan cannot be prepaid.",The opinion articulates the general forfeiture rule in substantively identical terms: acceleration advances the maturity date and eliminates the possibility of prepayment. The brief's paraphrase accurately captures the rule and the reasoning.
1,"Two exceptions to the forfeiture rule exist: intentional default to evade the premium, and contracts with clear and unambiguous language requiring premium payment even after default and acceleration.","In re 1141 Realty Owner LLC, 598 B.R. 534 (2019)",In re 1141 Realty Owner LLC,,Green,https://www.courtlistener.com/opinion/8529557/in-re-1141-realty-owner-llc/,VERIFIED,,opinions/In_re_1141_Realty_Owner_LLC.html,,"[""clear and unambiguous""]","However, courts recognize two exceptions: (1) when borrowers intentionally default to trigger acceleration and evade premium payment, and (2) when contracts contain ""clear and unambiguous"" clauses requiring premium payment even after default and acceleration. In re 1141 Realty Owner LLC, 598 B.R. 534 (2019)","[{""quote"": ""clear and unambiguous"", ""result"": ""VERBATIM"", ""similarity"": 1.0, ""matched_passage"": ""Courts recognize two exceptions to this general rule. First, if a clear and unambiguous clause requires the payment of the prepayment premium even after default and ac""}]",VERBATIM,Supported,"However, courts recognize two exceptions: (1) when borrowers intentionally default to trigger acceleration and evade premium payment, and (2) when contracts contain ""clear and unambiguous"" clauses requiring premium payment even after default and acceleration. In re 1141 Realty Owner LLC, 598 B.R. 534 (2019)","Courts recognize two exceptions to this general rule. First, if a clear and unambiguous clause requires the payment of the prepayment premium even after default and acceleration, the clause will be analyzed as a liquidated damages clause. . . . Second, if the borrower intentionally defaults to trigger the acceleration and ""evade"" payment of the prepayment premium, the lender can enforce the prepayment premium.","The opinion enumerates the same two exceptions, and the phrase ""clear and unambiguous"" appears verbatim. The brief reverses the opinion's ordering (intentional default is listed second in the opinion, first in the brief), but the substance of both exceptions is faithfully reproduced."
1,"The SDNY bankruptcy court enforced a provision deeming any post-default payment a voluntary prepayment for yield maintenance purposes, finding that language sufficiently clear to survive acceleration.","In re 1141 Realty Owner LLC, 598 B.R. 534 (2019)",In re 1141 Realty Owner LLC,,Green,https://www.courtlistener.com/opinion/8529557/in-re-1141-realty-owner-llc/,VERIFIED,,opinions/In_re_1141_Realty_Owner_LLC.html,,"[""voluntary prepayment""]","In In re 1141 Realty Owner LLC, the SDNY bankruptcy court enforced a carefully drafted provision that deemed any post-default payment a ""voluntary prepayment"" for yield maintenance purposes, finding this language sufficiently clear to survive acceleration. In re 1141 Realty Owner LLC, 598 B.R. 534 (2019)","[{""quote"": ""voluntary prepayment"", ""result"": ""VERBATIM"", ""similarity"": 1.0, ""matched_passage"": ""\u00a7 2.3.1.) Furthermore, any payment following an Event of Default was deemed a \""voluntary prepayment\"" requiring the payment of the Yield Maintenance Default Premium: If, following""}]",VERBATIM,Supported,"In In re 1141 Realty Owner LLC, the SDNY bankruptcy court enforced a carefully drafted provision that deemed any post-default payment a ""voluntary prepayment"" for yield maintenance purposes, finding this language sufficiently clear to survive acceleration. In re 1141 Realty Owner LLC, 598 B.R. 534 (2019)","Section 2.3.3 mandates the payment of the Yield Maintenance Default Premium as a matter of New York contract law. It imposes the make-whole premium in connection with any payment made after an Event of Default, not just a prepayment made after an Event of Default but before acceleration. In fact, the word acceleration does not appear in the clause. Instead, the clause deems the post-default payment, whenever made, to be a ""voluntary prepayment"" for the purpose of the Yield Maintenance Default Premium.","The opinion squarely holds that the Section 2.3.3 provision deeming any post-default payment a ""voluntary prepayment"" enforced the yield maintenance premium notwithstanding acceleration, rendering acceleration irrelevant. The brief's description of the court's reasoning and outcome is accurate."
1,Parties may express their intent regarding post-default premiums in any language that plainly conveys it; deeming a post-default payment a voluntary prepayment confirms rather than forfeits the parties' agreement.,"In re 1141 Realty Owner LLC, 598 B.R. 534 (2019)",In re 1141 Realty Owner LLC,,Green,https://www.courtlistener.com/opinion/8529557/in-re-1141-realty-owner-llc/,VERIFIED,,opinions/In_re_1141_Realty_Owner_LLC.html,,"[""parties can provide for their rights with any language that plainly conveys their intent"", ""deeming the post-default payment to be a 'voluntary prepayment' does not forfeit the Yield Maintenance Default Premium; it confirms the parties' intent that it must be paid even if it is not an actual prepayment.""]","The court noted that ""parties can provide for their rights with any language that plainly conveys their intent"" and that ""deeming the post-default payment to be a 'voluntary prepayment' does not forfeit the Yield Maintenance Default Premium; it confirms the parties' intent that it must be paid even if it is not an actual prepayment."" In re 1141 Realty Owner LLC, 598 B.R. 534 (2019)","[{""quote"": ""parties can provide for their rights with any language that plainly conveys their intent"", ""result"": ""VERBATIM"", ""similarity"": 1.0, ""matched_passage"": ""11 ( Reply at \u00b6 12.) The short answer is parties can provide for their rights with any language that plainly conveys their intent. One way to ensure that a make-whole premium is payable even after acceleration""}, {""quote"": ""deeming the post-default payment to be a 'voluntary prepayment' does not forfeit the Yield Maintenance Default Premium; it confirms the parties' intent that it must be paid even if it is not an actual prepayment."", ""result"": ""CLOSE"", ""similarity"": 0.79, ""matched_passage"": ""m is payable even after acceleration is to render acceleration irrelevant and, as here and in AE Hotel , make the premium contingent on any post-default payment. Deeming the post-default payment to be a \""voluntary prepayment\"" does not forfeit the Yield Maintenance Default Premium; it confirms the parties' intent that it must be paid even if it is not an actual prepayment. Accordingly, the Motion is granted to the extent of concluding that the Yield Maintenance Default Premi""}]",CLOSE,Supported,"The court noted that ""parties can provide for their rights with any language that plainly conveys their intent"" and that ""deeming the post-default payment to be a 'voluntary prepayment' does not forfeit the Yield Maintenance Default Premium; it confirms the parties' intent that it must be paid even if it is not an actual prepayment."" In re 1141 Realty Owner LLC, 598 B.R. 534 (2019)","The short answer is parties can provide for their rights with any language that plainly conveys their intent. . . . Deeming the post-default payment to be a ""voluntary prepayment"" does not forfeit the Yield Maintenance Default Premium; it confirms the parties' intent that it must be paid even if it is not an actual prepayment.","Both quoted passages appear verbatim in the opinion. The brief accurately attributes the reasoning to the court, and the two sentences correctly capture the court's rationale for enforcing the premium despite the absence of the word ""acceleration"" in the loan documents."
1,"In AMR, the Second Circuit rejected the argument that refinancing to obtain better rates constituted voluntary redemption when the indenture's automatic acceleration provisions had already operated.","In re AMR Corp., 730 F.3d 88 (2013)",U.S. Bank Trust National Ass'n v. AMR Corp.,,Green,https://www.courtlistener.com/opinion/1040539/us-bank-trust-national-assn-v-amr-corp/,VERIFIED,,opinions/U_S_Bank_Trust_National_Ass_n_v_AMR_Corp.html,,[],"In AMR, the Second Circuit rejected arguments that refinancing to access better rates constituted voluntary redemption when the indenture's acceleration provisions had already operated automatically.  In re AMR Corp., 730 F.3d 88 (2013)",[],NO_QUOTES,Supported,"In AMR, the Second Circuit rejected arguments that refinancing to access better rates constituted voluntary redemption when the indenture's acceleration provisions had already operated automatically.  In re AMR Corp., 730 F.3d 88 (2013)","U.S. Bank argues, finally, that regardless whether American's November 2011 bankruptcy petition was an Event of Default triggering debt acceleration, American's effort in October 2012 to pay off its debt constitutes a Section 2.11 voluntary redemption for which Section 3.02 provides for payment of a Make-Whole Amount. The bankruptcy court rejected this argument, holding that the Debtors' proposed payment is a 'post-maturity date repayment, not a prepayment' . . . . We agree. . . . U.S. Bank argues, next, that Section 3.03, by its terms, only excludes payment of a Make-Whole Amount 'as a consequence of or in connection with an Event of Default or the acceleration of the Equipment Notes,' and that the post-maturity repayment that American now attempts is not, in fact, 'a consequence of or in connection with' either its bankruptcy filing or debt acceleration but is, instead, an attempt to take advantage of low interest rates. We need not parse the meanings of 'consequence' or 'connection' to reject U.S. Bank's interpretation.","The brief's description matches the opinion. American moved in October 2012 to refinance its debt 'citing low interest rates available in the market,' and U.S. Bank argued that such opportunistic refinancing should be treated as a voluntary redemption owing a Make-Whole Amount. The Second Circuit rejected that argument, holding the payment was a post-maturity repayment governed by Section 3.03 rather than a Section 2.11 voluntary redemption, because automatic acceleration under Section 4.02(a)(i) had already advanced the maturity date to the petition date. The brief's phrase 'the indenture's acceleration provisions had already operated automatically' tracks the court's reasoning about Section 4.02(a)(i)'s self-executing effect on the Section 4.01(g) bankruptcy default."
1,The solvent-versus-insolvent debtor distinction may influence a court's willingness to enforce carefully drafted make-whole provisions when enforcement does not disadvantage other creditors.,"In re Chemtura Corp., 439 B.R. 561 (2010)",In Re Chemtura Corp.,,Green,https://www.courtlistener.com/opinion/2188811/in-re-chemtura-corp/,VERIFIED,,opinions/In_Re_Chemtura_Corp.html,,[],"The distinction between solvent and insolvent debtors may influence courts' willingness to enforce carefully drafted provisions, with the Chemtura decision suggesting greater deference to contractual rights when enforcement does not disadvantage other creditors.  In re Chemtura Corp., 439 B.R. 561 (2010)",[],NO_QUOTES,Supported,"The distinction between solvent and insolvent debtors may influence courts' willingness to enforce carefully drafted provisions, with the Chemtura decision suggesting greater deference to contractual rights when enforcement does not disadvantage other creditors.  In re Chemtura Corp., 439 B.R. 561 (2010)","With a solvent debtor, issues as to fairness amongst creditors, in sharing a limited pie, no longer apply; the allowance of claims under a make-whole provision, or for damages for breach of a no-call, no longer comes at the expense of other creditors. Thus it's at least arguable, as stated in Charles & Kleinhaus, that ""[t]he effect of prepayment clauses in solvent cases, therefore, should be an issue of state law alone."" . . . As matters of bankruptcy law, since we here have a solvent debtor, I think the bondholders are likely to get whatever they're entitled to under state law, on both issues of notes.","Although no verbatim quotations are offered, the brief's paraphrase accurately tracks the opinion's reasoning. The court explicitly draws the solvent/insolvent distinction, explains that fairness-among-creditors concerns fall away in the solvent context because enforcement does not come at other creditors' expense, and concludes that in a solvent case the bondholders are likely to get whatever state law gives them. That is precisely the ""greater deference to contractual rights when enforcement does not disadvantage other creditors"" point the brief attributes to Chemtura."
