page,proposition,cited_case,retrieved_case,supporting_language,assessment,cl_url,cl_status,diagnostics,opinion_file
23,The Court had previously reserved the question whether Egan bars review of constitutional claims in several prior cases.,"Palmieri v. United States, 896 F.3d 579, 590 (D.C. Cir. 2018)",Matthew Palmieri v. United States,,,https://www.courtlistener.com/opinion/4519717/matthew-palmieri-v-united-states/,VERIFIED,,opinions/Matthew_Palmieri_v_United_States.html
23,The Court grounded its conclusion that plaintiff's claims were non-justiciable in the political question doctrine.,"Lee v. Garland, 120 F.4th 880, 891 (D.C. Cir. 2024)","An opinion was released in case 20-5221, Jason Lee v. Merrick Garland",,,https://www.courtlistener.com/opinion/10162300/an-opinion-was-released-in-case-20-5221-jason-lee-v-merrick-garland/,POSSIBLE_MATCH,"Reporter citation 120 F.4th 880 could not be confirmed (CourtListener has no reporter citations on file for this case), but we identified a possible match.",opinions/An_opinion_was_released_in_case_20-5221_Jason_Lee_v_Merrick_Garland.html
24,Lee expressly rejected a First Amendment and Fifth Amendment challenge to the withdrawal of a security clearance as non-justiciable.,"Lee v. Garland, 120 F.4th 880, 894-95 (D.C. Cir. 2024)","An opinion was released in case 20-5221, Jason Lee v. Merrick Garland",,,https://www.courtlistener.com/opinion/10162300/an-opinion-was-released-in-case-20-5221-jason-lee-v-merrick-garland/,POSSIBLE_MATCH,"Reporter citation 120 F.4th 880 could not be confirmed (CourtListener has no reporter citations on file for this case), but we identified a possible match.",opinions/An_opinion_was_released_in_case_20-5221_Jason_Lee_v_Merrick_Garland.html
24,"Because the claims rested on injuries arising from the revocation and challenged its substantive basis, they were barred by Egan.","Lee v. Garland, 120 F.4th 880, 895 (D.C. Cir. 2024)","An opinion was released in case 20-5221, Jason Lee v. Merrick Garland",,,https://www.courtlistener.com/opinion/10162300/an-opinion-was-released-in-case-20-5221-jason-lee-v-merrick-garland/,POSSIBLE_MATCH,"Reporter citation 120 F.4th 880 could not be confirmed (CourtListener has no reporter citations on file for this case), but we identified a possible match.",opinions/An_opinion_was_released_in_case_20-5221_Jason_Lee_v_Merrick_Garland.html
24,Egan bars judicial review of claims challenging security clearance revocations because any inquiry would of necessity require some judicial scrutiny of the merits of the revocation decision.,"Perez v. FBI, 71 F.3d 513, 514 (5th Cir. 1995)",Perez v. Federal Bureau of Investigation,,,https://www.courtlistener.com/opinion/8282/perez-v-federal-bureau-of-investigation/,VERIFIED,,opinions/Perez_v_Federal_Bureau_of_Investigation.html
24-25,The distinction between the initiation of a security investigation and the denial of a security clearance is a distinction without a difference.,"Becerra v. Dalton, 94 F.3d 145, 149 (4th Cir. 1996)",Becerra v. Dalton,,,https://www.courtlistener.com/opinion/7038884/becerra-v-dalton/,VERIFIED,,opinions/Becerra_v_Dalton.html
25,To review the initial stages of a security clearance determination is to review the basis of the determination itself regardless of how the issue is characterized.,"Hill v. White, 321 F.3d 1334, 1336 (11th Cir. 2003)","Lonnie J. Hill v. Thomas E. White, Secretary of the Army",,,https://www.courtlistener.com/opinion/781146/lonnie-j-hill-v-thomas-e-white-secretary-of-the-army/,VERIFIED,,opinions/Lonnie_J_Hill_v_Thomas_E_White_Secretary_of_the_Army.html
25,"Egan is not limited solely to security clearance decisions, but also bars claims challenging other types of security-related decisions.","Foote v. Moniz, 751 F.3d 656, 659 (D.C. Cir. 2014)",Ronnie Foote v. Ernest Moniz,,,https://www.courtlistener.com/opinion/2674020/ronnie-foote-v-ernest-moniz/,VERIFIED,,opinions/Ronnie_Foote_v_Ernest_Moniz.html
25,Egan foreclosed a claim of race discrimination brought by a Department of Energy employee challenging his termination after the agency revoked his certification to work around nuclear materials.,"Foote v. Moniz, 751 F.3d 656, 659 (D.C. Cir. 2014)",Ronnie Foote v. Ernest Moniz,,,https://www.courtlistener.com/opinion/2674020/ronnie-foote-v-ernest-moniz/,VERIFIED,,opinions/Ronnie_Foote_v_Ernest_Moniz.html
25,Determinations about who should be cleared to have access to nuclear weapons and materials involve the same types of predictive judgments as security clearance decisions and are thus not subject to review under Egan.,"Foote v. Moniz, 751 F.3d 656, 659 (D.C. Cir. 2014)",Ronnie Foote v. Ernest Moniz,,,https://www.courtlistener.com/opinion/2674020/ronnie-foote-v-ernest-moniz/,VERIFIED,,opinions/Ronnie_Foote_v_Ernest_Moniz.html
26-27,"Adjudicating constitutional challenges to security clearance decisions would present unmanageable questions because clearance decisions involve an assessment of intangible qualities such as loyalty, trustworthiness, honesty, reliability, discretion, and sound judgment.","Lee v. Garland, 120 F.4th 880, 893 (D.C. Cir. 2024)","An opinion was released in case 20-5221, Jason Lee v. Merrick Garland",,,https://www.courtlistener.com/opinion/10162300/an-opinion-was-released-in-case-20-5221-jason-lee-v-merrick-garland/,POSSIBLE_MATCH,"Reporter citation 120 F.4th 880 could not be confirmed (CourtListener has no reporter citations on file for this case), but we identified a possible match.",opinions/An_opinion_was_released_in_case_20-5221_Jason_Lee_v_Merrick_Garland.html
27,Greenberg allowed judicial review of (but rejected on the merits) claims that the Fifth Amendment prohibited asking clearance applicants about their use of illegal drugs or their mental health.,"Nat'l Fed'n of Fed. Emps. v. Greenberg, 983 F.2d 286 (D.C. Cir. 1993)","National Federation of Federal Employees v. Paul Greenberg, Major General, Commander, Headquarters, Army, Armament, Munitions & Chemical Command",,,https://www.courtlistener.com/opinion/597782/national-federation-of-federal-employees-v-paul-greenberg-major-general/,VERIFIED,,opinions/National_Federation_of_Federal_Employees_v_Paul_Greenberg_Major_General_Commander_Headquarters_Army_Armament_Munitions_C.html
27,The Greenberg plaintiffs' injuries existed regardless of how the government might have resolved any particular application.,"Lee v. Garland, 120 F.4th 880, 893 (D.C. Cir. 2024)","An opinion was released in case 20-5221, Jason Lee v. Merrick Garland",,,https://www.courtlistener.com/opinion/10162300/an-opinion-was-released-in-case-20-5221-jason-lee-v-merrick-garland/,POSSIBLE_MATCH,"Reporter citation 120 F.4th 880 could not be confirmed (CourtListener has no reporter citations on file for this case), but we identified a possible match.",opinions/An_opinion_was_released_in_case_20-5221_Jason_Lee_v_Merrick_Garland.html
27-28,The Court stressed that the Greenberg plaintiffs did not seek review of discretionary judgments regarding the merits of any particular employee's security clearance.,"Lee v. Garland, 120 F.4th 880, 893 (D.C. Cir. 2024)","An opinion was released in case 20-5221, Jason Lee v. Merrick Garland",,,https://www.courtlistener.com/opinion/10162300/an-opinion-was-released-in-case-20-5221-jason-lee-v-merrick-garland/,POSSIBLE_MATCH,"Reporter citation 120 F.4th 880 could not be confirmed (CourtListener has no reporter citations on file for this case), but we identified a possible match.",opinions/An_opinion_was_released_in_case_20-5221_Jason_Lee_v_Merrick_Garland.html
27-28,The Court stressed that the Greenberg plaintiffs did not seek review of discretionary judgments regarding the merits of any particular employee's security clearance.,"Nat'l Fed'n of Fed. Emps. v. Greenberg, 983 F.2d 286, 290 (D.C. Cir. 1993)","National Federation of Federal Employees v. Paul Greenberg, Major General, Commander, Headquarters, Army, Armament, Munitions & Chemical Command",,,https://www.courtlistener.com/opinion/597782/national-federation-of-federal-employees-v-paul-greenberg-major-general/,VERIFIED,,opinions/National_Federation_of_Federal_Employees_v_Paul_Greenberg_Major_General_Commander_Headquarters_Army_Armament_Munitions_C.html
31,Lee's rationale applies equally to policies concerning clearances; Lee did not distinguish whether a merits adjudication affected one person or multiple.,"Lee v. Garland, 120 F.4th 880, 888-95 (D.C. Cir. 2024)","An opinion was released in case 20-5221, Jason Lee v. Merrick Garland",,,https://www.courtlistener.com/opinion/10162300/an-opinion-was-released-in-case-20-5221-jason-lee-v-merrick-garland/,POSSIBLE_MATCH,"Reporter citation 120 F.4th 880 could not be confirmed (CourtListener has no reporter citations on file for this case), but we identified a possible match.",opinions/An_opinion_was_released_in_case_20-5221_Jason_Lee_v_Merrick_Garland.html
33,"When an administrative decision is unreviewable, a court may not inquire whether it is procedurally defective either.","Amgen Inc. v. Smith, 357 F.3d 103, 113 (D.C. Cir. 2004)","Amgen Inc. v. Scully, Thomas",,,https://www.courtlistener.com/opinion/186143/amgen-inc-v-scully-thomas/,VERIFIED,,opinions/Amgen_Inc_v_Scully_Thomas.html
33,"If it were otherwise, almost any challenge to an unreviewable determination could be recast as a challenge to its underlying methodology.","DCH Reg'l Med. Ctr. v. Azar, 925 F.3d 503, 506 (D.C. Cir. 2019)",DCH Regional Medical Center v. Alex M. Azar II,,,https://www.courtlistener.com/opinion/4625828/dch-regional-medical-center-v-alex-m-azar-ii/,VERIFIED,,opinions/DCH_Regional_Medical_Center_v_Alex_M_Azar_II.html
34,Any claim of inadequate process in security clearance decisions ultimately hinges on what constitutes an acceptable margin of error in assessing the potential risk of granting or renewing a clearance.,"Lee v. Garland, 120 F.4th 880, 894 (D.C. Cir. 2024)","An opinion was released in case 20-5221, Jason Lee v. Merrick Garland",,,https://www.courtlistener.com/opinion/10162300/an-opinion-was-released-in-case-20-5221-jason-lee-v-merrick-garland/,POSSIBLE_MATCH,"Reporter citation 120 F.4th 880 could not be confirmed (CourtListener has no reporter citations on file for this case), but we identified a possible match.",opinions/An_opinion_was_released_in_case_20-5221_Jason_Lee_v_Merrick_Garland.html
34,"This Court rejected plaintiffs' attempt to circumvent Egan by characterizing the challenged employment actions as procedural, divorced from any substantive security determination.","Ryan v. Reno, 168 F.3d 520, 524 (D.C. Cir. 1999)","Ryan, John Clement v. Reno, Janet",,,https://www.courtlistener.com/opinion/184768/ryan-john-clement-v-reno-janet/,VERIFIED,,opinions/Ryan_John_Clement_v_Reno_Janet.html
34,Whether officials should have investigated further or whether they should have used better polygraph methods all went to whether Executive Branch officials had good enough reasons to revoke a clearance.,"Lee v. Garland, 120 F.4th 880, 894 (D.C. Cir. 2024)","An opinion was released in case 20-5221, Jason Lee v. Merrick Garland",,,https://www.courtlistener.com/opinion/10162300/an-opinion-was-released-in-case-20-5221-jason-lee-v-merrick-garland/,POSSIBLE_MATCH,"Reporter citation 120 F.4th 880 could not be confirmed (CourtListener has no reporter citations on file for this case), but we identified a possible match.",opinions/An_opinion_was_released_in_case_20-5221_Jason_Lee_v_Merrick_Garland.html
34-35,Greenberg allowed a claim that sought prospective relief concerning the questions that might be asked in future clearance investigations—not one that sought retrospective relief seeking to reverse a security clearance decision.,"Lee v. Garland, 120 F.4th 880, 892-93 (D.C. Cir. 2024)","An opinion was released in case 20-5221, Jason Lee v. Merrick Garland",,,https://www.courtlistener.com/opinion/10162300/an-opinion-was-released-in-case-20-5221-jason-lee-v-merrick-garland/,POSSIBLE_MATCH,"Reporter citation 120 F.4th 880 could not be confirmed (CourtListener has no reporter citations on file for this case), but we identified a possible match.",opinions/An_opinion_was_released_in_case_20-5221_Jason_Lee_v_Merrick_Garland.html
35,The President has unlimited and judicially unreviewable constitutional power to determine who will be given access to the nation's secrets.,"Nat'l Fed'n of Fed. Emps. v. Greenberg, 983 F.2d 286, 290 (D.C. Cir. 1993)","National Federation of Federal Employees v. Paul Greenberg, Major General, Commander, Headquarters, Army, Armament, Munitions & Chemical Command",,,https://www.courtlistener.com/opinion/597782/national-federation-of-federal-employees-v-paul-greenberg-major-general/,VERIFIED,,opinions/National_Federation_of_Federal_Employees_v_Paul_Greenberg_Major_General_Commander_Headquarters_Army_Armament_Munitions_C.html
35,"The distinction between the initiation of a security investigation and the denial of a security clearance is a distinction without a difference, and the question of whether the Navy had sufficient reasons to investigate the plaintiff as a potential security risk goes to the very heart of the protection of classified information.","Becerra v. Dalton, 94 F.3d 145, 149 (4th Cir. 1996)",Becerra v. Dalton,,,https://www.courtlistener.com/opinion/7038884/becerra-v-dalton/,VERIFIED,,opinions/Becerra_v_Dalton.html
35-36,Claims alleging that constitutional violations occurred in the process of revoking a plaintiff's security clearance should be dismissed because review of those claims would inevitably involve scrutiny of the merits of the agency's decision to revoke the clearance—an inquiry that Egan forbids.,"El-Ganayni v. U.S. Dep't of Energy, 591 F.3d 176, 186 (3d Cir. 2010)",El-Ganayni v. United States Department of Energy,,,https://www.courtlistener.com/opinion/1464441/el-ganayni-v-united-states-department-of-energy/,VERIFIED,,opinions/El-Ganayni_v_United_States_Department_of_Energy.html
36-37,A court cannot review the adequacy of a process without also challenging its validity.,"Ryan v. Reno, 168 F.3d 520, 524 (D.C. Cir. 1999)","Ryan, John Clement v. Reno, Janet",,,https://www.courtlistener.com/opinion/184768/ryan-john-clement-v-reno-janet/,VERIFIED,,opinions/Ryan_John_Clement_v_Reno_Janet.html
38-39,Egan's bar on judicial review extends only to security clearance-related decisions made by the Security Division itself and not to decisions by other FBI employees to report their concerns to the Division.,"Rattigan v. Holder, 689 F.3d 764, 767 (D.C. Cir. 2012)","Wilfred Rattigan v. Eric Holder, Jr.",,,https://www.courtlistener.com/opinion/803949/wilfred-rattigan-v-eric-holder-jr/,VERIFIED,,opinions/Wilfred_Rattigan_v_Eric_Holder_Jr.html
39,The Rattigan panel narrowed its holding to only permit judicial review of Title VII claims based on knowingly false reporting.,"Rattigan v. Holder, 689 F.3d 764, 770 (D.C. Cir. 2012)","Wilfred Rattigan v. Eric Holder, Jr.",,,https://www.courtlistener.com/opinion/803949/wilfred-rattigan-v-eric-holder-jr/,VERIFIED,,opinions/Wilfred_Rattigan_v_Eric_Holder_Jr.html
39,The plaintiff in Rattigan was ultimately unable to make the showing required for judicial review of knowingly false reporting.,"Rattigan v. Holder, 780 F.3d 413 (D.C. Cir. 2015)","Wilfred Rattigan v. Eric Holder, Jr.",,,https://www.courtlistener.com/opinion/2786006/wilfred-rattigan-v-eric-holder-jr/,VERIFIED,,opinions/Wilfred_Rattigan_v_Eric_Holder_Jr.html
39,This Court has consistently looked to whether the relevant actor was within the category of individuals authorized under Rattigan to make a judgment call about an individual's suitability to access classified information.,"Foote v. Moniz, 751 F.3d 656, 659 (D.C. Cir. 2014)",Ronnie Foote v. Ernest Moniz,,,https://www.courtlistener.com/opinion/2674020/ronnie-foote-v-ernest-moniz/,VERIFIED,,opinions/Ronnie_Foote_v_Ernest_Moniz.html
42,"Plaintiffs brought a facial challenge to the EOs, and the EOs should be upheld if there is a constitutional way to read and apply them.","Bldg. & Constr. Trades Dep't v. Allbaugh, 295 F.3d 28, 33 (D.C. Cir. 2002)",Building & Construction Trades Department v. Allbaugh,,,https://www.courtlistener.com/opinion/185756/building-construction-trades-department-v-allbaugh/,VERIFIED,,opinions/Building_Construction_Trades_Department_v_Allbaugh.html
43,"All executive Power shall be vested in a President of the United States of America, which necessarily includes the President's general administrative control of those executing the laws.","Myers v. United States, 272 U.S. 52, 164 (1926)",Myers v. United States,,,https://www.courtlistener.com/opinion/100926/myers-v-united-states/,VERIFIED,,opinions/Myers_v_United_States.html
43,The President has general administrative control of those executing the laws.,"Sierra Club v. Costle, 657 F.2d 298, 406 n. 524 (D.C. Cir. 1981)",,,,,,,
43,"Providing direction, guidance, and supervision to his subordinates is part and parcel of the faithful execution of the laws enacted by Congress.","Bldg. & Constr. Trades Dep't v. Allbaugh, 295 F.3d 28, 32 (D.C. Cir. 2002)",Building & Construction Trades Department v. Allbaugh,,,https://www.courtlistener.com/opinion/185756/building-construction-trades-department-v-allbaugh/,VERIFIED,,opinions/Building_Construction_Trades_Department_v_Allbaugh.html
43,"The Executive's subordinates are duty-bound to give effect to the policies embodied in the President's direction, to the extent allowed by the law.","Bldg. & Constr. Trades Dep't v. Allbaugh, 295 F.3d 28, 32 (D.C. Cir. 2002)",Building & Construction Trades Department v. Allbaugh,,,https://www.courtlistener.com/opinion/185756/building-construction-trades-department-v-allbaugh/,VERIFIED,,opinions/Building_Construction_Trades_Department_v_Allbaugh.html
43,Federal officers and agencies will be subject to the President's superintendence.,The Federalist No. 72,,,,,,,
43,The EEOC is an executive branch agency.,"Chennareddy v. Bowsher, 935 F.2d 315, 318 (D.C. Cir. 1991)",Chennareddy v. Bowsher,,,https://www.courtlistener.com/opinion/7912656/chennareddy-v-bowsher/,VERIFIED,,opinions/Chennareddy_v_Bowsher.html
47,First Amendment retaliation claims require a plaintiff to show that (1) the plaintiff engaged in conduct protected by the First Amendment; (2) the defendant took retaliatory action sufficient to deter an individual in plaintiff's position from speaking again; and (3) a causal connection between the speech and the retaliation.,"Aref v. Lynch, 833 F.3d 242, 258 (D.C. Cir. 2016)",Yassin Aref v. Loretta Lynch,,,https://www.courtlistener.com/opinion/4249286/yassin-aref-v-loretta-lynch/,VERIFIED,,opinions/Yassin_Aref_v_Loretta_Lynch.html
47,First Amendment retaliation claims are analyzed under a but-for causation standard.,"Hous. Cmty. Coll. Sys. v. Wilson, 595 U.S. 468, 477 (2022)",Houston Community College System v. Wilson,,,https://www.courtlistener.com/opinion/6454239/houston-community-college-system-v-wilson/,VERIFIED,,opinions/Houston_Community_College_System_v_Wilson.html
48,A dispute is not justiciable if it is not ripe for court review.,"Ohio Forestry Ass'n v. Sierra Club, 523 U.S. 726, 732 (1998)","Ohio Forestry Assn., Inc. v. Sierra Club",,,https://www.courtlistener.com/opinion/118210/ohio-forestry-assn-inc-v-sierra-club/,VERIFIED,,opinions/Ohio_Forestry_Assn_Inc_v_Sierra_Club.html
48-49,Ripeness doctrine protects the Executive Branch from judicial interference until a decision has been formalized and its effects felt in a concrete way by the challenging parties.,"Abbott Lab'ys v. Gardner, 387 U.S. 136, 148-49 (1967)",Abbott Laboratories v. Gardner,,,https://www.courtlistener.com/opinion/107451/abbott-laboratories-v-gardner/,VERIFIED,,opinions/Abbott_Laboratories_v_Gardner.html
49,Constitutional ripeness is subsumed into the Article III standing inquiry that turns on whether the plaintiff has established an injury-in-fact that is imminent or certainly impending.,"Am. Petrol. Inst. v. EPA, 683 F.3d 382, 386 (D.C. Cir. 2012)",American Petroleum Institute v. Environmental Protection Agency,,,https://www.courtlistener.com/opinion/801891/american-petroleum-institute-v-environmental-protection-agency/,VERIFIED,,opinions/American_Petroleum_Institute_v_Environmental_Protection_Agency.html
49,Prudential ripeness balances the fitness of the issues for judicial decision against the hardship to the parties of withholding court consideration.,"Abbott Lab'ys v. Gardner, 387 U.S. 136, 148-49 (1967)",Abbott Laboratories v. Gardner,,,https://www.courtlistener.com/opinion/107451/abbott-laboratories-v-gardner/,VERIFIED,,opinions/Abbott_Laboratories_v_Gardner.html
49,"Where judicial intervention would inappropriately interfere with ongoing action within the Executive Branch, a case is not ripe.","Common Cause v. Trump, 506 F. Supp. 3d 39, 46 (D.D.C. 2020)",Gomez v. Trump,,,https://www.courtlistener.com/opinion/4762879/gomez-v-trump/,POSSIBLE_MATCH,"Name mismatch: cited ""Common Cause v. Trump"" vs found ""Gomez v. Trump""; Reporter citation 506 F. Supp. 3d 39 could not be confirmed (CourtListener has no reporter citations on file for this case), but we identified a possible match.",opinions/Gomez_v_Trump.html
49,The Executive Branch should not be prevented from crystallizing its policy before that policy is subjected to judicial review.,"Common Cause v. Trump, 506 F. Supp. 3d 39, 46 (D.D.C. 2020)",Gomez v. Trump,,,https://www.courtlistener.com/opinion/4762879/gomez-v-trump/,POSSIBLE_MATCH,"Name mismatch: cited ""Common Cause v. Trump"" vs found ""Gomez v. Trump""; Reporter citation 506 F. Supp. 3d 39 could not be confirmed (CourtListener has no reporter citations on file for this case), but we identified a possible match.",opinions/Gomez_v_Trump.html
49,The Executive Branch should not be prevented from crystallizing its policy before that policy is subjected to judicial review.,"Am. Petrol. Inst. v. EPA, 683 F.3d 382, 387 (D.C. Cir. 2012)",American Petroleum Institute v. Environmental Protection Agency,,,https://www.courtlistener.com/opinion/801891/american-petroleum-institute-v-environmental-protection-agency/,VERIFIED,,opinions/American_Petroleum_Institute_v_Environmental_Protection_Agency.html
50,There has not been adequate development of facts needed by the court to decide the question it is asked to consider.,"N.Y. State Ophthalmological Soc'y v. Bowen, 854 F.2d 1379, 1386 (D.C. Cir. 1988)","New York State Ophthalmological Society v. Otis R. Bowen, Secretary, Health and Human Services",,,https://www.courtlistener.com/opinion/510614/new-york-state-ophthalmological-society-v-otis-r-bowen-secretary-health/,VERIFIED,,opinions/New_York_State_Ophthalmological_Society_v_Otis_R_Bowen_Secretary_Health_and_Human_Services.html
50,"The possibility that further consideration will actually occur before implementation is not theoretical, but real.","Wyo. Outdoor Council v. U.S. Forest Serv., 165 F.3d 43, 50 (D.C. Cir. 1999)",Wyoming Outdoor Council v. United States Forest Service,,,https://www.courtlistener.com/opinion/184751/wyoming-outdoor-council-v-united-states-forest-service/,VERIFIED,,opinions/Wyoming_Outdoor_Council_v_United_States_Forest_Service.html
50,The district courts should not have interfered with ongoing action within the Executive Branch.,"Common Cause v. Trump, 506 F. Supp. 3d 39, 45 (D.D.C. 2020)",Gomez v. Trump,,,https://www.courtlistener.com/opinion/4762879/gomez-v-trump/,POSSIBLE_MATCH,"Name mismatch: cited ""Common Cause v. Trump"" vs found ""Gomez v. Trump""; Reporter citation 506 F. Supp. 3d 39 could not be confirmed (CourtListener has no reporter citations on file for this case), but we identified a possible match.",opinions/Gomez_v_Trump.html
51,"A plaintiff cannot succeed on a facial challenge unless he establishes that no set of circumstances exists under which the law would be valid, or he shows that the law lacks a plainly legitimate sweep.","Moody v. NetChoice, LLC, 603 U.S. 707, 723 (2024)","Moody v. NetChoice, LLC",,,https://www.courtlistener.com/opinion/10600039/moody-v-netchoice-llc/,VERIFIED,,opinions/Moody_v_NetChoice_LLC.html
51,A plaintiff cannot succeed on a facial challenge unless he establishes that no set of circumstances exists under which the law would be valid.,"United States v. Salerno, 481 U.S. 739, 745 (1987)",United States v. Salerno,,,https://www.courtlistener.com/opinion/111891/united-states-v-salerno/,VERIFIED,,opinions/United_States_v_Salerno.html
51,"In the First Amendment context, plaintiffs can prevail on a facial challenge only if they establish that a substantial number of the EO's applications are unconstitutional, judged in relation to the EO's plainly legitimate sweep.","Moody v. NetChoice, LLC, 603 U.S. 707, 723 (2024)","Moody v. NetChoice, LLC",,,https://www.courtlistener.com/opinion/10600039/moody-v-netchoice-llc/,VERIFIED,,opinions/Moody_v_NetChoice_LLC.html
51,"In the First Amendment context, plaintiffs can prevail on a facial challenge only if they establish that a substantial number of the EO's applications are unconstitutional, judged in relation to the EO's plainly legitimate sweep.","Ams. for Prosperity Found. v. Bonta, 594 U.S. 595, 615 (2021)",Americans for Prosperity Foundation v. Bonta,,,https://www.courtlistener.com/opinion/4896549/americans-for-prosperity-foundation-v-bonta/,VERIFIED,,opinions/Americans_for_Prosperity_Foundation_v_Bonta.html
51,Lower courts cannot sidestep the facial challenge framework by focusing on only unconstitutional applications; they must address the full range of activities the laws cover and then measure the constitutional against the unconstitutional applications.,"Moody v. NetChoice, LLC, 603 U.S. 707, 723-24 (2024)","Moody v. NetChoice, LLC",,,https://www.courtlistener.com/opinion/10600039/moody-v-netchoice-llc/,VERIFIED,,opinions/Moody_v_NetChoice_LLC.html
