claim_id,page,proposition,cited_case,retrieved_case,supporting_language,assessment,cl_url,cl_status,diagnostics,opinion_file,syllabus,quoted_text,quote_check,quote_check_worst,brief_sentence,quote_floor,crosscheck_flags,triage_track,prescreen_hint,support,badge_label,brief_block,opinion_block,finding_analysis,assessed_by
withers-14,81,"(1) The admissions establish every element for judgment. (2) The Fifth Circuit recognizes that deemed admissions are judicial admissions that may not be contradicted and can alone support summary judgment. (3) Deemed admissions are ""not mere evidence; they are conclusive judicial admissions"" and are fully competent to support summary judgment. (4) The Fifth Circuit has explained that prejudice involves real impairment in obtaining evidence, not merely having to prove a case. (5) permitting a late, contested re-do after Plaintiff has relied on conclusive admissions to prosecute his case will derail efficiencies Rule 36 is designed to achieve and materially impair Plaintiff's ability to obtain and present evidence on a sensible schedule.","In re Carney, 258 F.3d 415, 420 (5th Cir. 2001).",,,Yellow,https://www.courtlistener.com/opinion/24795/carney-v-internal-revenue-service/,VERIFIED,,opinions/Carney_v_Internal_Revenue_Service.html,,"[""not mere evidence; they are conclusive judicial admissions""]","[{""quote"": ""not mere evidence; they are conclusive judicial admissions"", ""result"": ""FABRICATED"", ""similarity"": 0.51, ""matched_passage"": ""ent on appeal that summary judgment should have been deferred to allow more discovery, since the deemed admission is conclusive as to the central factual issue in his case.""}]",FABRICATED,"(1) The admissions establish every element for judgment. (2) The Fifth Circuit recognizes that deemed admissions are judicial admissions that may not be contradicted and can alone support summary judgment. (3) Deemed admissions are ""not mere evidence; they are conclusive judicial admissions"" and are fully competent to support summary judgment. (4) The Fifth Circuit has explained that prejudice involves real impairment in obtaining evidence, not merely having to prove a case. (5) permitting a late, contested re-do after Plaintiff has relied on conclusive admissions to prosecute his case will derail efficiencies Rule 36 is designed to achieve and materially impair Plaintiff's ability to obtain and present evidence on a sensible schedule.",Yellow,,full,,partial,Overstated -- case partially supports,"(2) The Fifth Circuit recognizes that deemed admissions are judicial admissions that may not be contradicted and can alone support summary judgment. (3) Deemed admissions are ""not mere evidence; they are conclusive judicial admissions"" and are fully competent to support summary judgment. (4) The Fifth Circuit has explained that prejudice involves real impairment in obtaining evidence, not merely having to prove a case.","Since Rule 36 admissions, whether express or by default, are conclusive as to the matters admitted, they cannot be overcome at the summary judgement stage by contradictory affidavit testimony or other evidence in the summary judgment record.","In re Carney directly supports the core propositions that a deemed Rule 36 admission conclusively establishes the validity of the underlying claim and can independently support summary judgment; the court held that Carney's failure to respond ""conclusively established the validity"" of the IRS's claim and that such admissions ""cannot be overcome at the summary judgement stage by contradictory affidavit testimony."" The brief overstates in two respects. First, the quoted phrase ""not mere evidence; they are conclusive judicial admissions"" does not appear in the opinion, which instead describes admissions as ""conclusive as to the matters admitted"" and never uses the term ""judicial admissions."" Second, the opinion does not articulate the prejudice principle the brief attributes to it — that prejudice ""involves real impairment in obtaining evidence, not merely having to prove a case."" The opinion's only prejudice language is that withdrawal must ""not prejudice the party that obtained the admissions in its presentation of the case,"" without the elaboration the brief supplies.",opus/assess-v2
withers-20,86,Defendant's failure to respond constitutes a waiver of any objections it might have asserted to Plaintiff's discovery requests.,"See, e.g., In re United States, 864 F.2d 1153, 1156 (5th Cir. 1989).",,,Yellow,https://www.courtlistener.com/opinion/516435/in-re-united-states-of-america/,VERIFIED_PARTIAL,"The citation resolved in CourtListener's index, but no case name was available to compare (no name parsed from the citation). The cited case is unconfirmed — treat as partial verification.; citation resolved; no case name available to compare",opinions/In_Re_United_States_of_America.html,,[],[],NO_QUOTES,Defendant's failure to respond constitutes a waiver of any objections it might have asserted to Plaintiff's discovery requests.,,,fast,,partial,Overstated -- case partially supports,Defendant's failure to respond constitutes a waiver of any objections it might have asserted to Plaintiff's discovery requests.,"We readily agree with the district court that as a general rule, when a party fails to object timely to interrogatories, production requests, or other discovery efforts, objections thereto are waived. But that general rule is not applicable here.","The opinion does state the general waiver rule the brief invokes, and the pinpoint cite to page 1156 is accurate: the Fifth Circuit ""readily agree[s]"" that when a party fails to object timely to discovery, its objections are waived. To that extent the proposition is grounded in the text.

The overstatement is that this case is, on its facts, an exception to the rule rather than an application of it. The court immediately adds ""that general rule is not applicable here,"" holds that the government's untimely response did not waive its objection to medical quality assurance records protected by 10 U.S.C. § 1102, and grants mandamus vacating the very order that had found waiver and compelled production. So the brief cites for a clean waiver result a case whose holding refused to enforce waiver. The general-rule statement is supportive dicta, but the decided outcome runs the other way, which a citing brief should flag rather than present as straightforward waiver authority.",opus/assess-v2
withers-21,96,"(1) When determining whether to set aside default judgment, the Fifth Circuit directs courts to consider whether (1) the default was willful, (2) the non-defaulting party would be prejudiced, and (3) a meritorious defense has been presented. (2) willfulness turns on intentional failure to respond. (4) ""mere delay does not alone constitute prejudice,"" but prejudice exists where delay results ""in the loss of evidence, increased difficulties in discovery, or greater opportunities for fraud or collusion."" (5) In short, it is not a ""defense sufficient to support a finding on the merits for the defaulting party.""","Lacy v. Sitel Corporation, 227 F.3d 290, 292 (5th Cir. 2000).",,,Green,https://www.courtlistener.com/opinion/770502/bobby-d-lacy-v-sitel-corporation/,VERIFIED,,opinions/Bobby_D_Lacy_v_Sitel_Corporation.html,,"[""mere delay does not alone constitute prejudice,"", ""in the loss of evidence, increased difficulties in discovery, or greater opportunities for fraud or collusion."", ""defense sufficient to support a finding on the merits for the defaulting party.""]","[{""quote"": ""mere delay does not alone constitute prejudice,"", ""result"": ""CLOSE"", ""similarity"": 0.8, ""matched_passage"": ""All that ... has [been] done is to give the defendants their day in court.\u201d 6 Thus, mere delay does not alone constitute prejudice. Rather, \u201cthe plaintiff must show that the delay will result in the loss of evidence, inc""}, {""quote"": ""in the loss of evidence, increased difficulties in discovery, or greater opportunities for fraud or collusion."", ""result"": ""CLOSE"", ""similarity"": 0.79, ""matched_passage"": ""Rather, \u201cthe plaintiff must show that the delay will result in the loss of evidence, increased difficulties in discovery, or greater opportunities for fraud and collusion.\u201d Berthelsen, 907 F.2d at 621. Lacy makes no such showing, however.""}, {""quote"": ""defense sufficient to support a finding on the merits for the defaulting party."", ""result"": ""VERBATIM"", ""similarity"": 1.0, ""matched_passage"": ""not to upset a default judgment if the defendant fails to present a meritorious defense sufficient to support a finding on the merits for the defaulting party. Under title VII, an employee must show that his employer took an adverse employ""}]",CLOSE,"(1) When determining whether to set aside default judgment, the Fifth Circuit directs courts to consider whether (1) the default was willful, (2) the non-defaulting party would be prejudiced, and (3) a meritorious defense has been presented. (2) willfulness turns on intentional failure to respond. (4) ""mere delay does not alone constitute prejudice,"" but prejudice exists where delay results ""in the loss of evidence, increased difficulties in discovery, or greater opportunities for fraud or collusion."" (5) In short, it is not a ""defense sufficient to support a finding on the merits for the defaulting party.""",,,full,,supported,Supported,"When determining whether to set aside default judgment, the Fifth Circuit directs courts to consider whether (1) the default was willful, (2) the non-defaulting party would be prejudiced, and (3) a meritorious defense has been presented. [...] willfulness turns on intentional failure to respond. [...] ""mere delay does not alone constitute prejudice,"" but prejudice exists where delay results ""in the loss of evidence, increased difficulties in discovery, or greater opportunities for fraud or collusion."" In short, it is not a ""defense sufficient to support a finding on the merits for the defaulting party.""","Thus, mere delay does not alone constitute prejudice. Rather, ""the plaintiff must show that the delay will result in the loss of evidence, increased difficulties in discovery, or greater opportunities for fraud and collusion.""","Lacy v. Sitel is a Fifth Circuit decision on setting aside a default judgment for ""good cause"" under Rules 55(c) and 60(b), and it supports each sub-proposition. The opinion adopts the three-factor test verbatim (""whether the default was willful, whether setting it aside would prejudice the adversary, and whether a meritorious defense is presented""), frames willfulness as an ""intentional failure of responsive pleadings,"" states that ""mere delay does not alone constitute prejudice"" with the loss-of-evidence/discovery/fraud formulation, and uses the exact phrase ""meritorious defense sufficient to support a finding on the merits for the defaulting party.""

The only discrepancy is a one-word quote substitution: the opinion reads ""fraud and collusion,"" while the brief quotes ""fraud or collusion."" This is the basis for the CLOSE flag and does not affect the substantive support.",opus/assess-v2
withers-26,96,"Scott v. Carpanzano is inopposite because there, the failure to answer reflected a single negligent omission.","Scott v. Carpanzano, 556 F. App'x 288, 295 (5th Cir. 2014).",,,Yellow,https://www.courtlistener.com/opinion/2651088/rick-scott-v-amer-natl-trust-invst-co/,VERIFIED,,opinions/Rick_Scott_v_Amer_Natl_Trust_Invst_Co.html,,[],[],NO_QUOTES,"Scott v. Carpanzano is inopposite because there, the failure to answer reflected a single negligent omission.",,,fast,,partial,Overstated -- case partially supports,"Scott v. Carpanzano is inopposite because there, the failure to answer reflected a single negligent omission.","While their reliance on Mr. Carpanzano acting with the attorneys he retained may have been negligent, it does not amount to an “ ‘intentional failure’ to respond to litigation.”","The opinion does touch on negligence: as to Ms. Belcastro and Ms. Carpanzano, the court found their reliance on Mr. Carpanzano ""may have been negligent"" but did not rise to an intentional failure to respond, so to that limited extent the brief is engaging with the actual subject matter. But the characterization that the failure to answer ""reflected a single negligent omission"" oversimplifies the holding. The opinion describes ongoing reliance on a family member across the proceedings, not a discrete one-time omission, and it never frames the case around ""a single negligent omission."" More importantly, the controlling defendant, Mr. Carpanzano, was found to have *willfully* defaulted through repeated, intentional conduct (instructing counsel not to appear, ceasing communication), the opposite of negligence, and his default judgment was affirmed on that basis. Reducing this multi-defendant, mixed willful/negligent analysis to ""a single negligent omission"" overstates and flattens what the court actually decided.",opus/assess-v2
withers-28,96,"Mere delay does not alone constitute prejudice, but prejudice exists where delay results in the loss of evidence, increased difficulties in discovery, or greater opportunities for fraud or collusion.","Gen. Tel. Corp. v. Gen. Tel. Answering Serv., 277 F.2d 919, 921 (5th Cir. 1960).",,,,https://www.courtlistener.com/opinion/250849/general-telephone-corporation-v-general-telephone-answering-service/,WRONG_CASE,no party-overlap across cluster/docket/opinion sources,,,[],[],NO_QUOTES,"Mere delay does not alone constitute prejudice, but prejudice exists where delay results in the loss of evidence, increased difficulties in discovery, or greater opportunities for fraud or collusion.",,,,,,,,,,
withers-29,96,"Nor can a fee award substitute for Rule 55(c)'s threshold requirements; it is a discretionary condition available once ""good cause"" is established, not a device to manufacture it.","Hernandez v. Hoolaulima Government Solutions, LLC, No. EP-23-CV-439-KC, 2024 WL 5274525, at *2 (W.D. Tex. Mar. 19, 2024).",,,,,NOT_FOUND,,,,"[""good cause""]",[],NO_OPINION,"Nor can a fee award substitute for Rule 55(c)'s threshold requirements; it is a discretionary condition available once ""good cause"" is established, not a device to manufacture it.",,,,,,,,,,
withers-30,96,"Nor can a fee award substitute for Rule 55(c)'s threshold requirements; it is a discretionary condition available once ""good cause"" is established, not a device to manufacture it.","Rice v. HamiltonDavis Mental Health, Inc., No. 22-cv-397-TSL-RPM, 2023 WL 3746500, at *5 (S.D. Miss. May 31, 2023).",,,Yellow,https://www.courtlistener.com/opinion/9781080/rice-v-hamiltondavis-mental-health-inc/,VERIFIED,"Cited location 2023 WL 3746500 could not be checked: CourtListener lists no citation in the same reporter family for the matched case; Reporter citation 2023 WL 3746500 could not be confirmed (CourtListener has no reporter citations on file for this case), but we identified a likely match.",opinions/Rice_v_HamiltonDavis_Mental_Health_Inc.html,,"[""good cause""]","[{""quote"": ""good cause"", ""result"": ""VERBATIM"", ""similarity"": 1.0, ""matched_passage"": ""Rule 55(c) states, \u201cThe court may set aside an entry of default for good cause, and it may set aside a final default judgment under Rule 60(b).\u201d In this case,""}]",VERBATIM,"Nor can a fee award substitute for Rule 55(c)'s threshold requirements; it is a discretionary condition available once ""good cause"" is established, not a device to manufacture it.",,,full,,partial,Overstated -- case partially supports,"Nor can a fee award substitute for Rule 55(c)'s threshold requirements; it is a discretionary condition available once ""good cause"" is established, not a device to manufacture it.","Considering the lack of prejudice to plaintiff, along with the fact that the event of default ... was attributable to counsel ... and further considering that HamiltonDavis has presented meritorious defenses, the court concludes that the default judgment as to HamiltonDavis should be set aside. However, the court finds that plaintiff's reasonable attorney's fees and costs ... should be borne by defense counsel.","Rice applies the Rule 55(c) ""good cause"" standard and analyzes the three set-aside factors (willfulness, meritorious defense, prejudice) entirely on their own terms before turning to fees. Only after concluding that good cause existed to set aside the default judgment as to HamiltonDavis does the court order that plaintiff's attorney's fees and costs be borne by defense counsel. To that extent the opinion is consistent with the brief's second clause -- the fee award is imposed as a discretionary consequence after good cause is established, not as part of the threshold analysis.

But the opinion never articulates the brief's affirmative principle that a fee award ""cannot substitute for Rule 55(c)'s threshold requirements"" or is ""not a device to manufacture"" good cause. The court was never presented with, and did not address, any argument that fees could be used to satisfy or generate the good-cause showing. The brief draws a normative rule from the sequencing of the court's ruling that the court itself did not state, so the case supports the structure of the proposition while overstating it as a holding on what a fee award cannot do.",opus/assess-v2
withers-32,102,"While the prevailing rate in the district where the court sits is a key factor, it is not the only one in determining how much to award in attorney's fees.","McClain v. Lufkin Indus., Inc., 649 F.3d 374, 381 (5th Cir. 2011).",,,Green,https://www.courtlistener.com/opinion/222706/mcclain-v-lufkin-industries-inc/,VERIFIED,,opinions/McClain_v_Lufkin_Industries_Inc.html,,[],[],NO_QUOTES,"While the prevailing rate in the district where the court sits is a key factor, it is not the only one in determining how much to award in attorney's fees.",,,fast,,supported,Supported,"While the prevailing rate in the district where the court sits is a key factor, it is not the only one in determining how much to award in attorney's fees.",,"The opinion supports this proposition. At page 381 and following, McClain treats the local forum prevailing rate as the presumptive starting point for the lodestar (""reasonable"" rates ""are to be calculated according to the prevailing market rates in the relevant community""; local rates ""set[] a floor for compensation""), but it makes equally clear that this rate is not the sole determinant: the court applies ""the twelve Johnson adjustment factors"" to the lodestar, ""retains discretion to adjust the lodestar and achieve an overall reasonable fee award,"" and in unusual cases where out-of-district counsel are proven necessary uses those counsel's home rates as the starting point instead. The proposition that the local rate is a key factor but not the only one in setting fees is thus directly and accurately grounded in the opinion.",opus/assess-v2
withers-33,102,An attorney's customary billing rate is presumptively reasonable. 'An attorney's requested hourly rate is prima facie reasonable when he requests a rate that is within the range of rates he has charged paying clients for similar work in the recent past.',"La. Power & Light Co. v. Kellstrom, 50 F.3d 319, 328 (5th Cir. 1995).",,,Green,https://www.courtlistener.com/opinion/7017/louisiana-power-light-co-v-kellstrom/,VERIFIED,,opinions/Louisiana_Power_Light_Co_v_Kellstrom.html,,[],[],NO_QUOTES,An attorney's customary billing rate is presumptively reasonable. 'An attorney's requested hourly rate is prima facie reasonable when he requests a rate that is within the range of rates he has charged paying clients for similar work in the recent past.',,,fast,,supported,Paraphrase presented as direct quote,An attorney's customary billing rate is presumptively reasonable. 'An attorney's requested hourly rate is prima facie reasonable when he requests a rate that is within the range of rates he has charged paying clients for similar work in the recent past.',"When an attorney's customary billing rate is the rate at which the attorney requests the lodestar be computed and that rate is within the range of prevailing market rates, the court should consider this rate when fixing the hourly rate to be allowed. When that rate is not contested, it is prima facie reasonable. ... see also Powell, 891 F.2d at 1175 (holding customary billing rate to be prima facie reasonable).","The core proposition is supported. At page 328 the opinion holds that an attorney's customary billing rate is prima facie reasonable, quoting Islamic Center (""When that rate is not contested, it is prima facie reasonable"") and citing Powell as ""holding customary billing rate to be prima facie reasonable.""

The sentence the brief sets off in single quotation marks, however, does not appear in Kellstrom. The opinion anchors prima facie reasonableness to a customary rate that is ""within the range of prevailing market rates"" and is ""not contested"" — not to a rate ""within the range of rates he has charged paying clients for similar work in the recent past."" The substance of the proposition tracks the holding, but the quoted formulation is a recast paraphrase presented as a verbatim quote rather than Kellstrom's actual language.",opus/assess-v2
withers-36,102,"The Supreme Court's caution against billing for purely secretarial tasks in Missouri v. Jenkins, 491 U.S. 274, 288 n.10 (1989), does not extend to essential professional activities, such as emailing or calling a client or reviewing and drafting legal documents.","Missouri v. Jenkins, 491 U.S. 274, 288 n.10 (1989).",,,Green,https://www.courtlistener.com/opinion/112299/missouri-v-jenkins-ex-rel-agyei/,VERIFIED,,opinions/Missouri_v_Jenkins_Ex_Rel_Agyei.html,,[],[],NO_QUOTES,"The Supreme Court's caution against billing for purely secretarial tasks in Missouri v. Jenkins, 491 U.S. 274, 288 n.10 (1989), does not extend to essential professional activities, such as emailing or calling a client or reviewing and drafting legal documents.",,,fast,,supported,Supported,"The Supreme Court's caution against billing for purely secretarial tasks in Missouri v. Jenkins, 491 U.S. 274, 288 n.10 (1989), does not extend to essential professional activities, such as emailing or calling a client or reviewing and drafting legal documents.","Of course, purely clerical or secretarial tasks should not be billed at a paralegal rate, regardless of who performs them. What the court in Johnson v. Georgia Highway Express, Inc. . . . said in regard to the work of attorneys is applicable by analogy to paralegals: ""It is appropriate to distinguish between legal work, in the strict sense, and investigation, clerical work, compilation of facts and statistics and other work which can often be accomplished by non-lawyers . . . . Such non-legal work may command a lesser rate.""","The cited pinpoint (491 U.S. at 288, footnote 10) is exactly where this distinction lives: the Court cautions that ""purely clerical or secretarial tasks should not be billed at a paralegal rate,"" while expressly contrasting that with compensable ""legal work, in the strict sense"" and substantive paralegal tasks the same footnote lists (e.g., factual investigation, document production, checking citations, and ""drafting correspondence""). The brief's proposition — that the secretarial-task caution does not reach essential professional/legal activities — faithfully captures the footnote's line between non-compensable clerical work and compensable professional work.

The brief's specific illustrations (emailing or calling a client, reviewing and drafting legal documents) are not all named verbatim in the opinion, but they are reasonable instances of the ""legal work"" side of the distinction the footnote draws, so the gloss does not overstate the holding.",opus/assess-v2
withers-37,102,"""It would be inconsistent with the purpose of the fee-shifting statute to dilute a fees award by refusing to compensate the attorney for the time reasonably spent in establishing and negotiating his rightful claim to the fee.""","Cruz v. Hauck, 762 F.2d 1230, 1233-34 (5th Cir. 1985).",,,Yellow,https://www.courtlistener.com/opinion/452982/fred-a-cruz-and-mrs-frances-t-freeman-cruz-movant-appellant-v-wb/,VERIFIED,,opinions/Fred_A_Cruz_and_Mrs_Frances_T_Freeman_Cruz_Movant-Appellant_v_W_B_Bill_Hauck_Sheriff_of_Bexar_County_Texas_Defendants.html,,"[""It would be inconsistent with the purpose of the fee-shifting statute to dilute a fees award by refusing to compensate the attorney for the time reasonably spent in establishing and negotiating his rightful claim to the fee.""]","[{""quote"": ""It would be inconsistent with the purpose of the fee-shifting statute to dilute a fees award by refusing to compensate the attorney for the time reasonably spent in establishing and negotiating his rightful claim to the fee."", ""result"": ""FABRICATED"", ""similarity"": 0.4, ""matched_passage"": ""We further hold that the district court made insufficient findings to support its holding that the motion was untimely filed. III. The Plaintiffs\u2019 supplemental motion was accompanied by detailed affidavits of the Plaintiffs\u2019 attorneys. The affidavits reveal that most of the attorney time for which the supplemental award was requested was spent reviewing and replying to the Defendant\u2019s objections to the original fee claim and complying with the court\u2019s""}]",FABRICATED,"""It would be inconsistent with the purpose of the fee-shifting statute to dilute a fees award by refusing to compensate the attorney for the time reasonably spent in establishing and negotiating his rightful claim to the fee.""",Yellow,,full,,supported,Paraphrase presented as direct quote,It would be inconsistent with the purpose of the fee-shifting statute to dilute a fees award by refusing to compensate the attorney for the time reasonably spent in establishing and negotiating his rightful claim to the fee.,It is settled that a prevailing plaintiff is entitled to attorney's fees for the effort entailed in litigating a fee claim and securing compensation. ... The time spent so replying is compensable under § 1988. To hold otherwise would dilute the fee award and be inconsistent with the purposes of § 1988.,"Cruz v. Hauck supports the proposition's substance. At page 1234 the court holds that a prevailing plaintiff is entitled to fees for time spent litigating and establishing a fee claim, and that to deny such compensation ""would dilute the fee award and be inconsistent with the purposes of § 1988"" — which is precisely the principle the brief attributes to the case.

The quotation marks are the only problem. The brief presents a polished sentence as a verbatim quote, but those exact words do not appear in the opinion; the court's actual language is shorter and speaks of ""litigating"" rather than ""negotiating"" a fee claim. The principle is accurately captured, so the proposition is supported on substance even though the quote itself is fabricated.",opus/assess-v2
withers-38,105,"""A genuine issue of material fact exists when the evidence is such that a reasonable jury could return a verdict for the non-moving party.""","Anderson v. Liberty Lobby, Inc., 477 U.S. 242, 248 (1986).",,,Yellow,https://www.courtlistener.com/opinion/111719/anderson-v-liberty-lobby-inc/,VERIFIED,,opinions/Anderson_v_Liberty_Lobby_Inc.html,,"[""A genuine issue of material fact exists when the evidence is such that a reasonable jury could return a verdict for the non-moving party.""]","[{""quote"": ""A genuine issue of material fact exists when the evidence is such that a reasonable jury could return a verdict for the non-moving party."", ""result"": ""CLOSE"", ""similarity"": 0.73, ""matched_passage"": ""More important for present purposes, summary judgment will not lie if the dispute about a material fact is \u201cgenuine,\u201d that is, if the evidence is such that a reasonable jury could return a verdict for the nonmoving party. In First National Bank of Arizona v. Cities Service Co., 391 U. S.""}]",CLOSE,"""A genuine issue of material fact exists when the evidence is such that a reasonable jury could return a verdict for the non-moving party.""",Yellow,,full,,supported,Reworded -- not a verbatim quote,A genuine issue of material fact exists when the evidence is such that a reasonable jury could return a verdict for the non-moving party.,"More important for present purposes, summary judgment will not lie if the dispute about a material fact is ""genuine,"" that is, if the evidence is such that a reasonable jury could return a verdict for the nonmoving party.","The opinion squarely supports this proposition: at page 248 the Court frames the ""genuine"" dispute standard as whether ""the evidence is such that a reasonable jury could return a verdict for the nonmoving party,"" which is the canonical Anderson formulation the brief invokes.

The substance is accurate, but the sentence is presented as a verbatim quotation and is not one. The Court's actual phrasing is framed negatively — ""summary judgment will not lie if the dispute about a material fact is 'genuine,' that is, if the evidence is such that a reasonable jury could return a verdict for the nonmoving party"" — whereas the brief recasts the opening clause affirmatively as ""A genuine issue of material fact exists when..."" The operative tail tracks the opinion closely (the brief writes ""non-moving"" for the opinion's ""nonmoving""), so the rewording is presentational rather than substantive.",opus/assess-v2
withers-39,105,The court must view all evidence and draw all reasonable inferences in the light most favorable to the nonmoving party.,"Matsushita Elec. Indus. Co. v. Zenith Radio Corp., 475 U.S. 574, 587 (1986).",,,Green,https://www.courtlistener.com/opinion/111620/matsushita-electric-industrial-co-ltd-v-zenith-radio-corporation/,VERIFIED,,opinions/Matsushita_Electric_Industrial_Co_Ltd_v_Zenith_Radio_Corporation.html,,[],[],NO_QUOTES,The court must view all evidence and draw all reasonable inferences in the light most favorable to the nonmoving party.,,,fast,,supported,Supported,The court must view all evidence and draw all reasonable inferences in the light most favorable to the nonmoving party.,"Respondents correctly note that ""[o]n summary judgment the inferences to be drawn from the underlying facts . . . must be viewed in the light most favorable to the party opposing the motion.""","At the pinpoint page (475 U.S. at 587-588), the Matsushita opinion endorses this summary-judgment standard, stating that respondents ""correctly note"" that inferences drawn from the underlying facts must be viewed in the light most favorable to the party opposing the motion (quoting United States v. Diebold, Inc., 369 U.S. 654, 655 (1962)). The proposition is directly and accurately supported. The only nuance — not enough to downgrade this general procedural statement — is that the very next sentence cautions that ""antitrust law limits the range of permissible inferences from ambiguous evidence in a § 1 case,"" a qualification specific to the antitrust merits rather than the baseline standard the brief invokes.",opus/assess-v2
withers-41,105,"Mississippi courts have long held that a bill of exceptions statutory appeal is limited to challenges of a board's quasi-judicial or legislative actions, not its ministerial or administrative functions.","City of Madison v. Bryan, 763 So. 2d 162, 166 (Miss. 2000).",,,Red,https://www.courtlistener.com/opinion/1689297/city-of-madison-v-bryan/,VERIFIED,,opinions/City_of_Madison_v_Bryan.html,,[],[],NO_QUOTES,"Mississippi courts have long held that a bill of exceptions statutory appeal is limited to challenges of a board's quasi-judicial or legislative actions, not its ministerial or administrative functions.",,,fast,,unsupported,Not supported by cited case,"Mississippi courts have long held that a bill of exceptions statutory appeal is limited to challenges of a board's quasi-judicial or legislative actions, not its ministerial or administrative functions.",Each instance was clearly a separate legislative act by the City. ... [E]ach bill of exception is a separate distinct legislative act of the City.,"City of Madison v. Bryan is a standing-and-mootness decision arising from a bill of exceptions appeal of a municipal permit denial. It does not address the scope limitation the brief asserts. The majority resolves the appeal by holding that Bryan lacked standing because he had no valid option or interest in the property when he filed his bill of exceptions, that the controversy was therefore moot, and that the circuit court's Rule 11 attorney's-fee award must be reversed for lack of sufficient findings and authority.

The opinion does use the vocabulary of the proposition in passing, characterizing the City's actions and ""each bill of exception"" as a ""legislative act of the City."" But it uses that phrase descriptively, not as a rule defining what may be appealed. Nowhere does the opinion hold — or even discuss — that a bill of exceptions statutory appeal is confined to quasi-judicial or legislative actions and excludes ministerial or administrative functions. That quasi-judicial/legislative versus ministerial/administrative distinction, which is the core of the brief's proposition, does not appear in the case, so the citation attributes a principle the opinion never adopted.",opus/assess-v2
withers-42,105,"As the Mississippi Court of Appeals has explained, the statute ""was not intended to be a vehicle for the litigation of a simple common law action for damages against a municipality.""","City of Grenada v. Harrelson, 84 So. 3d 35, 38 (Miss. Ct. App. 2012).",,,,,NOT_FOUND,,,,"[""was not intended to be a vehicle for the litigation of a simple common law action for damages against a municipality.""]",[],NO_OPINION,"As the Mississippi Court of Appeals has explained, the statute ""was not intended to be a vehicle for the litigation of a simple common law action for damages against a municipality.""",,,,,,,,,,
withers-43,105,"The statute of limitations is an affirmative defense, and the City bears the burden of proving every element of that defense.","Crittendon v. State Farm Mut. Auto. Ins. Co., 99 So. 3d 751, 755 (Miss. 2012).",,,,https://www.courtlistener.com/opinion/5063352/watts-v-watts/,WRONG_CASE,no party-overlap across cluster/docket/opinion sources,,,[],[],NO_QUOTES,"The statute of limitations is an affirmative defense, and the City bears the burden of proving every element of that defense.",,,,,,,,,,
withers-44,105,"Under Mississippi law, the question of when a plaintiff should have discovered an injury through the exercise of reasonable diligence is an issue of fact to be decided by a jury.","Stringer v. Trapp, 30 So. 3d 339, 342 (Miss. 2010).",,,Yellow,https://www.courtlistener.com/opinion/1556407/stringer-ex-rel-stringer-v-trapp/,VERIFIED,,opinions/Stringer_Ex_Rel_Stringer_v_Trapp.html,,[],[],NO_QUOTES,"Under Mississippi law, the question of when a plaintiff should have discovered an injury through the exercise of reasonable diligence is an issue of fact to be decided by a jury.",,,fast,,partial,Overstated -- case partially supports,"Under Mississippi law, the question of when a plaintiff should have discovered an injury through the exercise of reasonable diligence is an issue of fact to be decided by a jury.","[O]ccasionally the question of whether the suit is barred by the statute of limitations is a question of fact for the jury; however, as with other putative fact questions, the question may be taken away from the jury if reasonable minds could not differ as to the conclusion.","Stringer does address whether the limitations/discovery question is a jury issue: it observes that the discovery-rule inquiry ""often turns on the factual determination of 'what the plaintiff knew and when,'"" and that the limitations question can be ""a question of fact for the jury."" But the opinion frames this as a conditional, not the categorical rule the brief asserts. The court says the question is ""[o]ccasionally"" one for the jury, and expressly adds that ""the question may be taken away from the jury if reasonable minds could not differ as to the conclusion"" — which is exactly how summary judgment can still be entered on limitations grounds.

The brief drops those qualifiers and presents the proposition as an unconditional rule that the reasonable-diligence/discovery question ""is an issue of fact to be decided by a jury."" That overstates the holding; the opinion supports the topic but expressly preserves the court's power to resolve the issue as a matter of law when reasonable minds could not differ, making this partial rather than full support.",opus/assess-v2
