id,proposition_id,answer_cluster_id,model_name,raw_response,parse_status,answered_cite_string,cite_resolved_real,name_match_score,run_id,answered_at
66,102ea8dd8dab275da19d5c94b68ead58edbb474095990bbd6ee42c594f26ddfb,7350293,sonnet-4.6,"Gonzalez v. Thaler, 565 U.S. 134 (U.S. 2012)",parsed,,1,,v1,2026-05-04T04:00:16Z
67,feb36569b9ad483ab129c0dc0f7d6003dbe324d21320bab1c6fec4c4030fbf71,9009470,sonnet-4.6,"Greyhound Exhibitgroup, Inc. v. E.L.U.L. Realty Corp., 973 F.2d 155 (2d Cir. 1992)",parsed,,1,,v1,2026-05-04T04:00:16Z
68,bd0f5114755ce53163ac88f1ed18a7fe9eaee04f2938c23a96e60e661ac6fbfd,4471245,sonnet-4.6,"Jennings v. Rodriguez, 583 U.S. 281 (2018)",parsed,,1,,v1,2026-05-04T04:00:16Z
69,d22fb40ba7c700594644889246b3d973df7399dc16a08342874eb25fc4ef298f,,sonnet-4.6,UNKNOWN,unknown,,0,,v1,2026-05-04T04:00:16Z
70,3518777e2d82498a0edaa086c661fff3360843a151dc947c43e32c676526cc6d,108263,sonnet-4.6,"Younger v. Harris, 401 U.S. 37 (U.S. 1971)",parsed,,1,,v1,2026-05-04T04:00:16Z
71,0f97470370d9854804525561c8e410b733d3712ba1d50e4641b4c4e6d2b7b695,30544,sonnet-4.6,"Frank v. Barnhart, 326 F.3d 618 (5th Cir. 2003)",parsed,,1,,v1,2026-05-04T04:00:16Z
72,43e68b88109d0043b577a46ec4fe27d6a1d8e6dfe135a707836b64fce4e4028c,,sonnet-4.6,UNKNOWN,unknown,,0,,v1,2026-05-04T04:00:16Z
73,91b1a789c9fc6b9f01fc58d56a973c6d057458fdf64238b7529e68b53c615c76,,sonnet-4.6,UNKNOWN,unknown,,0,,v1,2026-05-04T04:00:16Z
74,13e05b1e340f45de260289af880fe78649d16b6512a6bf202385b3ba98627196,112254,sonnet-4.6,"Neitzke v. Williams, 490 U.S. 319 (U.S. 1989)",parsed,,1,,v1,2026-05-04T04:00:16Z
75,9749542a5facc9fae335aa821c374245935cd15ff056452a61f0c576fd4f023e,,sonnet-4.6,UNKNOWN,unknown,,0,,v1,2026-05-04T04:00:16Z
76,8be907e6e9ed8f478526ef002aade30c071a723836ca4309dd2fb20f0a7594d5,,sonnet-4.6,UNKNOWN,unknown,,0,,v1,2026-05-04T04:00:16Z
77,b585892f17c749f0fc02990fe6ee013b35de245f9ec681aed071b53932eb202f,,sonnet-4.6,UNKNOWN,unknown,,0,,v1,2026-05-04T04:00:16Z
78,24c3a01b0de725f17de352304ebbae61f6d9fd1dd0a4ebd3654e4bb52e557af8,,sonnet-4.6,UNKNOWN,unknown,,0,,v1,2026-05-04T04:00:16Z
79,1b4c45e3cad5e8dcb645e17294bc7c253d9b061ebe18b9e0c7096fc375b9d0c6,112254,sonnet-4.6,UNKNOWN,parsed,,1,,v1,2026-05-04T04:00:16Z
80,d8014ae28a792a98f09a98dc872a54a663060c00b2cb5777b718e27f8d6aceba,,sonnet-4.6,UNKNOWN,unknown,,0,,v1,2026-05-04T04:00:16Z
81,323a6a1c1bf71ec9a310186d4ec035ff8492188a5eec846d84692a5980f9fb72,,sonnet-4.6,UNKNOWN,unknown,,0,,v1,2026-05-04T04:00:16Z
82,a5735298cf9d8d12d0b56feeb9c057537ad736f94b9518f7afa4a6aff6b86e89,111722,sonnet-4.6,"Giannullo v. City of New York, 322 F.3d 139 (2d Cir. 2003)",parsed,,1,,v1,2026-05-04T04:00:16Z
83,7bc64b37a4bf9da5962f2ef06f73b0e251231b077c904f6cbb3f0851ab87d92e,111630,sonnet-4.6,"City of Los Angeles v. Heller, 475 U.S. 796 (U.S. 1986)",parsed,,1,,v1,2026-05-04T04:00:16Z
84,3a2083d9ee96ffb06d9d917e0ccbf154b8ba1752814ff75106650432d348dca6,,sonnet-4.6,UNKNOWN,unknown,,0,,v1,2026-05-04T04:00:16Z
85,c2b94fd6a4854296022772550c2ec9b7d775c38c62fb5af32a18a749bc521593,,sonnet-4.6,UNKNOWN,unknown,,0,,v1,2026-05-04T04:00:16Z
86,84ed0ad2f123107cee0c8575f4b2bd596c602e2918a70ab064055373f0d8d852,,sonnet-4.6,,unknown,,0,,v1,2026-05-04T04:00:16Z
87,76ebe38e49ce9390678bbb9ff815dddcd2e2b7aa9b985a24e49ab942b429e43d,,sonnet-4.6,UNKNOWN,unknown,,0,,v1,2026-05-04T04:00:16Z
88,518ac1761f1b52b400dc16b8dae2bc8ee35fc3aa67213c3fbcb2c62777c6cd32,107200,sonnet-4.6,"United Mine Workers of America v. Gibbs, 383 U.S. 715 (U.S. 1966)",parsed,,1,,v1,2026-05-04T04:00:16Z
89,e5953e528e8b0faaeb58ab359ff679a5996882fafd868b50b64fce68141ea125,,sonnet-4.6,UNKNOWN,unknown,,0,,v1,2026-05-04T04:00:16Z
90,ced06db14eacc3825e651bc8b47b771ea927f9c970d44c3b7b7b81902687904e,,sonnet-4.6,UNKNOWN,unknown,,0,,v1,2026-05-04T04:00:16Z
91,9dd70ea860a729b4fc83dc0fa7ed12223621fced08f764c1a5ee9cfffe776b2d,790952,sonnet-4.6,"The research tools weren't authorized. Answering from legal knowledge:

Greeno v. Daley, 414 F.3d 645 (7th Cir. 2005)",parsed,,1,,v1,2026-05-04T04:00:16Z
92,3efeeb607ae1f07df19b4a587f84931d4909256774b51a6b33c2aa17a44d44a0,7064021,sonnet-4.6,UNKNOWN,parsed,,1,,v1,2026-05-04T04:00:16Z
93,c84a3993372d9633f16d51ccce2077db63ef8a4f899f8f98d7d580b20ee2d55e,,sonnet-4.6,UNKNOWN,unknown,,0,,v1,2026-05-04T04:00:16Z
94,ff446043934e506cdb8f4c0daa0641dac8c5b60e5736d197b7d4fda6a75fcf15,786891,sonnet-4.6,"Eternity Global Master Fund Ltd. v. Morgan Guar. Trust Co. of N.Y., 375 F.3d 168 (2d Cir. 2004)",parsed,,1,,v1,2026-05-04T04:00:16Z
95,30d3bae2ec3983bd1cf549f9bd38d405b2c723360f4866e1c5f6350e8bea28f4,781230,sonnet-4.6,"Golembiewski v. Barnhart, 322 F.3d 912 (7th Cir. 2003)",parsed,,1,,v1,2026-05-04T04:00:16Z
96,3fa794ac6b825307292d9308dfae9aaf9068175a027d9619dcdd9c7c441da4c2,112747,sonnet-4.6,"Lujan v. Defenders of Wildlife, 504 U.S. 555 (U.S. 1992)",parsed,,1,,v1,2026-05-04T04:00:16Z
97,8f1b961a35509bcbae7b729a9b792ec1bb5d3faac2ca538b48c81f44b33c3a44,583649,sonnet-4.6,"Mitchell v. Toledo Hospital, 964 F.2d 577 (6th Cir. 1992)",parsed,,1,,v1,2026-05-04T04:00:16Z
98,2d2035045fdb1cf8acc053d433ff39ddf99cd579a93d0cfe8d1e8795a7a78a68,,sonnet-4.6,UNKNOWN,unknown,,0,,v1,2026-05-04T04:00:16Z
99,800b2f76f1792bcb104ffb57488c9c50bdc72f9fe1e5067fbb25a2851276a7a8,,sonnet-4.6,UNKNOWN,unknown,,0,,v1,2026-05-04T04:00:16Z
100,17d235a3d9d2f6d2b7024b00d158de380ff66ee225acb5acd5caf13138c7b479,,sonnet-4.6,UNKNOWN,unknown,,0,,v1,2026-05-04T04:00:16Z
101,b46c356ab2fc86be4be270ca33bb28dd9fd5e4756e37ee924617bec9daf154da,8975865,sonnet-4.6,"Valandingham v. Bojorquez, 866 F.2d 1135 (9th Cir. 1989)",parsed,,1,,v1,2026-05-04T04:00:16Z
102,eac5c6e65a653d946aeba84b6525b5fe0c8efd042269115ff29f802321af12f4,470080,sonnet-4.6,"Costlow v. Weeks, 790 F.2d 1486 (9th Cir. 1986)",parsed,,1,,v1,2026-05-04T04:00:16Z
103,c616e28046a98ae4a100300ad7fe3f5ee815319a720877c9dfb95f148098ebd1,,sonnet-4.6,UNKNOWN,unknown,,0,,v1,2026-05-04T04:00:16Z
104,e36d4120a8e73186c39bb6fe24084fb6ea3f223035e91b91568340c7a77bf01f,,sonnet-4.6,UNKNOWN,unknown,,0,,v1,2026-05-04T04:00:16Z
105,23ce9b8f5ebc1bd72295d24183d109bb1b29794f9e11b271a5c1b64f3e15cc6b,,sonnet-4.6,UNKNOWN,unknown,,0,,v1,2026-05-04T04:00:16Z
106,fe244b872e50620eb1522405996b511fffaf78da3882d8b214e713271132a15b,,sonnet-4.6,UNKNOWN,unknown,,0,,v1,2026-05-04T04:00:16Z
107,8da5a869cda0071cb440668b4305e24296cd2eea7280d0e3da74606fc7b8c43a,8438243,sonnet-4.6,"Educadores PuertorriqueÃ±os en AcciÃ³n v. HernÃ¡ndez, 367 F.3d 61 (1st Cir. 2004)",parsed,,0,,v1,2026-05-04T04:00:16Z
108,48bbe437e1d56638c3aeecd121380ef61d7f7893aa15527601209119ebf95d84,8921487,sonnet-4.6,"Opoka v. INS, 94 F.3d 392 (7th Cir. 1996)",parsed,,1,,v1,2026-05-04T04:00:16Z
109,dc40866e30e65551fd6b39c2a61c339819985947377585ae45fa7a9cb0c41aaa,,sonnet-4.6,UNKNOWN,unknown,,0,,v1,2026-05-04T04:00:16Z
110,aea14c8a89731c62e709e885ac13cfe277c423dc33e608c20794c08ae2eb2c4f,,sonnet-4.6,UNKNOWN,unknown,,0,,v1,2026-05-04T04:00:16Z
111,577e8226c535393bc0e734484b2f923a848efa80ae58dc83cac8ff5fe22db433,112747,sonnet-4.6,"*Lujan v. Defenders of Wildlife*, 504 U.S. 555 (U.S. 1992)",parsed,,1,,v1,2026-05-04T04:00:16Z
112,3fc543b68cf25b96c67cd89877cebf9c7c97c7d60290b73d7072f6eb973d2d79,,sonnet-4.6,UNKNOWN,unknown,,0,,v1,2026-05-04T04:00:16Z
113,b3a2bd4220241e3d977fa25a53d8c7b6c33222c863439c27224346cb7be433ce,,sonnet-4.6,UNKNOWN,unknown,,0,,v1,2026-05-04T04:00:16Z
114,e5bb5f3d3df32181b169ed7553e2f1212cbaf73f46894844798dcb2e6a57c818,,sonnet-4.6,UNKNOWN,unknown,,0,,v1,2026-05-04T04:00:16Z
115,7bb6d9d745602fd6ecaa7ea9c3705014113290ce9d7b5c2456884a30270698dc,8936888,sonnet-4.6,"Telecommunications Research & Action Center v. FCC, 750 F.2d 70 (D.C. Cir. 1984)",parsed,,0,,v1,2026-05-04T04:00:16Z
116,ea52132132ea6c11eedba48733a7cc398233cb1db385c9196a4ebc6567430384,,sonnet-4.6,UNKNOWN,unknown,,0,,v1,2026-05-04T04:00:16Z
117,6a9567ea88065279f679e8123e3215438bb5eb8308046f4ce21ecfdf5853e99b,,sonnet-4.6,UNKNOWN,unknown,,0,,v1,2026-05-04T04:00:16Z
118,d3faf5940ada2a6d348f79889a3ed4926cf4f172b7b1347e9b72aeeccb6dc219,,sonnet-4.6,UNKNOWN,unknown,,0,,v1,2026-05-04T04:00:16Z
119,91650d481b601a502f240c3dad259b10c739627bf9c5b317f415b0a6180597ea,,sonnet-4.6,UNKNOWN,unknown,,0,,v1,2026-05-04T04:00:16Z
120,14277048ff65f4d88dee311ecbb4ee58fd7270f09535fcc8a62960bc62056583,,sonnet-4.6,UNKNOWN,unknown,,0,,v1,2026-05-04T04:00:16Z
121,98005864db8e7d2c56b18428bbca54a555e3a603648a1fbfb498972528cb9c48,,sonnet-4.6,UNKNOWN,unknown,,0,,v1,2026-05-04T04:00:16Z
122,82038fdfe794c482e6c59c2a56b4ad3da8051029edc4608f1d539fe3aa4f3701,,sonnet-4.6,UNKNOWN,unknown,,0,,v1,2026-05-04T04:00:16Z
123,a5abcd3928fb172ffea3248b2aca84c424ce9a6e147237db6f8cde1aab148852,613874,sonnet-4.6,"Haley v. City of Boston, 657 F.3d 39 (1st Cir. 2011)",parsed,,1,,v1,2026-05-04T04:00:16Z
124,4652e789013f3fe8bee1edef15d191cf64d02368b6e40650d591658d5792540e,529278,sonnet-4.6,"Quaker State Oil Refining Corp. v. Garrity Oil Co., 884 F.2d 1510 (1st Cir. 1989)",parsed,,1,,v1,2026-05-04T04:00:16Z
125,8d785772866c7f694930d78a3f881ab73576909c431e065694888c13b861d4a3,2672209,sonnet-4.6,"Lexmark International, Inc. v. Static Control Components, Inc., 572 U.S. 118 (U.S. 2014)",parsed,,1,,v1,2026-05-04T04:00:16Z
126,3425b2ef4e86bc0eee92e86e16e703edd09eedf89cf60df635365f4dbbe99ad2,,sonnet-4.6,UNKNOWN,unknown,,0,,v1,2026-05-04T04:00:16Z
127,6125df429db7ab3b462d329f98b9a8cefe4bdff55b2b7ce78ea661475b49bdf6,725103,sonnet-4.6,"Opoka v. INS, 94 F.3d 392 (7th Cir. 1996)",parsed,,1,,v1,2026-05-04T04:00:16Z
128,c39576376bd499c3aedc48c82ff46036f3ee5ddb31e359fc5e5b7dc7953f3ab0,,opus-4.7,UNKNOWN,unknown,,0,,v1,2026-05-04T04:00:16Z
129,dc28c311fcf8a4da61515f479f9bcecd6458926319a30f9a9644c78d4373c9af,7100340,opus-4.7,"Sprewell v. Golden State Warriors, 266 F.3d 979 (9th Cir. 2001)",parsed,,1,,v1,2026-05-04T04:00:16Z
130,b8a6363c1c067004bf070fe4b819bcfb0f0db0e1414a67aa519241e56ec1e8cf,,opus-4.7,UNKNOWN,unknown,,0,,v1,2026-05-04T04:00:16Z
131,9653bbe40e0a8031fb6b667f2d0970cf435a4466fd4ea3dfd1879fbf0c05c2b4,109282,opus-4.7,"Calmar Oil Co. v. Hall, 422 U.S. 1, 95 S. Ct. 2056 (1975)

UNKNOWN",parsed,,0,,v1,2026-05-04T04:00:16Z
132,aef98c458b963b2bfe4a515d5d7eaa9c33ec8e9fda2bbb4e068f69d7bc7e429e,152519,opus-4.7,"United States v. Green, 617 F.3d 233 (3d Cir. 2010)",parsed,,1,,v1,2026-05-04T04:00:16Z
