id,proposition_id,candidate_cluster_id,verdict,assessor_model,assessor_prompt_version,opinion_window_chars,confidence,reasoning_excerpt,source,run_id,assessed_at
11,c39576376bd499c3aedc48c82ff46036f3ee5ddb31e359fc5e5b7dc7953f3ab0,111863,red,opus-4.7,v1,20000,,"Tison addresses Eighth Amendment proportionality of the death penalty for non-triggerman felony-murder accomplices, not the historical entrenchment of the felony murder rule itself.",model_answer,v1,2026-05-04T04:00:17Z
12,9653bbe40e0a8031fb6b667f2d0970cf435a4466fd4ea3dfd1879fbf0c05c2b4,367193,yellow,opus-4.7,v1,20000,,"The case discusses district court discretion over supersedeas bonds but emphasizes the usual requirement of a full bond and places the burden on the movant to justify departure, so it only partially supports the broad proposition of unfettered discretion.",model_answer,v1,2026-05-04T04:00:17Z
13,87f60a2cd2c7bf86f41e3886dfdfe511dc409f995b29f75870cc0bdd89486578,110330,yellow,opus-4.7,v1,20000,,"The opinion discusses patent rights and the right to exclude in the contributory infringement context, but the excerpt does not articulate the broad proposition that the essential attribute of a patent is the right to exclude competitors from infringement.",model_answer,v1,2026-05-04T04:00:17Z
14,e56c8d2d47d6385240bc80db96eea7c3d2206489f9f95472a0cc15a8a1feef94,145814,green,opus-4.7,v1,20000,,"Moore expressly leaves open whether the Fourth Amendment requires the offense to be committed 'in the presence' of the officer, noting that the Court has only addressed in-presence arrests and need not decide otherwise.",model_answer,v1,2026-05-04T04:00:17Z
15,f1a0639fc050d29a84185593300100b30aae65cd16a150609e7f71d912b12c77,8824721,red,opus-4.7,v1,20000,,"The excerpt addresses whether a threat made in jest is punishable, not whether a conditional threat qualifies as a threat under the statute.",model_answer,v1,2026-05-04T04:00:17Z
16,298a16b6a93d917dc43063d73f2794fa551983d7d46e2ef822abf94b19bca679,118074,red,opus-4.7,v1,20000,,The excerpt addresses Rule 403 balancing and stipulation to a prior conviction; it does not discuss limiting the Government's elicited details plus a precautionary limiting instruction as safeguards.,model_answer,v1,2026-05-04T04:00:17Z
17,b39aa6b4d7fc3d4ff232df540df322444a3cb39f1251d34723f6706a12615672,145875,green,opus-4.7,v1,20000,,"Iqbal is a Rule 12(b)(6) motion-to-dismiss case in which the Supreme Court evaluated the sufficiency of the complaint, directly supporting the proposition.",model_answer,v1,2026-05-04T04:00:17Z
18,1ec3a31457dd371ea7a189b80b2ccb939a5ae0581ba831e8f8b8c54336ea9788,8443303,green,opus-4.7,v1,20000,,"The opinion contains the exact quoted language about no legal basis for retaining the fine and addresses only the paid fine and special assessment, with no restitution having been ordered.",model_answer,v1,2026-05-04T04:00:17Z
19,8de4872a33c8753979008a26ea24b89460b517016cce1efa210330d4953529b9,109042,green,opus-4.7,v1,20000,,"Blackledge v. Perry establishes the prosecutorial vindictiveness doctrine, holding due process bars prosecutors from penalizing a defendant for invoking a legally protected right (there, statutory right to appeal).",model_answer,v1,2026-05-04T04:00:17Z
20,fea6a051c4c7878aff74ef45b31295ef549453b700b729a34574a80eb598280e,10600092,green,opus-4.7,v1,20000,,The proposition is a near-verbatim quote of the Court's holding in Smith v. Spizzirri.,model_answer,v1,2026-05-04T04:00:17Z
21,0f80531300bb53d210bd372d4d70ab848d63d1caf6edd4f52ad8fa2a6adbc7d4,145756,green,opus-4.7,v1,20000,,"Wallace v. Kato expressly holds that the accrual date of a Â§ 1983 cause of action is a question of federal law, directly supporting the proposition.",model_answer,v1,2026-05-04T04:00:17Z
22,ab1c62bbd040495d3a5d02f28c28b97aa3d6a452cd6f9f9bbbf6ccc0f0e1e1ec,145928,green,opus-4.7,v1,20000,,Winter expressly lists likelihood of success on the merits as one of the four factors a plaintiff must establish to obtain a preliminary injunction.,model_answer,v1,2026-05-04T04:00:17Z
23,9619a474e9102248315423cd47457905775d02ff7abf55e4bc15666ab5992ce2,613266,yellow,opus-4.7,v1,20000,,"Cervantes affirms dismissal without leave to amend on futility grounds, but the futility there concerned fraud/MERS pleading deficiencies rather than a time-barred claim, so it only loosely supports the specific proposition about time-bar futility.",model_answer,v1,2026-05-04T04:00:17Z
24,59e56aa9f94bca8b75a59c1099066e7620a6a89d17b017988074ed7831ced450,8440877,green,opus-4.7,v1,20000,,The opinion expressly holds that 'serious questions going to the merits' and a hardship balance tipping sharply toward the plaintiff can support an injunction when the other two Winter elements are met.,model_answer,v1,2026-05-04T04:00:17Z
25,44b931260e3b08348e9f2f15264f4a827dec1502509454c6956b3c28136b923f,7079981,green,opus-4.7,v1,20000,,"The opinion explicitly states the quoted standard, holding that a district court should grant leave to amend unless the pleading could not possibly be cured by the allegation of other facts.",model_answer,v1,2026-05-04T04:00:17Z
26,636da398d991ffc8bd8b85ffb7a80520e89acc2d3f4bba823e2c992a93437250,145875,green,opus-4.7,v1,20000,,Iqbal directly contains the quoted language about threadbare recitals and legal conclusions couched as factual allegations not being accepted as true.,model_answer,v1,2026-05-04T04:00:17Z
27,f717d55b43fd9efb89e26b147f4d3a5815177897eba98cf62cf4cbc505f8465a,8438370,green,opus-4.7,v1,20000,,"The opinion contains the exact quoted language stating that absent an applicable federal statute, the district court applies the law of the state in which it sits.",model_answer,v1,2026-05-04T04:00:17Z
28,137fc0a1fe50082f43efe017967e21f41a576fa3231c28dc88dc702a89467c02,2649076,green,opus-4.7,v1,20000,,Daimler explicitly states that the paradigm all-purpose forums for general jurisdiction over a corporation are its place of incorporation and principal place of business.,model_answer,v1,2026-05-04T04:00:17Z
29,251abe14ebdbeda8c55fcbc99fff03c1abb80d4a0191b9e2127b34e756d12a62,8921487,green,opus-4.7,v1,20000,,"The opinion expressly states federal courts may take notice of proceedings in other courts if those proceedings have a direct relation to matters at issue, matching the proposition verbatim.",model_answer,v1,2026-05-04T04:00:17Z
30,bd63056ef2111c1f24dcfcd70335495cebf8f1ef03777545d11efffb3a15109f,1323423,red,opus-4.7,v1,20000,,"The case discusses the federal discovery rule for civil rights claim accrual, not California's discovery rule of tolling as the proposition asserts.",model_answer,v1,2026-05-04T04:00:17Z
31,8ff3cf63e235573f017de708756c234894385f5bf0d3535663d1d10c97576aad,10600098,yellow,opus-4.7,v1,20000,,Muldrow confirms Title VII covers terms/conditions discrimination but requires showing some harm to an identifiable term/condition; the proposition omits this harm requirement and overstates the holding.,model_answer,v1,2026-05-04T04:00:17Z
32,4f9d3d44e7c20ccbe3c4bc56efa3befd50a131a02d9658956bf54e648f21795a,145885,green,opus-4.7,v1,20000,,"Shinseki v. Sanders holds that harmless-error review applies in VA administrative proceedings and that notice errors do not require reversal absent prejudice to substantial rights, directly supporting the proposition.",model_answer,v1,2026-05-04T04:00:17Z
33,d4c6e721bc367bc485b5035ec473117f42678c9f09d10875e51983a864652467,706097,green,opus-4.7,v1,20000,,"Gamble explicitly holds that disability benefits cannot be denied because a claimant cannot afford prescribed treatment or a needed medical device, directly supporting the proposition.",model_answer,v1,2026-05-04T04:00:17Z
34,8f7a73a01a54e0d9480c7b87e8e772b3037da6b6ee821d2bf5728fedab357484,470074,green,opus-4.7,v1,20000,,"Brock applies Anderson/Mt. Clemens Pottery to hold that employees' testimony about hours worked, based on personal knowledge, was sufficient evidence to support a back-wages award where employer records were inadequate.",model_answer,v1,2026-05-04T04:00:17Z
35,610c8ff79d1e16d6b40ad5a8fd266aae9251a5d4682eeef6b1c0c772b5271179,110520,green,opus-4.7,v1,20000,,"The opinion expressly quotes this exact language from Heiser v. Woodruff to reject creating equitable exceptions to res judicata, directly supporting the proposition.",model_answer,v1,2026-05-04T04:00:17Z
36,8f7a73a01a54e0d9480c7b87e8e772b3037da6b6ee821d2bf5728fedab357484,104318,green,opus-4.7,v1,20000,,"Anderson holds an employee carries the burden by producing sufficient evidence to show the amount of work as a matter of just and reasonable inference, which supports treating personal-knowledge testimony of hours worked as sufficient.",model_answer,v1,2026-05-04T04:00:17Z
37,8f7a73a01a54e0d9480c7b87e8e772b3037da6b6ee821d2bf5728fedab357484,3187592,yellow,opus-4.7,v1,20000,,"Tyson Foods discusses Anderson/Mt. Clemens as allowing representative/statistical evidence to fill gaps from inadequate employer records, not specifically endorsing personal-knowledge testimony of hours worked as sufficient under Anderson.",model_answer,v1,2026-05-04T04:00:17Z
38,1f46927ff421989c0731f25b873fb0f83c703fad97dfdc76b14f52185fe1b224,1087669,green,opus-4.7,v1,20000,,"The Court explicitly held that claimants who exhaust administrative remedies need not also exhaust issues in a request for review by the Appeals Council, directly matching the proposition.",model_answer,v1,2026-05-04T04:00:17Z
39,10bf48e8c4be16be8ae0bc2f9c0ccbfa08b2f6eb1bda54bf49ea64c95d5f2fdf,109574,yellow,opus-4.7,v1,20000,,"Mt. Healthy held that an Ohio local school board is more like a city/county than an arm of the State for Eleventh Amendment purposes, but the proposition specifies a Texas independent school district, which the case did not address.",model_answer,v1,2026-05-04T04:00:17Z
40,d44ff47555864048a997fcce86cc23f2b4d76e966d9165f12a18b16c19a2f314,112209,green,opus-4.7,v1,20000,,The opinion contains this exact language verbatim: 'the focus must be on adequacy of the training program in relation to the tasks the particular officers must perform.',model_answer,v1,2026-05-04T04:00:17Z
41,102ea8dd8dab275da19d5c94b68ead58edbb474095990bbd6ee42c594f26ddfb,7350293,green,opus-4.7,v1,20000,,"The Court expressly holds that for a state prisoner who does not seek review in the State's highest court, the judgment becomes final on the date the time for seeking such review expires under Â§ 2244(d)(1)(A).",model_answer,v1,2026-05-04T04:00:17Z
42,feb36569b9ad483ab129c0dc0f7d6003dbe324d21320bab1c6fec4c4030fbf71,9009470,green,opus-4.7,v1,20000,,"The court explicitly states that a default constitutes concession of all well-pleaded liability allegations but is not an admission of damages, directly supporting the proposition.",model_answer,v1,2026-05-04T04:00:17Z
43,bd0f5114755ce53163ac88f1ed18a7fe9eaee04f2938c23a96e60e661ac6fbfd,4471245,green,opus-4.7,v1,20000,,"The opinion explicitly states that Â§Â§1225(b)(1) and (b)(2) 'mandate detention of applicants for admission until certain proceedings have concluded,' directly matching the proposition.",model_answer,v1,2026-05-04T04:00:17Z
44,3518777e2d82498a0edaa086c661fff3360843a151dc947c43e32c676526cc6d,108263,green,opus-4.7,v1,20000,,"Younger directly holds that federal courts must refrain from enjoining pending state criminal prosecutions absent extraordinary circumstances, matching the proposition.",model_answer,v1,2026-05-04T04:00:17Z
45,0f97470370d9854804525561c8e410b733d3712ba1d50e4641b4c4e6d2b7b695,30544,green,opus-4.7,v1,20000,,"Frank explicitly states that absent a wax-and-wane showing, the ability-to-maintain-employment issue is subsumed in the ability-to-work/RFC analysis.",model_answer,v1,2026-05-04T04:00:17Z
46,13e05b1e340f45de260289af880fe78649d16b6512a6bf202385b3ba98627196,112254,green,opus-4.7,v1,20000,,Neitzke holds precisely that the Rule 12(b)(6) failure-to-state-a-claim standard and the Â§1915(d) frivolousness standard are distinct and should not be conflated.,model_answer,v1,2026-05-04T04:00:17Z
47,a5735298cf9d8d12d0b56feeb9c057537ad736f94b9518f7afa4a6aff6b86e89,781161,green,opus-4.7,v1,20000,,"The case explicitly states that under Local Rule 56.1(c), if the opposing party fails to controvert a fact in the moving party's Rule 56.1 statement, that fact will be deemed admitted.",model_answer,v1,2026-05-04T04:00:17Z
48,7bc64b37a4bf9da5962f2ef06f73b0e251231b077c904f6cbb3f0851ab87d92e,111630,green,opus-4.7,v1,20000,,"Heller holds that a municipality cannot be liable under Monell when the officer inflicted no constitutional injury, directly supporting the proposition.",model_answer,v1,2026-05-04T04:00:17Z
49,a5735298cf9d8d12d0b56feeb9c057537ad736f94b9518f7afa4a6aff6b86e89,111722,yellow,opus-4.7,v1,20000,,Celotex addresses summary judgment burdens generally but does not specifically articulate the local-rule concept that unopposed facts are deemed admitted; it supports the underlying principle only indirectly.,model_answer,v1,2026-05-04T04:00:17Z
50,518ac1761f1b52b400dc16b8dae2bc8ee35fc3aa67213c3fbcb2c62777c6cd32,107200,green,opus-4.7,v1,20000,,"Gibbs explicitly states that if federal claims are dismissed before trial, the state claims should be dismissed as well, directly supporting the proposition.",model_answer,v1,2026-05-04T04:00:17Z
51,9dd70ea860a729b4fc83dc0fa7ed12223621fced08f764c1a5ee9cfffe776b2d,790952,red,opus-4.7,v1,20000,,The Greeno excerpt does not contain the quoted Collignon language about deference to medical professionals; the proposition's quoted standard is not articulated in this excerpt.,model_answer,v1,2026-05-04T04:00:17Z
52,ff446043934e506cdb8f4c0daa0641dac8c5b60e5736d197b7d4fda6a75fcf15,786891,green,opus-4.7,v1,20000,,"The Second Circuit reversed the 12(b)(6) dismissal of the contract claim, holding that ambiguity in the CDS contracts could not be resolved at the pleading stage and required further proceedings.",model_answer,v1,2026-05-04T04:00:17Z
53,3efeeb607ae1f07df19b4a587f84931d4909256774b51a6b33c2aa17a44d44a0,7064021,yellow,opus-4.7,v1,20000,,"Chance recognizes that mere disagreement over treatment isn't a constitutional violation, but it doesn't use the 'range of acceptable courses' phrasing and actually emphasizes that choosing an easier/less efficacious treatment can constitute deliberate indifference.",model_answer,v1,2026-05-04T04:00:17Z
54,30d3bae2ec3983bd1cf549f9bd38d405b2c723360f4866e1c5f6350e8bea28f4,781230,green,opus-4.7,v1,20000,,The proposition quotes language directly from the closing paragraph of the opinion regarding the ALJ's obligation to consider the aggregate effect of severe and non-severe impairments.,model_answer,v1,2026-05-04T04:00:17Z
55,3fa794ac6b825307292d9308dfae9aaf9068175a027d9619dcdd9c7c441da4c2,112747,green,opus-4.7,v1,20000,,"The opinion expressly states the third standing element requires it be 'likely,' as opposed to merely 'speculative,' that the injury will be redressed by a favorable decision.",model_answer,v1,2026-05-04T04:00:17Z
56,8f1b961a35509bcbae7b729a9b792ec1bb5d3faac2ca538b48c81f44b33c3a44,583649,yellow,opus-4.7,v1,20000,,"Mitchell requires similarly-situated comparators to share the same supervisor, standards, and conduct, but the opinion excerpt does not specifically articulate the 'similar disciplinary history and performance record' formulation in the proposition.",model_answer,v1,2026-05-04T04:00:17Z
57,1b4c45e3cad5e8dcb645e17294bc7c253d9b061ebe18b9e0c7096fc375b9d0c6,112254,red,opus-4.7,v1,20000,,"The case contrasts Rule 12(b)(6) dismissal with Â§1915(d) frivolousness dismissal, not motion to dismiss versus summary judgment standards.",model_answer,v1,2026-05-04T04:00:17Z
58,b46c356ab2fc86be4be270ca33bb28dd9fd5e4756e37ee924617bec9daf154da,8975865,green,opus-4.7,v1,20000,,"The Ninth Circuit held that labeling an inmate a 'snitch' to subject him to inmate retaliation states a Â§ 1983 claim for violation of the right to be protected from violence, directly supporting the proposition.",model_answer,v1,2026-05-04T04:00:17Z
59,eac5c6e65a653d946aeba84b6525b5fe0c8efd042269115ff29f802321af12f4,470080,yellow,opus-4.7,v1,20000,,"The case approves sua sponte action on venue (dismissal under Â§1406(a)) and analogizes to sua sponte Â§1404(a) transfers, but it does not directly hold that a court can sua sponte order a transfer absent a motion.",model_answer,v1,2026-05-04T04:00:17Z
60,48bbe437e1d56638c3aeecd121380ef61d7f7893aa15527601209119ebf95d84,725103,green,opus-4.7,v1,20000,,"Opoka expressly holds that federal courts may take judicial notice of proceedings in other courts when those proceedings have a direct relation to matters at issue, directly supporting the proposition.",model_answer,v1,2026-05-04T04:00:17Z
61,577e8226c535393bc0e734484b2f923a848efa80ae58dc83cac8ff5fe22db433,112747,green,opus-4.7,v1,20000,,"Lujan establishes Article III standing's injury-in-fact requirement, which embodies the colloquial 'what's it to you?' question about a plaintiff's stake.",model_answer,v1,2026-05-04T04:00:17Z
62,a5abcd3928fb172ffea3248b2aca84c424ce9a6e147237db6f8cde1aab148852,613874,green,opus-4.7,v1,20000,,"The opinion expressly states that on a 12(b)(6) motion the court may consider documents incorporated into the complaint, matters of public record, and facts susceptible to judicial notice.",model_answer,v1,2026-05-04T04:00:17Z
63,4652e789013f3fe8bee1edef15d191cf64d02368b6e40650d591658d5792540e,529278,green,opus-4.7,v1,20000,,"The Quaker State opinion expressly cites Whitinsville Plaza, Inc. v. Kotseas, 390 N.E.2d 243, 251 (1979), for the proposition that a breach of contract, standing alone, does not constitute a chapter 93A violation, directly supporting the claim.",model_answer,v1,2026-05-04T04:00:17Z
64,48bbe437e1d56638c3aeecd121380ef61d7f7893aa15527601209119ebf95d84,8921487,green,opus-4.7,v1,20000,,"The case explicitly holds that federal courts may take notice of proceedings in other courts, both within and without the federal system, if those proceedings have a direct relation to matters at issue.",model_answer,v1,2026-05-04T04:00:17Z
65,8d785772866c7f694930d78a3f881ab73576909c431e065694888c13b861d4a3,2672209,red,opus-4.7,v1,20000,,"Lexmark reframes the zone-of-interests inquiry as statutory interpretation, not as guidance on the procedural treatment of non-jurisdictional issues.",model_answer,v1,2026-05-04T04:00:17Z
66,6125df429db7ab3b462d329f98b9a8cefe4bdff55b2b7ce78ea661475b49bdf6,725103,green,opus-4.7,v1,20000,,"Opoka expressly holds that federal courts may take judicial notice of proceedings in other courts where those proceedings have a direct relation to matters at issue, directly supporting the proposition.",model_answer,v1,2026-05-04T04:00:17Z
68,aef98c458b963b2bfe4a515d5d7eaa9c33ec8e9fda2bbb4e068f69d7bc7e429e,152519,green,opus-4.7,v1,20000,,"Green directly addresses the intrinsic-evidence doctrine and holds that truly intrinsic evidence falls outside Rule 404(b)'s scope, supporting the proposition.",model_answer,v1,2026-05-04T04:00:17Z
69,09f5f700949bcb2e4508f90cfa7066c2e55055d400f5488aae6abc191c8814be,2745679,red,opus-4.7,v1,20000,,"Hausler addresses whether mid-stream EFTs are attachable property of Cuba under TRIA Â§ 201, not whether Â§ 201 limits execution to blocked assets only; the case concerns blocked EFTs throughout.",model_answer,v1,2026-05-04T04:00:17Z
71,0fe77db256520d14bd1b90fd69f66c9c49271224900c7d47cffbd4b793119e2b,2679203,red,opus-4.7,v1,20000,,Nautilus articulates a 'reasonable certainty' standard and does not contain the quoted language about 'unreasonable precision' or 'verbal precision' in 'a patent system that actually works'â€”that phrasing comes from other cases.,model_answer,v1,2026-05-04T04:00:17Z
73,000568bbc077d1e3f6aba5730a5c1c398d63825eb3a1f42b92a3941c5146538f,2184017,red,opus-4.7,v1,20000,,"Mayo holds the oppositeâ€”that one defendant's representation in the notice of removal that a co-defendant consented is sufficient, rejecting any requirement of independent written consent from each defendant.",model_answer,v1,2026-05-04T04:00:17Z
74,aeb1b6a9febd1224637dd02896db5ec5e2a668eee259f2d613d44b8dafeaad8b,8651126,yellow,opus-4.7,v1,20000,,The case affirms Congress's constitutional power to grant exclusive patent rights but does not explicitly discuss the national policy importance that motivated giving this power to Congress.,model_answer,v1,2026-05-04T04:00:17Z
75,4b169832650f03aeb92a6b4c4df23e0076b464ffd116d1a3c63cde2016fa735d,600303,yellow,opus-4.7,v1,20000,,"The case states doubts about jurisdiction should be resolved in favor of the states/remand, but uses different phrasing than the quoted language about 'ambiguities,' so support is close but not verbatim.",model_answer,v1,2026-05-04T04:00:17Z
76,5be0f71658a863776c09a9352ab65f3faa0712efd44ffe5e0bf50eb7e5aca28c,616754,red,opus-4.7,v1,20000,,The excerpt is only an errata notice correcting a typo and contains no substantive discussion of irreparable harm or marketing exclusivity.,model_answer,v1,2026-05-04T04:00:17Z
77,e56c8d2d47d6385240bc80db96eea7c3d2206489f9f95472a0cc15a8a1feef94,2620702,red,opus-4.7,v1,20000,,Atwater addressed whether warrantless arrests for fine-only misdemeanors violate the Fourth Amendment and did not reserve the 'in the presence' question; the excerpt shows the Court resolving the case on probable cause grounds without reserving that issue.,model_answer,v1,2026-05-04T04:00:17Z
78,900131fb078ec33eb28a8c3c1e6733be1374ba37c0c49702026dbd7a070d012f,1599718,green,opus-4.7,v1,20000,,"The court explicitly applies the entity rule, holding that a lawyer retained by a corporation represents the entity, not its shareholders or constituents.",model_answer,v1,2026-05-04T04:00:17Z
80,e21ce2f2a7095a6be208a975397fe5963e1025a2f0812f8111f3102a463db027,107200,green,opus-4.7,v1,20000,,"Gibbs is the foundational pendent/supplemental jurisdiction case holding federal courts may hear state claims arising from a 'common nucleus of operative fact' as the federal claim, which directly supports exercising supplemental jurisdiction over state claims arising from the same facts as RICO claims.",model_answer,v1,2026-05-04T04:00:17Z
81,353ddbd10ff4829684f160d2896cd251fb6f80bbd4eb6a92d2158592c73eb5d6,2620702,red,opus-4.7,v1,20000,,"Atwater addresses warrantless arrests for minor misdemeanors under the Fourth Amendment, not a circuit-court consensus on whether offenses must be committed in the officer's presence.",model_answer,v1,2026-05-04T04:00:17Z
85,0f80531300bb53d210bd372d4d70ab848d63d1caf6edd4f52ad8fa2a6adbc7d4,2824561,green,opus-4.7,v1,20000,,"The opinion explicitly states federal law determines when a Â§ 1983 cause of action accrues and that accrual occurs when the plaintiff knows or has reason to know of the injury, directly supporting the proposition.",model_answer,v1,2026-05-04T04:00:17Z
86,8c9017fa14616cccf85149b3a1e55ebec0215546fc62a504a81e98b627bcbee2,786210,red,opus-4.7,v1,20000,,"The excerpt addresses CWA and RCRA citizen suits, mootness, and standing â€” it contains no discussion of the relationship between hazardous wastes and solid wastes.",model_answer,v1,2026-05-04T04:00:17Z
88,93cc446d86727e4d3cddb425f36a6bfcec24950e8eff4308ce71649528edefaa,146712,red,opus-4.7,v1,20000,,"The excerpt addresses Medicaid fraud, indictment sufficiency, and duplicityâ€”not the rule against considering issues raised for the first time at oral argument.",model_answer,v1,2026-05-04T04:00:17Z
89,f442bc5d1b0fd755b5e77fd5a510ed612132c6ba7307bebd54678c11e54012fb,2299064,red,opus-4.7,v1,20000,,"The excerpt addresses tort liability in the interpleader context, not the statute of limitations for abuse of process claims.",model_answer,v1,2026-05-04T04:00:17Z
90,bd63056ef2111c1f24dcfcd70335495cebf8f1ef03777545d11efffb3a15109f,2547294,green,opus-4.7,v1,20000,,"Fox expressly states the discovery rule 'postpones accrual of a cause of action until the plaintiff discovers, or has reason to discover, the cause of action,' directly supporting the proposition.",model_answer,v1,2026-05-04T04:00:17Z
94,7f1065af101e5fe2ce3a9ad4d59b6aea5c97334359bb932ef7f9d5f6271c0da6,7856003,red,opus-4.7,v1,20000,,"This case concerns California's anti-SLAPP statute and limited-purpose public figures in defamation, not Rule 15(d) supplemental pleadings.",model_answer,v1,2026-05-04T04:00:17Z
96,f717d55b43fd9efb89e26b147f4d3a5815177897eba98cf62cf4cbc505f8465a,222714,green,opus-4.7,v1,20000,,"The opinion explicitly states 'Where, as here, no federal statute authorizes personal jurisdiction, the district court applies the law of the state in which the court sits,' directly supporting the proposition.",model_answer,v1,2026-05-04T04:00:17Z
99,8c9017fa14616cccf85149b3a1e55ebec0215546fc62a504a81e98b627bcbee2,9018607,green,opus-4.7,v1,20000,,"The opinion explains that before a material can be designated as 'hazardous waste,' it must first be a 'solid waste,' confirming that hazardous wastes are a subset of solid wastes.",model_answer,v1,2026-05-04T04:00:17Z
100,0bd80e3415576ca9bfd0c213c76f0dbeae8509ec873e7819f60d8fb11c90db80,3048603,green,opus-4.7,v1,20000,,"Adams holds plaintiffs must bring all claims arising from the same transactional nucleus in one suit and authorizes dismissal of duplicative later-filed actions, directly supporting the proposition.",model_answer,v1,2026-05-04T04:00:17Z
101,93cc446d86727e4d3cddb425f36a6bfcec24950e8eff4308ce71649528edefaa,796370,red,opus-4.7,v1,20000,,"The case discusses waiver of issues raised for the first time in a reply brief, not issues raised for the first time during oral argument.",model_answer,v1,2026-05-04T04:00:17Z
103,8f7a73a01a54e0d9480c7b87e8e772b3037da6b6ee821d2bf5728fedab357484,216171,yellow,opus-4.7,v1,20000,,"The excerpt shows Kuebel involves off-the-clock FLSA claims and references the Anderson burden-shifting framework context, but the provided text does not contain the specific holding that personal-knowledge testimony of hours worked is sufficient evidence under Anderson.",model_answer,v1,2026-05-04T04:00:17Z
104,d4c6e721bc367bc485b5035ec473117f42678c9f09d10875e51983a864652467,507228,green,opus-4.7,v1,20000,,"The Eleventh Circuit explicitly held that a claimant's inability to afford prescribed treatment excuses noncompliance, meaning the otherwise-remediable condition remains disabling.",model_answer,v1,2026-05-04T04:00:17Z
105,610c8ff79d1e16d6b40ad5a8fd266aae9251a5d4682eeef6b1c0c772b5271179,104275,green,opus-4.7,v1,20000,,"The quoted language is taken verbatim from Heiser v. Woodruff, where the Supreme Court held the bankruptcy court could not disregard res judicata.",model_answer,v1,2026-05-04T04:00:17Z
106,8f7a73a01a54e0d9480c7b87e8e772b3037da6b6ee821d2bf5728fedab357484,7049791,red,opus-4.7,v1,20000,,The excerpt addresses the FLSA predominant-benefit standard for meal-break compensability and does not discuss Anderson v. Mt. Clemens or the sufficiency of employee testimony about hours worked.,model_answer,v1,2026-05-04T04:00:17Z
