proposition_id,text,normalized_text,holding_verb,first_seen_run_id,first_seen_at
10bf48e8c4be16be8ae0bc2f9c0ccbfa08b2f6eb1bda54bf49ea64c95d5f2fdf,“[A]n independent school district is more like a city or county than it is like an arm of the State of Texas and is amenable to suit in federal court under the Eleventh Amendment.”,“[a]n independent school district is more like a city or county than it is like an arm of the state of texas and is amenable to suit in federal court under the eleventh amendment.”,,v1-backfill-20260504-040014,2026-05-04T04:00:14Z
137fc0a1fe50082f43efe017967e21f41a576fa3231c28dc88dc702a89467c02,"stating that, for a corporation, 16 the paradigm forum for the exercise of general jurisdiction is its place of incorporation and its 17 principal place of business","stating that, for a corporation, 16 the paradigm forum for the exercise of general jurisdiction is its place of incorporation and its 17 principal place of business",,v1-backfill-20260504-040014,2026-05-04T04:00:14Z
13e05b1e340f45de260289af880fe78649d16b6512a6bf202385b3ba98627196,holding that screening of in forma pauperis complaint under Rule 12(b)(6) standard should not be conflated with standard for frivolousness,holding that screening of in forma pauperis complaint under rule 12(b)(6) standard should not be conflated with standard for frivolousness,,v1-backfill-20260504-040014,2026-05-04T04:00:15Z
14277048ff65f4d88dee311ecbb4ee58fd7270f09535fcc8a62960bc62056583,"finding that § 1681i “by its express terms, limits the duty to conduct a reasonable investigation to consumer reporting agencies.”","finding that § 1681i “by its express terms, limits the duty to conduct a reasonable investigation to consumer reporting agencies.”",,v1-backfill-20260504-040014,2026-05-04T04:00:15Z
17d235a3d9d2f6d2b7024b00d158de380ff66ee225acb5acd5caf13138c7b479,"applying Massachusetts law sand finding continuity of shareholders factor not satisfied where defendant “paid cash for the assets of [the purported predecessor entity], and thus no shares exchanged hands”","applying massachusetts law sand finding continuity of shareholders factor not satisfied where defendant “paid cash for the assets of [the purported predecessor entity], and thus no shares exchanged hands”",,v1-backfill-20260504-040014,2026-05-04T04:00:15Z
1b4c45e3cad5e8dcb645e17294bc7c253d9b061ebe18b9e0c7096fc375b9d0c6,contrasting the standard for resolving a motion to dismiss with the standard on summary judgment,contrasting the standard for resolving a motion to dismiss with the standard on summary judgment,,v1-backfill-20260504-040014,2026-05-04T04:00:15Z
1ec3a31457dd371ea7a189b80b2ccb939a5ae0581ba831e8f8b8c54336ea9788,reasoning that “[t]here is no legal basis on which the state can retain a fine exacted from Libous as punishment for an offense he is now presumed not to have committed” but not discussing restitution as no restitution had not been ordered,reasoning that “[t]here is no legal basis on which the state can retain a fine exacted from libous as punishment for an offense he is now presumed not to have committed” but not discussing restitution as no restitution had not been ordered,,v1-backfill-20260504-040014,2026-05-04T04:00:14Z
1f46927ff421989c0731f25b873fb0f83c703fad97dfdc76b14f52185fe1b224,holding that plaintiff who exhausted administrative remedies was not also required to exhaust issues in a request for review by the Appeals Council,holding that plaintiff who exhausted administrative remedies was not also required to exhaust issues in a request for review by the appeals council,,v1-backfill-20260504-040014,2026-05-04T04:00:14Z
23ce9b8f5ebc1bd72295d24183d109bb1b29794f9e11b271a5c1b64f3e15cc6b,"referring to the “unreasonable and unjust” condition as “more demanding” than a mere inquiry into “contacts” or “convenience” (citing Carnival Cruise Lines, Inc. v. Shute, 499 U.S. 585, 595 (1991))","referring to the “unreasonable and unjust” condition as “more demanding” than a mere inquiry into “contacts” or “convenience” (citing carnival cruise lines, inc. v. shute, 499 u.s. 585, 595 (1991))",,v1-backfill-20260504-040014,2026-05-04T04:00:15Z
24c3a01b0de725f17de352304ebbae61f6d9fd1dd0a4ebd3654e4bb52e557af8,"“We routinely have rejected claims, however, where a prisoner's claim is based on a preference for one medication over another unless there is evidence of a substantial departure from acceptable professional judgment.”","“we routinely have rejected claims, however, where a prisoner's claim is based on a preference for one medication over another unless there is evidence of a substantial departure from acceptable professional judgment.”",,v1-backfill-20260504-040014,2026-05-04T04:00:15Z
251abe14ebdbeda8c55fcbc99fff03c1abb80d4a0191b9e2127b34e756d12a62,providing that a court “may take notice of proceedings in other courts ... if 11 those proceedings have a direct relation to matters at issue”,providing that a court “may take notice of proceedings in other courts ... if 11 those proceedings have a direct relation to matters at issue”,,v1-backfill-20260504-040014,2026-05-04T04:00:14Z
298a16b6a93d917dc43063d73f2794fa551983d7d46e2ef822abf94b19bca679,appropriate safeguards to minimize the danger of unfair prejudice include a limit on what details the Government can elicit and a precautionary limiting instruction,appropriate safeguards to minimize the danger of unfair prejudice include a limit on what details the government can elicit and a precautionary limiting instruction,,v1-backfill-20260504-040014,2026-05-04T04:00:14Z
2c14da4c5beb94e76807444b20ea37087233f0d96423ed4bcca634603cac7fb2,finding that equitable The DCHRA was recently amended to enlarge the statute of limitations to a two-year period. See § 2–1403.16(a,finding that equitable the dchra was recently amended to enlarge the statute of limitations to a two-year period. see § 2–1403.16(a,,v1-backfill-20260504-040014,2026-05-04T04:00:14Z
2d2035045fdb1cf8acc053d433ff39ddf99cd579a93d0cfe8d1e8795a7a78a68,inference of causality permitted where employee was discharged immediately after handing his supervisor a note detailing allegations of discrimination,inference of causality permitted where employee was discharged immediately after handing his supervisor a note detailing allegations of discrimination,,v1-backfill-20260504-040014,2026-05-04T04:00:15Z
30d3bae2ec3983bd1cf549f9bd38d405b2c723360f4866e1c5f6350e8bea28f4,"“Having found that one or more of Golembiewski's impairments was “severe,” the ALJ needed to consider the aggregate effect of this entire constellation of ailments– including those impairments that in isolation are not severe.”","“having found that one or more of golembiewski's impairments was “severe,” the alj needed to consider the aggregate effect of this entire constellation of ailments– including those impairments that in isolation are not severe.”",,v1-backfill-20260504-040014,2026-05-04T04:00:15Z
323a6a1c1bf71ec9a310186d4ec035ff8492188a5eec846d84692a5980f9fb72,sovereign immunity barred due process and academic freedom claims brought under § 1983 by a terminated former professor against university officials,sovereign immunity barred due process and academic freedom claims brought under § 1983 by a terminated former professor against university officials,,v1-backfill-20260504-040014,2026-05-04T04:00:15Z
3425b2ef4e86bc0eee92e86e16e703edd09eedf89cf60df635365f4dbbe99ad2,"finding no duty of care existed between plaintiff-borrower and defendants, including Wells Fargo, the loan servicer","finding no duty of care existed between plaintiff-borrower and defendants, including wells fargo, the loan servicer",,v1-backfill-20260504-040014,2026-05-04T04:00:15Z
3518777e2d82498a0edaa086c661fff3360843a151dc947c43e32c676526cc6d,"“Under the rule set out by [Younger], federal courts must refrain from considering requests for injunctive relief based upon constitutional challenges to state criminal proceedings pending at the time the federal action is instituted.”","“under the rule set out by [younger], federal courts must refrain from considering requests for injunctive relief based upon constitutional challenges to state criminal proceedings pending at the time the federal action is instituted.”",,v1-backfill-20260504-040014,2026-05-04T04:00:15Z
353ddbd10ff4829684f160d2896cd251fb6f80bbd4eb6a92d2158592c73eb5d6,noting that every Circuit to face the issue has held that neither a felony nor a misdemeanor needs to have been committed in the officers’ presence to support a warrantless arrest,noting that every circuit to face the issue has held that neither a felony nor a misdemeanor needs to have been committed in the officers’ presence to support a warrantless arrest,,v1-backfill-20260504-040014,2026-05-04T04:00:14Z
3a2083d9ee96ffb06d9d917e0ccbf154b8ba1752814ff75106650432d348dca6,a prisoner’s “disagreement with medical professionals about his needs . . . does not state a cognizable Eighth Amendment claim”,a prisoner’s “disagreement with medical professionals about his needs . . . does not state a cognizable eighth amendment claim”,,v1-backfill-20260504-040014,2026-05-04T04:00:15Z
3efeeb607ae1f07df19b4a587f84931d4909256774b51a6b33c2aa17a44d44a0,prison doctors “may choose from a range of acceptable courses” without running afoul of the Eighth Amendment,prison doctors “may choose from a range of acceptable courses” without running afoul of the eighth amendment,,v1-backfill-20260504-040014,2026-05-04T04:00:15Z
3fa794ac6b825307292d9308dfae9aaf9068175a027d9619dcdd9c7c441da4c2,“Standing is lacking if it is merely ‘speculative’—as opposed to ‘likely’—that the plaintiff's injury would be redressed by a favorable decision.”,“standing is lacking if it is merely ‘speculative’—as opposed to ‘likely’—that the plaintiff's injury would be redressed by a favorable decision.”,,v1-backfill-20260504-040014,2026-05-04T04:00:15Z
3fc543b68cf25b96c67cd89877cebf9c7c97c7d60290b73d7072f6eb973d2d79,“It is obvious that branding [the prisoner plaintiff] a sex offender could make him a target of prison violence.”,“it is obvious that branding [the prisoner plaintiff] a sex offender could make him a target of prison violence.”,,v1-backfill-20260504-040014,2026-05-04T04:00:15Z
43e68b88109d0043b577a46ec4fe27d6a1d8e6dfe135a707836b64fce4e4028c,holding that the ALJ erred “[b]y failing to make the specific determination required by Singletary”,holding that the alj erred “[b]y failing to make the specific determination required by singletary”,,v1-backfill-20260504-040014,2026-05-04T04:00:15Z
44b931260e3b08348e9f2f15264f4a827dec1502509454c6956b3c28136b923f,“[The] court should 10 || grant leave to amend... unless it determines that the pleading could not possibly be cured by the 11 allegation of other facts.” (quotation marks and citation omitted),“[the] court should 10 || grant leave to amend... unless it determines that the pleading could not possibly be cured by the 11 allegation of other facts.” (quotation marks and citation omitted),,v1-backfill-20260504-040014,2026-05-04T04:00:14Z
4652e789013f3fe8bee1edef15d191cf64d02368b6e40650d591658d5792540e,"“[A] mere breach of a legal obligation under commercial law, without more, does not amount to an unfair and deceptive act under [Chapter 93A].” (citing Whitinsville Plaza, Inc. v. Kotseas, 390 N.E.2d 243 (Mass. 1979))","“[a] mere breach of a legal obligation under commercial law, without more, does not amount to an unfair and deceptive act under [chapter 93a].” (citing whitinsville plaza, inc. v. kotseas, 390 n.e.2d 243 (mass. 1979))",,v1-backfill-20260504-040014,2026-05-04T04:00:15Z
48bbe437e1d56638c3aeecd121380ef61d7f7893aa15527601209119ebf95d84,"“It is well-accepted that federal courts may take judicial notice of proceedings in other courts if those proceedings have relevance to the matters at hand.” (quoting Law Offices of David Efron v. Matthews & Fullmer Law Firm, 782 F.3d 46, 56 n.7 (1st Cir. 2015))","“it is well-accepted that federal courts may take judicial notice of proceedings in other courts if those proceedings have relevance to the matters at hand.” (quoting law offices of david efron v. matthews & fullmer law firm, 782 f.3d 46, 56 n.7 (1st cir. 2015))",,v1-backfill-20260504-040014,2026-05-04T04:00:15Z
4b169832650f03aeb92a6b4c4df23e0076b464ffd116d1a3c63cde2016fa735d,noting that the Court “must resolve any ambiguities . . . in favor of remand”,noting that the court “must resolve any ambiguities . . . in favor of remand”,,v1-backfill-20260504-040014,2026-05-04T04:00:14Z
4f9d3d44e7c20ccbe3c4bc56efa3befd50a131a02d9658956bf54e648f21795a,“Procedural perfection in administrative proceedings is not required. This court will not vacate a judgment unless the substantial rights of a party have been affected.”,“procedural perfection in administrative proceedings is not required. this court will not vacate a judgment unless the substantial rights of a party have been affected.”,,v1-backfill-20260504-040014,2026-05-04T04:00:14Z
518ac1761f1b52b400dc16b8dae2bc8ee35fc3aa67213c3fbcb2c62777c6cd32,"“Normally, when all federal claims are dismissed before trial, the district court should relinquish jurisdiction over pendent state-law claims rather than resolving them on the merits.” (quotation marks omitted)","“normally, when all federal claims are dismissed before trial, the district court should relinquish jurisdiction over pendent state-law claims rather than resolving them on the merits.” (quotation marks omitted)",,v1-backfill-20260504-040014,2026-05-04T04:00:15Z
577e8226c535393bc0e734484b2f923a848efa80ae58dc83cac8ff5fe22db433,“Article III requires a plaintiff to first answer a basic question: ‘What’s it to you?’”,“article iii requires a plaintiff to first answer a basic question: ‘what’s it to you?’”,,v1-backfill-20260504-040014,2026-05-04T04:00:15Z
592ca7fac83e697f27332b66bfcbc642896276b170d0ecf55faeebc01dd7702b,"affirming the district court’s dismissal of an FCA suit for failure to prosecute, where the relator did not comply with the court’s order to hire counsel","affirming the district court’s dismissal of an fca suit for failure to prosecute, where the relator did not comply with the court’s order to hire counsel",,v1-backfill-20260504-040014,2026-05-04T04:00:14Z
59e56aa9f94bca8b75a59c1099066e7620a6a89d17b017988074ed7831ced450,"holding that, in the Ninth Circuit, “‘serious questions going to the merits’ and a 25 hardship balance that tips sharply toward the plaintiff can support issuance of an injunction, 26 assuming the other two elements of the Winter test are also met”","holding that, in the ninth circuit, “‘serious questions going to the merits’ and a 25 hardship balance that tips sharply toward the plaintiff can support issuance of an injunction, 26 assuming the other two elements of the winter test are also met”",,v1-backfill-20260504-040014,2026-05-04T04:00:14Z
5be0f71658a863776c09a9352ab65f3faa0712efd44ffe5e0bf50eb7e5aca28c,affirming a district court’s finding of irreparable harm when the testimony included evidence that a patentee was “precluded from marketing to potential and existing customers that it [was] the exclusive market leader”,affirming a district court’s finding of irreparable harm when the testimony included evidence that a patentee was “precluded from marketing to potential and existing customers that it [was] the exclusive market leader”,,v1-backfill-20260504-040014,2026-05-04T04:00:14Z
601d5db4ac77514d131ba8889e10bd309e23fbde1fbb3efdc29626c0b9c4c450,"approving supplemental jurisdiction over an employer’s counterclaims, including breach of fiduciary duty, against an employee’s husband because those counterclaims operated as a defense to the employee’s claim","approving supplemental jurisdiction over an employer’s counterclaims, including breach of fiduciary duty, against an employee’s husband because those counterclaims operated as a defense to the employee’s claim",,v1-backfill-20260504-040014,2026-05-04T04:00:14Z
610c8ff79d1e16d6b40ad5a8fd266aae9251a5d4682eeef6b1c0c772b5271179,There is simply “no principle of law or equity which sanctions the rejection by a federal court of the salutary principle of res judicata.”,there is simply “no principle of law or equity which sanctions the rejection by a federal court of the salutary principle of res judicata.”,,v1-backfill-20260504-040014,2026-05-04T04:00:14Z
6125df429db7ab3b462d329f98b9a8cefe4bdff55b2b7ce78ea661475b49bdf6,"“It is well-accepted that federal courts may take judicial notice of proceedings in other courts if those proceedings have relevance to the matters at hand.” (quoting Law Offs. of David Efron v. Matthews & Fullmer L. Firm, 782 F.3d 46, 56 n.7 (1st Cir. 2015))","“it is well-accepted that federal courts may take judicial notice of proceedings in other courts if those proceedings have relevance to the matters at hand.” (quoting law offs. of david efron v. matthews & fullmer l. firm, 782 f.3d 46, 56 n.7 (1st cir. 2015))",,v1-backfill-20260504-040014,2026-05-04T04:00:15Z
636da398d991ffc8bd8b85ffb7a80520e89acc2d3f4bba823e2c992a93437250,"“Threadbare recitals of the 18 elements of a cause of action, supported by mere conclusory statements, do not suffice, . . . [and] 19 we are not bound to accept as true a legal conclusion couched as a factual allegation.” (cleaned 20 up)","“threadbare recitals of the 18 elements of a cause of action, supported by mere conclusory statements, do not suffice, . . . [and] 19 we are not bound to accept as true a legal conclusion couched as a factual allegation.” (cleaned 20 up)",,v1-backfill-20260504-040014,2026-05-04T04:00:14Z
641c893ecc19d1b7c9e5836010badbffe00fa7aeba3d087cc572361e716aaa9b,“The abatement rule applies when a direct appeal is pending at the time of appellant’s death.” (emphasis in original),“the abatement rule applies when a direct appeal is pending at the time of appellant’s death.” (emphasis in original),,v1-backfill-20260504-040014,2026-05-04T04:00:14Z
6a9567ea88065279f679e8123e3215438bb5eb8308046f4ce21ecfdf5853e99b,noting that a plaintiff “may not speculate about future business relationships when alleging this tort”,noting that a plaintiff “may not speculate about future business relationships when alleging this tort”,,v1-backfill-20260504-040014,2026-05-04T04:00:15Z
6c6a80a88733bd889b1a353f2bdc3e1099c70d9be6f54d6f0a6631f54858ec54,observing that the district court’s case 6 || management order permitting “limited discovery from an Internet Service Provider to establish a 7 || potential infringer’s identity” was “a sensible way to manage its dockets ... .”,observing that the district court’s case 6 || management order permitting “limited discovery from an internet service provider to establish a 7 || potential infringer’s identity” was “a sensible way to manage its dockets ... .”,,v1-backfill-20260504-040014,2026-05-04T04:00:14Z
76ebe38e49ce9390678bbb9ff815dddcd2e2b7aa9b985a24e49ab942b429e43d,“An administrative law judge may not ask a vocational expert a hypothetical question based on substantial evidence and then ignore unfavorable answers.”,“an administrative law judge may not ask a vocational expert a hypothetical question based on substantial evidence and then ignore unfavorable answers.”,,v1-backfill-20260504-040014,2026-05-04T04:00:15Z
7bb6d9d745602fd6ecaa7ea9c3705014113290ce9d7b5c2456884a30270698dc,"“[The rule of reason] cannot be decided in the abstract, by reference to some number of months or years beyond which agency inaction is presumed to be unlawful but will depend in large part . . . upon the complexity of the task at hand, the significance (and permanence","“[the rule of reason] cannot be decided in the abstract, by reference to some number of months or years beyond which agency inaction is presumed to be unlawful but will depend in large part . . . upon the complexity of the task at hand, the significance (and permanence",,v1-backfill-20260504-040014,2026-05-04T04:00:15Z
7bc64b37a4bf9da5962f2ef06f73b0e251231b077c904f6cbb3f0851ab87d92e,recognizing that there is no Monell claim without the aid of an underlying constitutional violation,recognizing that there is no monell claim without the aid of an underlying constitutional violation,,v1-backfill-20260504-040014,2026-05-04T04:00:15Z
7f1065af101e5fe2ce3a9ad4d59b6aea5c97334359bb932ef7f9d5f6271c0da6,"stating that Rule 15(d) “cannot be used to introduce a ‘separate, distinct and new 7 cause of action’”","stating that rule 15(d) “cannot be used to introduce a ‘separate, distinct and new 7 cause of action’”",,v1-backfill-20260504-040014,2026-05-04T04:00:14Z
800b2f76f1792bcb104ffb57488c9c50bdc72f9fe1e5067fbb25a2851276a7a8,"first citing Sawtelle v. Farrell, 70 F.3d 1381, 1385 (1st Cir. 1995); and then citing C.W. Downer & Co. v. Bioriginal Food & Sci. Corp., 771 F.3d 59, 65 (1st Cir. 2014)","first citing sawtelle v. farrell, 70 f.3d 1381, 1385 (1st cir. 1995); and then citing c.w. downer & co. v. bioriginal food & sci. corp., 771 f.3d 59, 65 (1st cir. 2014)",,v1-backfill-20260504-040014,2026-05-04T04:00:15Z
82038fdfe794c482e6c59c2a56b4ad3da8051029edc4608f1d539fe3aa4f3701,"interpreting debt subordination agreement and explaining that “property interests should not be analyzed differently as a result of a party’s involvement in a bankruptcy case” (citing Butner v. United States, 440 U.S. 48, 55 (1979))","interpreting debt subordination agreement and explaining that “property interests should not be analyzed differently as a result of a party’s involvement in a bankruptcy case” (citing butner v. united states, 440 u.s. 48, 55 (1979))",,v1-backfill-20260504-040014,2026-05-04T04:00:15Z
84ed0ad2f123107cee0c8575f4b2bd596c602e2918a70ab064055373f0d8d852,noting that Illinois law only requires that the “underlying complaint allege[] facts within or potentially within policy coverage”,noting that illinois law only requires that the “underlying complaint allege[] facts within or potentially within policy coverage”,,v1-backfill-20260504-040014,2026-05-04T04:00:15Z
87f60a2cd2c7bf86f41e3886dfdfe511dc409f995b29f75870cc0bdd89486578,“The essential attribute of a patent grant is that it provides a right to exclude competitors from infringing the patent”,“the essential attribute of a patent grant is that it provides a right to exclude competitors from infringing the patent”,,v1-backfill-20260504-040014,2026-05-04T04:00:14Z
89b6b55046d7f142e3b8f1761c11beb75a893278d6bce1a7a518f09c99286f22,"first quoting Brady v. Klentzman, 515 S.W.3d 878, 887 (Tex. 2017); and then quoting Waste Mgmt. of Tex., Inc. v. Tex. Disposal Sys. Landfill, Inc., 434 S.W.3d 142, 153 (Tex. 2014)","first quoting brady v. klentzman, 515 s.w.3d 878, 887 (tex. 2017); and then quoting waste mgmt. of tex., inc. v. tex. disposal sys. landfill, inc., 434 s.w.3d 142, 153 (tex. 2014)",,v1-backfill-20260504-040014,2026-05-04T04:00:14Z
8be907e6e9ed8f478526ef002aade30c071a723836ca4309dd2fb20f0a7594d5,“[J]ust because the staff declined to provide him with his desired prescription [] medicine . . . does not mean that the course of treatment was objectively unreasonable.”,“[j]ust because the staff declined to provide him with his desired prescription [] medicine . . . does not mean that the course of treatment was objectively unreasonable.”,,v1-backfill-20260504-040014,2026-05-04T04:00:15Z
8c9017fa14616cccf85149b3a1e55ebec0215546fc62a504a81e98b627bcbee2,"“Thus, although 4 all hazardous wastes are solid wastes, not all solid wastes are hazardous wastes.”","“thus, although 4 all hazardous wastes are solid wastes, not all solid wastes are hazardous wastes.”",,v1-backfill-20260504-040014,2026-05-04T04:00:14Z
8d785772866c7f694930d78a3f881ab73576909c431e065694888c13b861d4a3,explaining that the zone of interests test must be treated procedurally like any other “non- jurisdictional issue”,explaining that the zone of interests test must be treated procedurally like any other “non- jurisdictional issue”,,v1-backfill-20260504-040014,2026-05-04T04:00:15Z
8da5a869cda0071cb440668b4305e24296cd2eea7280d0e3da74606fc7b8c43a,"a “complaint should at least set forth minimal facts as to who did what to whom, when, where, and why—although why, when why means the actor’s state of mind, can be averred generally”","a “complaint should at least set forth minimal facts as to who did what to whom, when, where, and why—although why, when why means the actor’s state of mind, can be averred generally”",,v1-backfill-20260504-040014,2026-05-04T04:00:15Z
8de4872a33c8753979008a26ea24b89460b517016cce1efa210330d4953529b9,“The doctrine of prosecutorial vindictiveness . . . precludes action by a prosecutor that is designed to penalize a defendant for invoking any legally protected right[.]” (cleaned up),“the doctrine of prosecutorial vindictiveness . . . precludes action by a prosecutor that is designed to penalize a defendant for invoking any legally protected right[.]” (cleaned up),,v1-backfill-20260504-040014,2026-05-04T04:00:14Z
8f1b961a35509bcbae7b729a9b792ec1bb5d3faac2ca538b48c81f44b33c3a44,“An employee who does not have a similar disciplinary history and performance record as the plaintiff is not similarly situated.”,“an employee who does not have a similar disciplinary history and performance record as the plaintiff is not similarly situated.”,,v1-backfill-20260504-040014,2026-05-04T04:00:15Z
8f7a73a01a54e0d9480c7b87e8e772b3037da6b6ee821d2bf5728fedab357484,stating that testimony of hours worked based on personal knowledge is sufficient evidence under Anderson,stating that testimony of hours worked based on personal knowledge is sufficient evidence under anderson,,v1-backfill-20260504-040014,2026-05-04T04:00:14Z
8ff3cf63e235573f017de708756c234894385f5bf0d3535663d1d10c97576aad,"“To adequately plead an adverse employment action, . . . plaintiff need only show that she was discriminated against, because of a protected characteristic, with respect to hiring, firing, compensation, or the ‘terms, conditions, or privileges of employment’”","“to adequately plead an adverse employment action, . . . plaintiff need only show that she was discriminated against, because of a protected characteristic, with respect to hiring, firing, compensation, or the ‘terms, conditions, or privileges of employment’”",,v1-backfill-20260504-040014,2026-05-04T04:00:14Z
900131fb078ec33eb28a8c3c1e6733be1374ba37c0c49702026dbd7a070d012f,"“When retained to represent a corporation, [an attorney] represents the entity, not its individual shareholders, officers, or directors.”","“when retained to represent a corporation, [an attorney] represents the entity, not its individual shareholders, officers, or directors.”",,v1-backfill-20260504-040014,2026-05-04T04:00:14Z
91650d481b601a502f240c3dad259b10c739627bf9c5b317f415b0a6180597ea,finding that choice-of-law provisions are enforced in Massachusetts courts if enforcement is fair and reasonable,finding that choice-of-law provisions are enforced in massachusetts courts if enforcement is fair and reasonable,,v1-backfill-20260504-040014,2026-05-04T04:00:15Z
9194dd244d911a173ca5f3f3007cc599742802d9a46286539f98fa50ce114d62,"“Because the requirement of personal jurisdiction represents first of all an individual right, it can, like other such rights, be waived.”","“because the requirement of personal jurisdiction represents first of all an individual right, it can, like other such rights, be waived.”",,v1-backfill-20260504-040014,2026-05-04T04:00:14Z
91b1a789c9fc6b9f01fc58d56a973c6d057458fdf64238b7529e68b53c615c76,“[r]efusal to defend is unjustifiable unless it is clear from the face of the underlying complaint that the facts alleged do not fall potentially within the policy’s coverage”,“[r]efusal to defend is unjustifiable unless it is clear from the face of the underlying complaint that the facts alleged do not fall potentially within the policy’s coverage”,,v1-backfill-20260504-040014,2026-05-04T04:00:15Z
93cc446d86727e4d3cddb425f36a6bfcec24950e8eff4308ce71649528edefaa,“We generally do not consider issues raised for the 11 first time during oral argument.” (cleaned up),“we generally do not consider issues raised for the 11 first time during oral argument.” (cleaned up),,v1-backfill-20260504-040014,2026-05-04T04:00:14Z
940d760edbb5ff5fe18a230aad87c57034d95558caebaf214035abf01cfc86c0,"The “Sixth Amendment analysis would comprehend the entire time span from the appellees’ indictment in Superior Court to the dismissal of the federal charges against them, given that the same federal prosecutors controlled both prosecutions.”","the “sixth amendment analysis would comprehend the entire time span from the appellees’ indictment in superior court to the dismissal of the federal charges against them, given that the same federal prosecutors controlled both prosecutions.”",,v1-backfill-20260504-040014,2026-05-04T04:00:14Z
