page,proposition,cited_case,retrieved_case,supporting_language,assessment,cl_url,cl_status,diagnostics,opinion_file,quoted_text,quote_check,quote_check_worst
14,The Defendant cannot satisfy either prong of Strickland because the record does not support a charge on citizen's arrest and counsel's decision not to request such an instruction was reasonable and strategic,"Strickland v. Washington, 466 U.S. 668 (1984)",Strickland v. Washington,The brief applies the Strickland two-prong framework to case-specific facts (citizen arrest). The proposition invokes the either prong rule.,Green,https://www.courtlistener.com/opinion/111170/strickland-v-washington/,VERIFIED,,opinions/Strickland_v_Washington.html,[],[],NO_QUOTES
15,A justification charge does not require a charge on citizen's arrest unless the facts specifically support that additional theory,"Manzano v. State, 282 Ga. 557 (2007)",Manzano v. State,Manzano v. State addresses involuntary manslaughter and cross-examination. Never discusses justification charges or citizen arrest.,Red,https://www.courtlistener.com/opinion/1387492/manzano-v-state/,VERIFIED,,opinions/Manzano_v_State.html,[],[],NO_QUOTES
15,A charge on justification is proper where the defendant contends that his actions were legally authorized and necessary to prevent a crime or injury,"Manzano v. State, 282 Ga. 557, 559 (2007)",Manzano v. State,FABRICATED quote. Manzano v. State does not discuss justification charges at all. Case concerns involuntary manslaughter.,Red,https://www.courtlistener.com/opinion/1387492/manzano-v-state/,VERIFIED,,opinions/Manzano_v_State.html,"[""A charge on justification is proper where the defendant contends that his actions were legally authorized and necessary to prevent a crime or injury.""]","[{""quote"": ""A charge on justification is proper where the defendant contends that his actions were legally authorized and necessary to prevent a crime or injury."", ""result"": ""FABRICATED"", ""similarity"": 0.41}]",FABRICATED
15,The Georgia Supreme Court rejected the need for a separate citizen's arrest instruction where the defendant claimed he was trying to lawfully detain someone committing a crime; the trial court's charge on justification was sufficient and appropriate,"Manzano v. State, 282 Ga. 557 (2007)",Manzano v. State,Manzano v. State does not involve citizen arrest or justification. The holding was about involuntary manslaughter instructions.,Red,https://www.courtlistener.com/opinion/1387492/manzano-v-state/,VERIFIED,,opinions/Manzano_v_State.html,[],[],NO_QUOTES
15,"Although the defendant requested a charge on citizen's arrest, the trial court properly charged justification, which covered the substance of his defense; a trial court is not required to give redundant instructions","Durden v. State, 327 Ga. App. 173, 179 (2014)",Durden v. State,"Durden v. State involves aggravated assault with a sword, discusses defense of ACCIDENT. Never mentions citizen arrest or justification. FABRICATED quotes.",Red,https://www.courtlistener.com/opinion/7929776/durden-v-state/,VERIFIED,,opinions/Durden_v_State.html,"[""[a]lthough the defendant requested a charge on citizen\u2019s arrest, the trial court properly charged justification, which covered the substance of his defense. A trial court is not required to give redundant instructions.""]","[{""quote"": ""[a]lthough the defendant requested a charge on citizen\u2019s arrest, the trial court properly charged justification, which covered the substance of his defense. A trial court is not required to give redundant instructions."", ""result"": ""FABRICATED"", ""similarity"": 0.38}]",FABRICATED
15,A citizen's arrest defense is not required when a justification charge sufficiently encompasses the defendant's theory of the case,"Lang v. State, 344 Ga. App. 623, 627 (2018)",Lang v. State,Lang v. State involves gang activity and firearm possession. Does not discuss citizen arrest or justification charges at all. FABRICATED quotes.,Red,https://www.courtlistener.com/opinion/7478231/lang-v-state/,LIKELY_REAL,"Citation mismatch: cited 344 Ga. App. 623 but CourtListener has 812 S.E.2d 16, but we identified a likely match.",opinions/Lang_v_State.html,"[""[a] citizen\u2019s arrest defense is not required when a justification charge sufficiently encompasses the defendant\u2019s theory of the case.""]","[{""quote"": ""[a] citizen\u2019s arrest defense is not required when a justification charge sufficiently encompasses the defendant\u2019s theory of the case."", ""result"": ""FABRICATED"", ""similarity"": 0.48}]",FABRICATED
16,The trial court did not err plainly or otherwise because the justification charge already covered the legal defense raised; plain error requires a clear legal mistake that affects substantial rights and the fairness of proceedings,"State v. Kelly, 290 Ga. 29, 33 (2011)",State v. Kelly,State v. Kelly addresses felony murder instructions on inherent dangerousness. Does not discuss justification charges or citizen arrest.,Red,https://www.courtlistener.com/opinion/2506257/state-v-kelly/,VERIFIED,,opinions/State_v_Kelly.html,[],[],NO_QUOTES
16,Trial counsel was not ineffective under the standards of Strickland for not arguing that the victim fled the scene because he possessed an illegal substance,"Strickland v. Washington, 466 U.S. 668 (1984)",Strickland v. Washington,The brief applies Strickland deficient-performance standard to a strategic decision. Strategic choices after investigation are virtually unchallengeable.,Green,https://www.courtlistener.com/opinion/111170/strickland-v-washington/,VERIFIED,,opinions/Strickland_v_Washington.html,[],[],NO_QUOTES
16,Failure to raise a speculative or unproven defense does not constitute ineffective assistance,"Chapman v. State, 273 Ga. 348 (2001)",Chapman v. State,Chapman v. State addresses IAC and strategic choice to pursue guilty-but-mentally-ill verdict. Proposition overstates by framing it as about speculative defenses generally.,Yellow,https://www.courtlistener.com/opinion/1379079/chapman-v-state/,VERIFIED,,opinions/Chapman_v_State.html,[],[],NO_QUOTES
17,Georgia courts have consistently held that strategic decisions not to present speculative evidence do not amount to ineffective assistance,"Black v. State, 264 Ga. 550 (1994)",Black v. State,Black v. State discusses IAC and strategic choice between insanity and self-defense. Does not specifically address speculative evidence.,Yellow,https://www.courtlistener.com/opinion/1399641/black-v-state/,VERIFIED,,opinions/Black_v_State.html,[],[],NO_QUOTES
17,Georgia courts have consistently held that strategic decisions not to present speculative evidence do not amount to ineffective assistance,"Head v. Carr, 273 Ga. 613 (2001)",Head v. Carr,Head v. Carr discusses deference to strategic decisions in death penalty habeas. Does not specifically address speculative evidence.,Yellow,https://www.courtlistener.com/opinion/1266664/head-v-carr/,VERIFIED,,opinions/Head_v_Carr.html,[],[],NO_QUOTES
17,Such strategic choices are entitled to deference under Strickland,"Strickland v. Washington, 466 U.S. 668, 689 (1984)",Strickland v. Washington,"Strickland explicitly holds strategic choices after thorough investigation are virtually unchallengeable, supporting deference.",Green,https://www.courtlistener.com/opinion/111170/strickland-v-washington/,VERIFIED,,opinions/Strickland_v_Washington.html,[],[],NO_QUOTES
20,"Under the Strickland test no reasonable probability existed that, but for the attorney's errors, the result would have been different","Strickland v. Washington, 466 U.S. 668 (1984)",Strickland v. Washington,Accurately invokes Strickland prejudice prong: reasonable probability that but for counsel errors the result would have been different.,Green,https://www.courtlistener.com/opinion/111170/strickland-v-washington/,VERIFIED,,opinions/Strickland_v_Washington.html,[],[],NO_QUOTES
20,The defendant must make an affirmative showing that the witness would have testified and that the testimony would have made a difference,"Bryant v. State, 268 Ga. App. 362 (2004)",In the Interest of D. L.,"Wrong case: 268 Ga. App. 362 is In the Interest of D.L., a termination of parental rights case unrelated to criminal defense.",Red,https://www.courtlistener.com/opinion/7921700/in-the-interest-of-d-l/,POSSIBLE_MATCH,"Name mismatch: citation exists at this reporter location but belongs to ""In the Interest of D. L.""",opinions/In_the_Interest_of_D_L.html,[],[],NO_QUOTES
24,"Under Strickland, a defendant claiming ineffective assistance must establish both (1) that trial counsel's performance was deficient, and (2) that the deficient performance prejudiced the defense; failure to satisfy either prong is fatal to the claim","Strickland v. Washington, 466 U.S. 668 (1984)",Strickland v. Washington,Correctly restates the two-prong Strickland test.,Green,https://www.courtlistener.com/opinion/111170/strickland-v-washington/,VERIFIED,,opinions/Strickland_v_Washington.html,[],[],NO_QUOTES
24,"Under Strickland, adopted by Georgia courts in Reynolds, a defendant claiming ineffective assistance must establish both prongs","Reynolds v. State, 306 Ga. 630 (2019)",Bailey v. State,Wrong case: 306 Ga. 630 is Bailey v. State. Does not discuss or adopt the two-prong Strickland test.,Red,https://www.courtlistener.com/opinion/7479754/bailey-v-state/,POSSIBLE_MATCH,"Name mismatch: cited ""Reynolds v. State"" vs found ""Bailey v. State""; Citation mismatch: cited 306 Ga. 630 but CourtListener has 828 S.E.2d 300, but we identified a possible match.",opinions/Bailey_v_State.html,[],[],NO_QUOTES
24,"Strategic decisions, even if ultimately unsuccessful, are entitled to strong deference","Head v. Ferrell, 274 Ga. 399 (2001)",Head v. Ferrell,Head v. Ferrell applies strong deference to strategic decisions. Counsel choices entitled to deference even though ultimately unsuccessful.,Green,https://www.courtlistener.com/opinion/1323520/head-v-ferrell/,VERIFIED,,opinions/Head_v_Ferrell.html,[],[],NO_QUOTES
24,"Strategic decisions, even if ultimately unsuccessful, are entitled to strong deference","Rumph v. State, 307 Ga. 477 (2019)",State v. Rumph,"State v. Rumph is a Miranda/custody suppression case. Does not discuss strategic decisions, deference to counsel, or IAC.",Red,https://www.courtlistener.com/opinion/10366942/state-v-rumph/,VERIFIED,,opinions/State_v_Rumph.html,[],[],NO_QUOTES
25,The failure to request a jury instruction not supported by the evidence does not constitute deficient performance,"Reed v. State, 291 Ga. 10 (2012)",Reed v. State,"Reed v. State: IAC claims concern demurrers and closing arguments, not jury instructions specifically.",Yellow,https://www.courtlistener.com/opinion/2506728/reed-v-state/,VERIFIED,,opinions/Reed_v_State.html,[],[],NO_QUOTES
25,The failure to request a jury instruction not supported by the evidence does not constitute deficient performance,"Davis v. State, 285 Ga. 343 (2009)",Davis v. State,"Davis v. State: no IAC analysis in the opinion. Discusses trial court decision, not counsel performance.",Red,https://www.courtlistener.com/opinion/1322724/davis-v-state/,VERIFIED,,opinions/Davis_v_State.html,[],[],NO_QUOTES
26,Trial counsel's strategic decision not to request unsupported instructions was objectively reasonable; counsel is not ineffective for declining to pursue a meritless or inapplicable defense,"Mahan v. State, 282 Ga. App. 201, 204 (2006)",Mahan v. State,Mahan v. State directly addresses IAC with Strickland standard. Strong presumption counsel performance fell within wide range of reasonable professional conduct.,Green,https://www.courtlistener.com/opinion/7922975/mahan-v-state/,VERIFIED,,opinions/Mahan_v_State.html,[],[],NO_QUOTES
26,The absence of unsupported charges did not affect the outcome of the trial; defendant bears the burden of proving both deficient performance and prejudice under Strickland,"Strickland v. Washington, 466 U.S. 668 (1984)",Strickland v. Washington,Strickland places the burden on the defendant to prove both deficient performance and prejudice.,Green,https://www.courtlistener.com/opinion/111170/strickland-v-washington/,VERIFIED,,opinions/Strickland_v_Washington.html,[],[],NO_QUOTES
26,Hindsight has no place in an assessment of the performance of trial counsel,"Clark v. State, 315 Ga. 1, 4 (2022)",Clark v. State,Clark v. State quotes: hindsight has no place in an assessment of the performance of trial counsel. VERBATIM.,Green,https://www.courtlistener.com/opinion/10679789/clark-v-state/,VERIFIED,,opinions/Clark_v_State.html,"[""hindsight has no place in an assessment of the performance of trial counsel.""]","[{""quote"": ""hindsight has no place in an assessment of the performance of trial counsel."", ""result"": ""VERBATIM"", ""similarity"": 1.0}]",VERBATIM
26,The fact that defendant and his present counsel disagree with the decision made by trial counsel does not require a finding that defendant's original representation was inadequate,"Mahan v. State, 282 Ga. App. 201, 204 (2006)",Mahan v. State,Mahan v. State footnote 14: The fact that defendant and his present counsel disagree with trial counsel does not require finding original representation was inadequate. VERBATIM.,Green,https://www.courtlistener.com/opinion/7922975/mahan-v-state/,VERIFIED,,opinions/Mahan_v_State.html,"[""The fact that defendant and his present counsel disagree with the decision made by trial counsel does not require a finding that defendant\u2019s original representation was inadequate.""]","[{""quote"": ""The fact that defendant and his present counsel disagree with the decision made by trial counsel does not require a finding that defendant\u2019s original representation was inadequate."", ""result"": ""VERBATIM"", ""similarity"": 1.0}]",VERBATIM
26,Trial counsel's decisions relating to strategy and tactics are not judged by hindsight,"Jones v. State, 296 Ga. 561, 567 (2015)",Jones v. State,Jones v. State: Trial counsel decisions relating to strategy and tactics are not judged by hindsight. VERBATIM.,Green,https://www.courtlistener.com/opinion/2779582/jones-v-state/,VERIFIED,,opinions/Jones_v_State.html,"[""[t]rial counsel\u2019s decisions relating to strategy and tactics are not judged by hindsight.""]","[{""quote"": ""[t]rial counsel\u2019s decisions relating to strategy and tactics are not judged by hindsight."", ""result"": ""VERBATIM"", ""similarity"": 1.0}]",VERBATIM
26,Trial strategy is judged from counsel's perspective at the time of trial and under the particular circumstances of the case,"Butler v. State, 313 Ga. 675, 683 (2022)",Butler v. State,Butler v. State: trial strategy assessed from counsel perspective at the time of trial and under the particular circumstances of the case. VERBATIM.,Green,https://www.courtlistener.com/opinion/10679906/butler-v-state/,VERIFIED,,opinions/Butler_v_State.txt,"[""from counsel\u2019s perspective at the time of trial and under the particular circumstances of the case.""]","[{""quote"": ""from counsel\u2019s perspective at the time of trial and under the particular circumstances of the case."", ""result"": ""VERBATIM"", ""similarity"": 1.0}]",VERBATIM
27,The decision whether to pursue a defense theory or request a specific jury charge is a question of trial strategy that will not be second-guessed unless it is so patently unreasonable that no competent attorney would have chosen it,"Smith v. State, 314 Ga. App. 583, 588 (2012)",Smith v. State,"FABRICATED quote. Smith v. State (279 Ga. 48) addresses sufficiency of evidence, improper comment on failure to testify. Never discusses IAC or trial strategy.",Red,https://www.courtlistener.com/opinion/2502877/smith-v-state/,VERIFIED,,opinions/Smith_v_State.html,"[""a question of trial strategy"", ""so patently unreasonable that no competent attorney would have chosen it.""]","[{""quote"": ""a question of trial strategy"", ""result"": ""FABRICATED"", ""similarity"": 0.54}, {""quote"": ""so patently unreasonable that no competent attorney would have chosen it."", ""result"": ""FABRICATED"", ""similarity"": 0.44}]",FABRICATED
27,This Court has declined to presume prejudice in the context of an ineffective assistance of counsel claim based on attorney performance,"Bradley v. State, 318 Ga. 142, 144 (2024)",Bradley v. State,Bradley v. State directly states: this Court has declined to presume prejudice in the context of an IAC claim based on attorney performance.,Green,https://www.courtlistener.com/opinion/10680416/bradley-v-state/,VERIFIED,,opinions/Bradley_v_State.txt,"[""[T]his Court has declined to presume prejudice in the context of an ineffective assistance of counsel claim based on attorney performance.""]","[{""quote"": ""[T]his Court has declined to presume prejudice in the context of an ineffective assistance of counsel claim based on attorney performance."", ""result"": ""CLOSE"", ""similarity"": 0.8}]",CLOSE
27,"The terms ""in his presence"" and ""within his immediate knowledge"" are synonymous under the citizen's arrest statute, meaning that a crime is considered to be committed in a citizen's presence if they acquire knowledge of its commission through the exercise of any of their senses","Johnson v. Jackson, 140 Ga. App. 252 (1976)",Johnson v. Jackson,Johnson v. Jackson: in his presence and within his immediate knowledge are synonymous; crime committed in presence if by exercise of any senses. VERBATIM.,Green,https://www.courtlistener.com/opinion/1217054/johnson-v-jackson/,VERIFIED,,opinions/Johnson_v_Jackson.html,"[""in his presence"", ""within his immediate knowledge""]","[{""quote"": ""in his presence"", ""result"": ""VERBATIM"", ""similarity"": 1.0}, {""quote"": ""within his immediate knowledge"", ""result"": ""VERBATIM"", ""similarity"": 1.0}]",VERBATIM
27,"The terms ""in his presence"" and ""within his immediate knowledge"" are synonymous under the citizen's arrest statute","Merneigh v. State, 242 Ga. App. 735 (2000)",Merneigh v. State,Merneigh v. State: within his immediate knowledge enables citizen to use any senses to obtain knowledge of offense. VERBATIM.,Green,https://www.courtlistener.com/opinion/1420144/merneigh-v-state/,VERIFIED,,opinions/Merneigh_v_State.html,"[""in his presence"", ""within his immediate knowledge""]","[{""quote"": ""in his presence"", ""result"": ""VERBATIM"", ""similarity"": 1.0}, {""quote"": ""within his immediate knowledge"", ""result"": ""VERBATIM"", ""similarity"": 1.0}]",VERBATIM
27,"For felonies, a citizen may also arrest upon reasonable and probable grounds of suspicion if the offender is escaping or attempting to escape","Johnson v. Jackson, 140 Ga. App. 252 (1976)",Johnson v. Jackson,Johnson v. Jackson quotes Code 27-211: felony arrest upon reasonable and probable grounds of suspicion if offender escaping.,Green,https://www.courtlistener.com/opinion/1217054/johnson-v-jackson/,VERIFIED,,opinions/Johnson_v_Jackson.html,[],[],NO_QUOTES
28,"For felonies, a citizen may also arrest upon reasonable and probable grounds of suspicion if the offender is escaping or attempting to escape","Delegal v. State, 109 Ga. 518, 521 (1900)",Delegal v. State,Delegal v. State quotes the Penal Code: felony arrest upon reasonable and probable grounds of suspicion if offender escaping.,Green,https://www.courtlistener.com/opinion/5719482/delegal-v-state/,VERIFIED,,opinions/Delegal_v_State.html,[],[],NO_QUOTES
28,"For felonies, a citizen may also arrest upon reasonable and probable grounds of suspicion if the offender is escaping or attempting to escape","Prayor v. State, 217 Ga. App. 56 (1995)",Prayor v. State,Prayor v. State (via Hayes): citizen may arrest upon reasonable and probable grounds of suspicion for felonies if offender escaping.,Green,https://www.courtlistener.com/opinion/1253106/prayor-v-state/,VERIFIED,,opinions/Prayor_v_State.html,[],[],NO_QUOTES
28,"For a citizen's arrest to be valid, the citizen must use no more force than is reasonable under the circumstances; deadly force in effecting an arrest is limited to self-defense or to a situation in which it is necessary to prevent a forcible felony","Prayor v. State, 217 Ga. App. 56, 58 (1995)",Prayor v. State,"Prayor v. State (via Hayes): For a citizen arrest to be valid, the citizen must use no more force than is reasonable under the circumstances.",Green,https://www.courtlistener.com/opinion/1253106/prayor-v-state/,VERIFIED,,opinions/Prayor_v_State.html,[],[],NO_QUOTES
28,"A citizen's arrest must be conducted using no more force than is reasonable under the circumstances; the use of excessive force invalidates the arrest and may result in criminal charges; if deadly force is used, it is only justified in self-defense or to prevent the commission of a forcible felony","Prayor v. State, 217 Ga. App. 56 (1995)",Prayor v. State,Prayor v. State (via Hayes): deadly force in effecting an arrest is limited to self-defense or preventing a forcible felony.,Green,https://www.courtlistener.com/opinion/1253106/prayor-v-state/,VERIFIED,,opinions/Prayor_v_State.html,[],[],NO_QUOTES
28,A citizen's arrest must be conducted using no more force than is reasonable under the circumstances; the use of excessive force invalidates the arrest and may result in criminal charges,"Hayes v. State, 261 Ga. 439 (1991)",Hayes v. State,"Hayes v. State: For a citizen arrest to be valid, the citizen must use no more force than is reasonable under the circumstances.",Green,https://www.courtlistener.com/opinion/1233384/hayes-v-state/,VERIFIED,,opinions/Hayes_v_State.html,[],[],NO_QUOTES
29,"Deadly force during a citizen's arrest is justified only if the individual reasonably believes it is necessary to prevent death or great bodily injury to themselves or a third person, or to prevent a forcible felony","Prayor v. State, 217 Ga. App. 56 (1995)",Prayor v. State,Prayor (via Hayes) states deadly force limited to self-defense or preventing forcible felony. Proposition embellishes with language not in the opinion.,Yellow,https://www.courtlistener.com/opinion/1253106/prayor-v-state/,VERIFIED,,opinions/Prayor_v_State.html,[],[],NO_QUOTES
29,"Excessive or unlawful force, even when acting in self-defense, is not justifiable","Chambers v. State, 308 Ga. App. 748",Chambers v. State,Chambers v. State discusses justification but does not directly state limits on excessive force in self-defense as the proposition claims.,Yellow,https://www.courtlistener.com/opinion/2502836/chambers-v-state/,VERIFIED,,opinions/Chambers_v_State.html,[],[],NO_QUOTES
29,"Excessive or unlawful force, even when acting in self-defense, is not justifiable","Reddick v. State, 321 Ga. 73 (2025)",Reddick v. State,"Reddick v. State: The use of excessive force or unlawful force while acting in self-defense is not justifiable. Clark v. State, 271 Ga. 27.",Green,https://www.courtlistener.com/opinion/10680534/reddick-v-state/,VERIFIED,,opinions/Reddick_v_State.html,[],[],NO_QUOTES
29,"The use of unreasonable force could not be part of a legitimate citizen's arrest, and such actions may lead to criminal liability","Patel v. State, 279 Ga. 750",Patel v. State,Patel v. State quotes Carter v. State: only force that is reasonable may be used; unreasonable force could not have been part of a legitimate citizen arrest.,Green,https://www.courtlistener.com/opinion/1245424/patel-v-state/,VERIFIED,,opinions/Patel_v_State.html,[],[],NO_QUOTES
29,A citizen's arrest charge is not warranted unless there is some evidence to support each statutory element; no citizen's arrest instruction required where defendant did not personally witness the crime,"Nelson v. State, 283 Ga. 119, 121 (2008)",Nelson v. State,"Nelson v. State involves felony murder and self-defense, not citizen arrest. Does not discuss OCGA 17-4-60.",Yellow,https://www.courtlistener.com/opinion/1374685/nelson-v-state/,VERIFIED,,opinions/Nelson_v_State.html,[],[],NO_QUOTES
29,The use of deadly force in effectuating a citizen's arrest must be reasonable and necessary under the circumstances,"Davis v. State, 269 Ga. 276, 277 (1998)",Davis v. State,Davis v. State is about felony murder/stabbing and discusses accident instructions. No discussion of citizen arrest or deadly force in effectuating arrests.,Red,https://www.courtlistener.com/opinion/1398343/davis-v-state/,VERIFIED,,opinions/Davis_v_State.html,[],[],NO_QUOTES
30,Trial counsel was not deficient for failing to request an unsupported instruction; no ineffective assistance for failing to request a charge not adjusted to the evidence,"Hamm v. State, 294 Ga. 791, 795 (2014)",Hamm v. State,Hamm v. State addresses trial court error in refusing accomplice corroboration instruction. Does not directly address IAC for failing to request unsupported instructions.,Yellow,https://www.courtlistener.com/opinion/2687390/hamm-v-state/,VERIFIED,,opinions/Hamm_v_State.html,[],[],NO_QUOTES
30,"A jury charge on a defendant's sole defense, such as citizen's arrest, is only required if there is some evidence to support the charge; deadly force is limited to self-defense or preventing a forcible felony","Prayor v. State, 217 Ga. App. 56 (1995)",Prayor v. State,Prayor addresses citizen arrest defense but does not contain the slight evidence standard for jury instructions attributed here.,Yellow,https://www.courtlistener.com/opinion/1253106/prayor-v-state/,VERIFIED,,opinions/Prayor_v_State.html,[],[],NO_QUOTES
30,"The use of force is not justified if the individual was the initial aggressor, unless they withdraw from the encounter and effectively communicate their intent to do so","Wainwright v. State, 305 Ga. 63 (2019)",Wainwright v. State,Wainwright quotes OCGA 16-3-21(b)(3): not justified if aggressor unless withdraws and communicates intent.,Green,https://www.courtlistener.com/opinion/7479307/wainwright-v-state/,VERIFIED,,opinions/Wainwright_v_State.html,[],[],NO_QUOTES
30,"The use of force is not justified if the individual was the initial aggressor, unless they withdraw from the encounter and effectively communicate their intent to do so","Powers v. State, 297 Ga. 345 (2015)",Powers v. State,Powers v. State directly quotes OCGA 16-3-21(b)(3): not justified if aggressor unless withdraws and communicates intent.,Green,https://www.courtlistener.com/opinion/2808301/powers-v-state/,VERIFIED,,opinions/Powers_v_State.html,[],[],NO_QUOTES
31,"A jury charge on citizen's arrest was not warranted because there was no evidence that the defendant was attempting to effectuate an arrest, and the defendant used more force than was reasonable under the circumstances","Patel v. State, 279 Ga. 50",Smith v. State,"Confirmed citation typo: 279 Ga. 50 is Smith v. State, unrelated murder/robbery case. Correct citation is Patel v. State, 279 Ga. 750.",Red,https://www.courtlistener.com/opinion/1256046/smith-v-state/,POSSIBLE_MATCH,"Name mismatch: citation exists at this reporter location but belongs to ""Smith v. State""",opinions/Smith_v_State.html,[],[],NO_QUOTES
31,"A defendant is not entitled to a jury instruction on justification, including in the context of a citizen's arrest, when the evidence shows that the defendant was the aggressor","Wainwright v. State, 305 Ga. 63 (2019)",Wainwright v. State,Wainwright: defendant not entitled to jury instruction on justification when evidence is that the supposedly justified party was the aggressor.,Green,https://www.courtlistener.com/opinion/7479307/wainwright-v-state/,VERIFIED,,opinions/Wainwright_v_State.html,[],[],NO_QUOTES
31,"A jury charge on a defendant's sole defense, such as citizen's arrest, is only required if there is some evidence to support the charge; there must be a legitimate basis for the defense","Tarvestad v. State, 261 Ga. 605",Tarvestad v. State,"Tarvestad v. State supports substance (sole defense charge requires evidence) but involves different defense, not citizen arrest. FABRICATED quote.",Yellow,https://www.courtlistener.com/opinion/1409138/tarvestad-v-state/,VERIFIED,,opinions/Tarvestad_v_State.html,"[""but there must be a legitimate basis for the defense""]","[{""quote"": ""but there must be a legitimate basis for the defense"", ""result"": ""FABRICATED"", ""similarity"": 0.48}]",FABRICATED
