bucket,citation,status,conf,winning_stage,matched_name,url,item_text,detail
A_lookup_resolved_name_matched,"Friedman v. Southern New Hampshire University, 104 A.D. 3d 617 (N.Y. App. Div. 2013)",VERIFIED,1.0,caption_investigation,,https://www.courtlistener.com/opinion/6046791/pietropinto-v-benjamin/,"Plaintiff cited 'Friedman v. Southern New Hampshire University, 104 A.D. 3d 617 (N.Y. App. Div. 2013)'; the Court found no such case exists and that it does not",
A_lookup_resolved_name_matched,"Holden v. Holiday Inn Club Vacations, Inc., 98 F.4th 1359",VERIFIED,1.0,citation_lookup,,https://www.courtlistener.com/opinion/9496596/tanethia-holden-v-holiday-inn-club-vacations,"Plaintiffs cited Holden v. Holiday Inn Club Vacations, Inc., 98 F.4th 1359 with a pinpoint to page 1371; the court noted Holden ends at page 1369 and that the c",
A_lookup_resolved_name_matched,"Stenehjem v. FreeEats.com Inc., 712 N.W.2d 828, 841 (N.D. 2006)",VERIFIED,1.0,citation_lookup,,https://www.courtlistener.com/opinion/897824/state-ex-rel-stenehjem-v-freeeatscom-inc/,"Court concluded the citation State ex rel. Stenehjem v. FreeEats.com Inc., 712 N.W.2d 828, 841 (N.D. 2006) as used by Helgeson was not an accurate existing auth",
A_lookup_resolved_name_matched,"State v. Clark, 2012 ND 135",VERIFIED,1.0,citation_lookup,,https://www.courtlistener.com/opinion/8280702/state-v-clark/,"Appellant cited 'State v. Clark, 2012 ND 135, 818 N.W.2d 739' among other offered authorities; the court determined several of these offered citations were fict",
A_lookup_resolved_name_matched,"State v. $44,140.00 U.S. Currency, 2012 ND 176",VERIFIED,1.0,citation_lookup,,https://www.courtlistener.com/opinion/899299/state-v-4414000-united-states-currency/,"Appellant cited 'State v. $44,140.00 U.S. Currency, 2012 ND 176, 820 N.W.2d 697' as authority; the court found the offered citation to be fictitious and not the",
A_lookup_resolved_name_matched,"Marriage of Smith, 195 Cal. App. 4th 1007, 1018 (2011)",VERIFIED,1.0,citation_lookup,,https://www.courtlistener.com/opinion/5810272/areso-v-carmax-inc/,"Plaintiffs cited In re: Marriage of Smith, 195 Cal. App. 4th 1007, 1018 (2011), which the court identified as a non-existent authority as presented.",
A_lookup_resolved_name_matched,"Harris v Seward Park Housing Corp., 147 AD3d 589 (1st Dep't 2017)",VERIFIED,1.0,citation_lookup,,https://www.courtlistener.com/opinion/4369449/nrt-new-york-llc-v-morin/,"Counsel cited Harris v Seward Park Housing Corp., 147 AD3d 589 (1st Dep't 2017), which the court found does not exist; citation originated from copied brief and",
A_lookup_resolved_name_matched,"DiLorenzo v D.C. & D. Transp. Corp., 39 AD2d 950 (2nd Dept, 1972)",VERIFIED,1.0,citation_lookup,,https://www.courtlistener.com/opinion/5926354/sheldon-v-new-york-city-transit-authority/,"Counsel cited DiLorenzo v D.C. & D. Transp. Corp., 39 AD2d 950 (2nd Dept, 1972), which the court found does not exist.",
A_lookup_resolved_name_matched,"Matchett v. Dretke, 380 F.3d 844 (5th Cir. 2004)",VERIFIED,1.0,citation_lookup,,https://www.courtlistener.com/opinion/35985/matchett-v-dretke/,"Plaintiffs cited 'Bourne v. Gatliff Building Co., 380 F.3d 848 (5th Cir. 2004)', a citation the court found does not appear to exist and noted the closest match",
A_lookup_resolved_name_matched,"of Knapp v Knapp, 225 AD2d 1010 (4th Dept 1996)",VERIFIED,1.0,citation_lookup,,https://www.courtlistener.com/opinion/6134740/orange-steel-erectors-inc-v-newburgh-steel-p,"Plaintiff cited ""Matter of Knapp v Knapp, 225 AD2d 1010 (4th Dept 1996)""; court was unable to locate any such matter and treated the citation as fabricated.",
A_lookup_resolved_name_matched,"of Polizzi v Polizzi, 226 AD2d 581 (2d Dept 1996)",VERIFIED,1.0,citation_lookup,,https://www.courtlistener.com/opinion/6135572/epes-v-healey/,"Citation “Matter of Polizzi v Polizzi, 226 AD2d 581 (2d Dept 1996)” did not correspond to that matter and led to a different case (Epes v Healey); court found i",
A_lookup_resolved_name_matched,"of Negron v St. Charles Hosp. & Rehab. Ctr., 121 AD3d 1427 (2d Dept 2014)",VERIFIED,1.0,citation_lookup,,https://www.courtlistener.com/opinion/6152440/people-v-rojas/,"Citation “Matter of Negron v St. Charles Hosp. & Rehab. Ctr., 121 AD3d 1427 (2d Dept 2014)” led to a different matter (People v Rojas) and did not support couns",
A_lookup_resolved_name_matched,"Barlow, 59 B.R. 707",VERIFIED,1.0,citation_lookup,,https://www.courtlistener.com/opinion/1805701/jefferson-v-mississippi-gulf-coast-ymca-inc-,"Court identified In re Barlow, 59 B.R. 707 as a fake case cited by Plaintiffs.",
A_lookup_resolved_name_matched,"Perez v. Zazo, 498 So. 2d 463, 465 (Fla. 3d DCA 1986)",VERIFIED,1.0,citation_lookup,,https://www.courtlistener.com/opinion/1740097/perez-v-zazo/,"Court found the citation to 'Perez v. Zazo, 498 So. 2d 463, 465 (Fla. 3d DCA 1986)' does not exist as cited and flagged it as an inaccurate authority.",
A_lookup_resolved_name_matched,"Wilson v. State, 277 Ga. 195 (2003)",VERIFIED,1.0,citation_lookup,,https://www.courtlistener.com/opinion/1330331/wilson-v-state/,"Plaintiff cited ""Gonzalez v. Gonzalez, 277 Ga. 198 (2003)"" as reaffirming that courts may strike unauthorized pleadings; court found no Georgia Supreme Court ca",
A_lookup_resolved_name_matched,"(Backus v. City of Rochester, 148 AD3d 1697 [4th Dept 2017])",VERIFIED,1.0,citation_lookup,,https://www.courtlistener.com/opinion/6234646/granto-v-city-of-niagara-falls/,"Plaintiff's counsel cited a nonexistent case (Backus v. City of Rochester, 148 AD3d 1697 [4th Dept 2017]); the court reported it was unable to locate the case a",
A_lookup_resolved_name_matched,"Kelly v. St. Francis Medical Center, 899 N.W.2d 869 (Neb. 2017)",VERIFIED,1.0,citation_lookup,,https://www.courtlistener.com/opinion/8282149/st-jude-medical-inc-v-carter/,"Plaintiff repeatedly cited 'Kelly v. St. Francis Medical Center, 899 N.W.2d 869 (Neb. 2017)'; the court found that '899 N.W.2d 869' corresponds to St. Jude Med.",
A_lookup_resolved_name_matched,Citation 849 F. Supp. 1206 (N.D. Ind. 1994),VERIFIED,1.0,citation_lookup,,https://www.courtlistener.com/opinion/2140022/michigan-protection-advocacy-service-inc-v-m,Citation 849 F. Supp. 1206 (N.D. Ind. 1994) does not correspond to any existing decision as cited; the case name corresponds to a different citation.,
A_lookup_resolved_name_matched,Estate of Layton (1938) 29 Cal.App.2d 599,VERIFIED,1.0,citation_lookup,,https://www.courtlistener.com/opinion/1298772/roy-v-roy/,Cited nonexistent 'Estate of Layton (1938) 29 Cal.App.2d 599' for a proposition about life tenants; court found no such reporter/page case and the actual Estate,
A_lookup_resolved_name_matched,Estate of Hermon (1973) 16 Cal.App.3d 421,VERIFIED,1.0,citation_lookup,,https://www.courtlistener.com/opinion/2120316/atkins-v-bisigier/,Cited nonexistent 'Estate of Hermon (1973) 16 Cal.App.3d 421' to claim courts construe wills in light of equitable considerations; court found the cited reporte,
A_lookup_resolved_name_matched,"Chamberlain v. Cocola Assocs., 958 F.2d 282 (9th Cir. 1992)",VERIFIED,1.0,citation_lookup,,https://www.courtlistener.com/opinion/578738/john-chamberlain-v-cocola-associates-la-packi,"Plaintiff's counsel cited a nonexistent case 'Morgan v. State of California, 157 Cal. App. 4th 914, 922 (2007)'; the Court found no case of that name and noted ",
A_lookup_resolved_name_matched,"Eddy v. Sharp, 199 Cal. App. 3d 858 (1988)",VERIFIED,1.0,citation_lookup,,https://www.courtlistener.com/opinion/2180494/eddy-v-sharp/,"Counsel for CDC cited a nonexistent authority 'Humphries v. Rice, 88 Cal. App. 4th 1413, 1424 (2001)'; the Court found the citation incorrect and noted counsel ",
A_lookup_resolved_name_matched,"Bolin v. Story, 225 F.3d 1234, 1239 (6th Cir. 2000)",VERIFIED,1.0,citation_lookup,,https://www.courtlistener.com/opinion/770341/larry-bolin-kenneth-david-pealock-v-richard-w,"Plaintiff relied on a nonexistent case citation; court noted 'Bolin v. Story, 225 F.3d 1234, 1239 (6th Cir. 2000)' does not exist and had been previously warned",
A_lookup_resolved_name_matched,"United States v. Martinez, 608 Fed. Appx. 692 (10th Cir. 2015)",VERIFIED,1.0,citation_lookup,,https://www.courtlistener.com/opinion/2810545/united-states-v-martinez/,"Plaintiffs fabricated an entire case, citing 'Estate of Bowles v. Comm'r, 608 F. Appx. 693 (9th Cir. 2015)'; the Court found this citation was fabricated/misatt",
A_lookup_resolved_name_matched,"Nat’l Bank of Paris v. Midwest Agri-Dev. Corp., 887 F.2d 1128, 1134 (7th Cir. 1989)",VERIFIED,1.0,citation_lookup,,https://www.courtlistener.com/opinion/8982241/midwest-precision-services-inc-v-ptm-industr,"Plaintiff cited 'Citizens Nat’l Bank of Paris v. Midwest Agri-Dev. Corp., 887 F.2d 1128, 1134 (7th Cir. 1989)'; the Court found the reporter citation correspond",
A_lookup_resolved_name_matched,"Co. v. United States, 157 Ct. Cl. 196, 206 (1962)",VERIFIED_PARTIAL,1.0,citation_lookup,,https://www.courtlistener.com/opinion/8613959/salz-v-united-states/,"Plaintiff cited a non-existent case 'R.D. Bennett Constr. Co. v. United States, 157 Ct. Cl. 196, 206 (1962)'; the Court noted the reporter citation corresponds ",
A_lookup_resolved_name_matched,"(La. App. 3 Cir. 7/10/02), 833 So.2d 1136",VERIFIED,1.0,citation_lookup,,https://www.courtlistener.com/opinion/1670674/robert-v-nelson/,"Court found 'Doe v. Southwest Louisiana Hosp. Ass'n, 02-180 (La. App. 3 Cir. 7/10/02), 833 So.2d 1136' was fabricated by AI; referenced reporter/page numbers po",
A_lookup_resolved_name_matched,"City of Monticello v. Christensen, 788 P.2d 513 (Utah 1990)",VERIFIED,1.0,citation_lookup,,https://www.courtlistener.com/opinion/1293366/city-of-monticello-v-christensen/,"Plaintiff cited 'Shearson Lehman Bros., Inc. v. Wasatch Bank, 788 P.2d 514 (Utah 1990)' in his Emergency Motion for Declaratory Judgment; the court found no suc",
A_lookup_resolved_name_matched,"Chambers v. Time Warner, Inc., 282 F.3d 147, 152-53 (2d Cir. 2002)",VERIFIED,1.0,citation_lookup,,https://www.courtlistener.com/opinion/7103595/chambers-v-time-warner-inc/,"Objections purportedly quoted Chambers v. Time Warner, Inc., 282 F.3d 147, 152-53 (2d Cir. 2002) — the court found the cited quotation/case did not exist in the",
A_lookup_resolved_name_matched,In re Marriage of L.B. (2018) 30 Cal.App.5th 1076,VERIFIED,1.0,citation_lookup,,https://www.courtlistener.com/opinion/6240164/furry-v-e-bay-publg-llc/,Appellant relied on this authority to support her position on DVPA scope; the court was unable to locate 'In re Marriage of L.B. (2018) 30 Cal.App.5th 1076' and,
A_lookup_resolved_name_matched,In re Marriage of C.T. and R.T. (2017) 12 Cal.App.5th 982,VERIFIED,1.0,citation_lookup,,https://www.courtlistener.com/opinion/6238852/grist-creek-aggregates-llc-v-superior-court-,Appellant cited this decision in support of her arguments; the appellate court could not find 'In re Marriage of C.T. and R.T. (2017) 12 Cal.App.5th 982' and re,
A_lookup_resolved_name_matched,In re Marriage of Facter (2016) 1 Cal.App.5th 526,VERIFIED,1.0,citation_lookup,,https://www.courtlistener.com/opinion/4238125/morales-v-22nd-district-agricultural-assn/,Appellant relied on this citation for DVPA-related propositions; the court was unable to locate 'In re Marriage of Facter (2016) 1 Cal.App.5th 526' and treated ,
A_lookup_resolved_name_matched,In re Marriage of Manfer (2006) 144 Cal.App.4th 925,VERIFIED,1.0,citation_lookup,,https://www.courtlistener.com/opinion/5809422/manfer-v-manfer/,Appellant cited this case (with inconsistent citations) to support claims about separation/date issues; the appellate court could not locate 'In re Marriage of ,
A_lookup_resolved_name_matched,"Henlsey v. Alcon Labs, 277 F.3d 535 (4th Cir. 2002)",VERIFIED,1.0,citation_lookup,,https://www.courtlistener.com/opinion/776216/robert-c-hensley-v-alcon-laboratories-inc-a-f,"Plaintiff cited a non-existent opinion, 'Henlsey v. Alcon Labs, 277 F.3d 535 (4th Cir. 2002)'; Court noted it was non-existent and that fake opinions are not ex",
A_lookup_resolved_name_matched,"State v. Nye County, 129 Nev. 521 (2013)",VERIFIED,1.0,caption_investigation,,https://www.courtlistener.com/opinion/8086060/state-v-eighth-judicial-district-court-of-th,"Plaintiff cited State v. Nye County, 129 Nev. 521 (2013); the Court determined no such case exists and characterized it as an AI-generated, unverified citation.",
A_lookup_resolved_name_matched,"D.F., 201 Ill. 2d 476 (2002)",VERIFIED,1.0,citation_lookup,,https://www.courtlistener.com/opinion/3134892/people-v-nancy-f/,"As another instance, Attorney Panichi cited In re D.F., 201 Ill. 2d 476 (2002), in (1) the opening brief for the proposition that ""courts must consider whether ",
A_lookup_resolved_name_matched,"of Medical Transport v NY State Dept of Health, 294 A.D.2d 574 (2d Dept 2002)",VERIFIED,1.0,citation_lookup,,https://www.courtlistener.com/opinion/6218960/liberty-mutual-insurance-v-spine-americare-m,"Nonexistent case cited in Plaintiff's Opposition: 'Matter of Medical Transport v NY State Dept of Health, 294 A.D.2d 574 (2d Dept 2002)' (Pl.'s Opp'n 28); the C",
A_lookup_resolved_name_matched,"(In re Davis), 447 B.R. 738 (Bankr. D. Md. 2011)",VERIFIED,1.0,citation_lookup,,https://www.courtlistener.com/opinion/2197104/davis-v-td-bank-na-in-re-davis/,"8. Kholod also cites “Davis v. TD Bank, 2021” in which, according to Kholod, “[t]he court ordered the bank to pay $4,200 to the client, citing the bank's failur",
A_lookup_resolved_name_matched,"Jager, 344 B.R. 349 (Bankr. D. Colo. 2006)",VERIFIED,1.0,citation_lookup,,https://www.courtlistener.com/opinion/1541167/official-committee-of-unsecured-creditors-of,"In re Jager, 344 B.R. 349 (Bankr. D. Colo. 2006) does not exist.",
A_lookup_resolved_name_matched,"Grapevine Imports, Ltd. v. United States, 71 Fed. Cl. 324, 326 (2006)",VERIFIED,1.0,citation_lookup,,https://www.courtlistener.com/opinion/6771964/grapevine-imports-ltd-v-united-states/,"Plaintiff cited a nonexistent case, which the Court traced to a page within Grapevine Imports, Ltd. v. United States, 71 Fed. Cl. 324, 326 (2006); the Court con",
A_lookup_resolved_name_matched,"Lin Zhong v. DOJ, 489 F.3d 126 (2d Cir. 2007)",VERIFIED,1.0,citation_lookup,,https://www.courtlistener.com/opinion/797993/lin-zhong-v-united-states-department-of-justi,"Cited an unfindable Second Circuit case; closest match is Lin Zhong v. DOJ, 489 F.3d 126 (2d Cir. 2007); court found the cited case nonexistent.",
A_lookup_resolved_name_matched,"Young v. New Haven Advocate, 315 F.3d 256 (4th Cir. 2002)",VERIFIED,1.0,citation_lookup,,https://www.courtlistener.com/opinion/2967712/young-v-new-haven-advocate/,"Cited a Fourth Circuit case at a reporter page that does not exist; closest match is Young v. New Haven Advocate, 315 F.3d 256 (4th Cir. 2002), on unrelated iss",
A_lookup_resolved_name_matched,People v. Ayala (2000) 24 Cal.4th 243,VERIFIED,1.0,citation_lookup,,https://www.courtlistener.com/opinion/2594572/people-v-ayala/,Defendant cited Harmon v. Harmon (2001) 24 Cal.4th 259 regarding trustee duties; court found no such case exists and the page falls within People v. Ayala (2000,
A_lookup_resolved_name_matched,"Staggs v. Atchison, Topeka & Santa Fe Railway (1955) 135 Cal.App.2d 492",VERIFIED,1.0,citation_lookup,,https://www.courtlistener.com/opinion/1227289/staggs-v-atchison-topeka-santa-fe-railway-co,"Defendant cited Estate of Green (1955) 135 Cal.App.2d 495 regarding trustee duties; court found no such case exists and the citation maps to Staggs v. Atchison,",
A_lookup_resolved_name_matched,Martinez (330 S.W.3d 891),VERIFIED,1.0,citation_lookup,,https://www.courtlistener.com/opinion/2270284/ex-parte-martinez/,"Appellant cited a nonexistent TCCA opinion; the citation maps to a Missouri divorce case, and the only real Ex parte Martinez (330 S.W.3d 891) concerns ineffect",
B_checkcite_hybrid,"Taylor v. State, 133 N.E.3d 708 (Ind. Ct. App. 2019)",VERIFIED,0.9,opinion_search,Taylor v. State,https://www.courtlistener.com/opinion/8278230/taylor-v-state/,"Appellant cited a non-existent decision 'Taylor v. State, 133 N.E.3d 708 (Ind. Ct. App. 2019)'; the court noted the citation does not correspond to a published ",
B_checkcite_hybrid,"Norg v. City of Seattle, 200 Wn.2d 749 (2023)",VERIFIED,0.9,opinion_search,Norg v. City of Seattle,https://www.courtlistener.com/opinion/10798048/norg-v-city-of-seattle/,"Merz cited 'Sorensen v. City of Bellingham, 15 Wn. App. 2d 730, 733, 478 P.3d 1110 (2020)' which was inaccurate/fabricated; Merz later admitted he intended to c",
B_checkcite_hybrid,"In re Miller, 150 B.R. 834 (Bankr. N.D. Ohio 1993)",VERIFIED,0.9,opinion_search,In Re Miller,https://www.courtlistener.com/opinion/1868898/in-re-miller/,"Debtor cited 'In re Miller, 150 B.R. 834 (Bankr. N.D. Ohio 1993)', which the Court found to be non-existent and noted 150 B.R. 834 corresponds to Brandt v. 440 ",
B_checkcite_hybrid,"Hall v. Hall, 584 U.S. 147 (2018)",VERIFIED,0.9,opinion_search,Hall v. Hall,https://www.courtlistener.com/opinion/4481138/hall-v-hall/,"Court noted the citation to Hall v. Hall, 584 U.S. 147 (2018) was cited at a location that could not be verified and flagged it among other suspect citations.",
B_checkcite_hybrid,"Kennedy v. Kennedy, 27 Neb. App. 510, 934 N.W.2d 57 (2019)",VERIFIED,0.8667,opinion_search,Kennedy v. Kennedy,https://www.courtlistener.com/opinion/4635920/kennedy-v-kennedy/,"Brief repeatedly cited 'Kennedy v. Kennedy, 27 Neb. App. 510, 934 N.W.2d 57 (2019)' and included block quotations and holdings not present; the cited unreported",
B_checkcite_hybrid,"Paige v. State, 2023 VT 66",VERIFIED,0.8667,opinion_search,Paige v. State,https://www.courtlistener.com/opinion/8345171/paige-v-state/,"Petitioner's brief cites a non-existent Vermont decision 'Paige v. State, 2023 VT 66, ¶ 17'; the court found no such citation.",
B_checkcite_hybrid,"James v. City of New York, 144 AD3d 604, 605 (1st Dept 2016)",VERIFIED,0.8667,opinion_search,James v. City of New York,https://www.courtlistener.com/opinion/4320116/james-v-city-of-new-york/,"Counsel cited 'James v. City of New York, 144 AD3d 604, 605 (1st Dept 2016)'; the court found no case at that citation and the actual James decision (144 A.D.3d",
B_checkcite_hybrid,"Turner v. Murphy Oil USA, Inc., 2006 WL 1984362 (E.D. La. July 13, 2006)",VERIFIED,0.85,opinion_search,"Turner v. Murphy Oil USA, Inc.",https://www.courtlistener.com/opinion/2573310/turner-v-murphy-oil-usa-inc/,"Plaintiff cited Turner v. Murphy Oil USA, Inc., 2006 WL 1984362 (E.D. La. July 13, 2006); the court was unable to locate any case matching that Westlaw citation",
B_checkcite_hybrid,"and Jones v. PNC Bank, N.A., 630 F. Supp. 3d 959 (N.D. Ill. 2022)",VERIFIED,0.8457,opinion_search,"Jones v. PNC Bank, N.A.",https://www.courtlistener.com/opinion/9681043/jones-v-pnc-bank-na/,"6. Kholod states that in “Jones v. PNC Bank, 2018” “the court ordered the bank to return $3,750 for unauthorized transactions made by third parties.” Doc. 1-2 a",
B_checkcite_hybrid,"Burton v. Ghosh, 961 F.3d 1084, 1092 (7th Cir. 2020)",VERIFIED,0.825,opinion_search,Alnoraindus Burton v. Partha Ghosh,https://www.courtlistener.com/opinion/4759604/alnoraindus-burton-v-partha-ghosh/,"Cited 'Burton v. Ghosh, 961 F.3d 1084, 1092 (7th Cir. 2020)'; the court determined the citation does not correspond to that case and is a fabrication.",
B_checkcite_hybrid,"Flores v. United States, 189 F.3d 477, 481 (9th Cir. 1999)",VERIFIED,0.825,opinion_search,"United States v. Jose Lombera-Camorlinga, United States of A",https://www.courtlistener.com/opinion/765848/united-states-v-jose-lombera-camorlinga-unite,"Plaintiffs cited “Flores v. United States, 189 F.3d 477, 481 (9th Cir. 1999)”; the Court found this decision does not exist and identified it as part of a patte",
B_checkcite_hybrid,"Thompson v. City of Lebanon, 813 F.3d 318, 323 (6th Cir. 2016)",VERIFIED,0.8035,opinion_search,Melinda Thompson v. City of Lebanon,https://www.courtlistener.com/opinion/4241673/melinda-thompson-v-city-of-lebanon/,"Plaintiff's MSJ included the citation 'Thompson v. City of Lebanon, 813 F.3d 318, 323 (6th Cir. 2016)'; the court identified it as a fabricated citation likely ",
B_checkcite_hybrid,"State v. Johnson, 194 Wn.2d 704, 451 P.3d 1082 (2019)",VERIFIED,0.8,opinion_search,State v. Johnson,https://www.courtlistener.com/opinion/6657656/state-v-johnson/,"Appellants cited State v. Johnson, 194 Wn.2d 704, 451 P.3d 1082 (2019), which the court could not locate and treated as a likely fabricated citation.",
B_checkcite_hybrid,"Navient Sols., LLC v. Law Offices of Jeffrey Lohman, 2020 WL 1867939 (E.D. Va. Apr. 14, 2020)",VERIFIED,0.7828,opinion_search,"Navient Solutions, LLC v. The Law Offices of Jeffrey Lohman",https://www.courtlistener.com/opinion/10221296/navient-solutions-llc-v-the-law-offices-of-,"Plaintiff cited 'Navient Solutions, LLC v. Law Offices of Jeffrey Lohman, 2020 WL 1864871, at *12 (D. Ariz. 2020).' The Court found that citation does not exist",
B_checkcite_hybrid,"Jones v.
Jones, No. M201801746COAR3CV, 2019 WL 1036077",VERIFIED,0.7667,opinion_search,Jones v. Jones,https://www.courtlistener.com/opinion/10606804/jones-v-jones/,"Doe v. Roe, No. M2018-01746-COA-R3-CV (Tenn. Ct. App. 2019) in Plaintiffs Motion for Limited Discovery Pg. 5. There is no Doe v. Roe case in the Tennessee Court",
B_checkcite_hybrid,"Nandigam Neurology, PLC v. Beavers, 639 S.W.3d 651 (Tenn. Ct. App. 2021)",VERIFIED,0.7393,opinion_search,"Nandigam Neurology, PLC v. Kelly Beavers",https://www.courtlistener.com/opinion/4893405/nandigam-neurology-plc-v-kelly-beavers/,"Nandigam Neurology, PLC v. Beavers, No. M2021-01280-COA-R9-CV, 2022 WLE 1512346, at *5 (Tenn. Ct. App. May 13, 2022) in Plaintiffs Response to Defendant’s Motio",
B_checkcite_hybrid,"Bright Power, Inc. v. Umpqua Holding Corp., 669 F.Supp.3d 904, 906 (N.D. Cal. 2023)",VERIFIED,0.7348,opinion_search,"BPi Bright Power, Inc. v. Umpqua Holding Corporation d/b/a U",https://www.courtlistener.com/opinion/9608395/bpi-bright-power-inc-v-umpqua-holding-corpor,"Plaintiffs included a non-existent quotation and citation presented as from 'BPi Bright Power, Inc. v. Umpqua Holding Corp., 669 F.Supp.3d 904, 906 (N.D. Cal. 2",
B_checkcite_hybrid,"Waller v. Waller, 288 Ga. 164, 164-165 (2010)",VERIFIED,0.725,opinion_search,Waller v. Golden,https://www.courtlistener.com/opinion/2394285/waller-v-golden/,"Appellant's brief cited Waller v. Waller, 288 Ga. 164, 164-165 (2010), which the court found to be fictitious; court noted as an example of AI-generated bogus c",
B_checkcite_hybrid,Board v. Superior Court (2022) 88 Cal.App.5th 459,VERIFIED,0.725,opinion_search,Podiatric Medical Board etc. v. Superior Court,https://www.courtlistener.com/opinion/4869224/podiatric-medical-board-etc-v-superior-court,"Opening brief cited a nonexistent case 'Medical Board v. Superior Court (2022) 88 Cal.App.5th 459, 475' and attributed multiple due-process quotations to it; co",
B_checkcite_hybrid,"Kennedy v. United States, 2022 WL 17684317, at *4 (C.D. Cal. Oct. 3, 2022)",VERIFIED,0.725,opinion_search,Brian Kennedy v. United States Liability Insurance Company,https://www.courtlistener.com/opinion/9515531/brian-kennedy-v-united-states-liability-insu,"Plaintiffs' opposition cited 'Kennedy v. United States, 2022 WL 17684317, at *4 (C.D. Cal. Oct. 3, 2022)'; Defendant and the Court were unable to locate any suc",
B_checkcite_hybrid,"Graves v. State, 773 N.E.2d 157 (Ind. 2002)",VERIFIED,0.7,opinion_search,Graves v. State,https://www.courtlistener.com/opinion/1613021/graves-v-state/,"Court concluded 'Graves v. State, 773 N.E.2d 157 (Ind. 2002)' is nonexistent at that citation; reporter citation leads to an Illinois case.",
